"Time (s)","Pressure (hPa)"
9.222805462E1,9.875717163E2
9.226805295E1,9.875744629E2
9.230805311E1,9.875776978E2
9.234805978E1,9.875791626E2
9.238806134E1,9.875814819E2
9.242806045E1,9.875830688E2
9.246806514E1,9.875806274E2
9.250806905E1,9.875783691E2
9.254806582E1,9.875770264E2
9.258805832E1,9.875760498E2
9.262805790E1,9.875777588E2
9.266806603E1,9.875809937E2
9.270806108E1,9.875848389E2
9.274806342E1,9.875863037E2
9.278806436E1,9.875869751E2
9.282806884E1,9.875853882E2
9.286806405E1,9.875803223E2
9.290805894E1,9.875767212E2
9.294805733E1,9.875752563E2
9.298806603E1,9.875738525E2
9.302806082E1,9.875731201E2
9.306806160E1,9.875743408E2
9.310806363E1,9.875737915E2
9.314806582E1,9.875737915E2
9.318806530E1,9.875728149E2
9.322805660E1,9.875741577E2
9.326805389E1,9.875775757E2
9.330806108E1,9.875793457E2
9.334806082E1,9.875799561E2
9.338806603E1,9.875819092E2
9.342806988E1,9.875834351E2
9.346806644E1,9.875820923E2
9.350805670E1,9.875795288E2
9.354805780E1,9.875780029E2
9.358805946E1,9.875797119E2
9.362805498E1,9.875805054E2
9.366805952E1,9.875803223E2
9.370805926E1,9.875841064E2
9.374806535E1,9.875869751E2
9.378806473E1,9.875852051E2
9.382806493E1,9.875834351E2
9.386805848E1,9.875830688E2
9.390806051E1,9.875823975E2
9.394805535E1,9.875828857E2
9.398806238E1,9.875825806E2
9.402806186E1,9.875816040E2
9.406806108E1,9.875811768E2
9.410806650E1,9.875791626E2
9.414806483E1,9.875777588E2
9.418806436E1,9.875777588E2
9.422805868E1,9.875773926E2
9.426805848E1,9.875793457E2
9.430806004E1,9.875835571E2
9.434805978E1,9.875828857E2
9.438806290E1,9.875814209E2
9.442806540E1,9.875829468E2
9.446806598E1,9.875825806E2
9.450806483E1,9.875805054E2
9.454805316E1,9.875812988E2
9.458805634E1,9.875825806E2
9.462806082E1,9.875826416E2
9.466805926E1,9.875838623E2
9.470806186E1,9.875853271E2
9.474806582E1,9.875848389E2
9.478806598E1,9.875840454E2
9.482806467E1,9.875819092E2
9.486805509E1,9.875790405E2
9.490805931E1,9.875756226E2
9.494806056E1,9.875737915E2
9.498806212E1,9.875740967E2
9.502806420E1,9.875745850E2
9.506806634E1,9.875743408E2
9.510806801E1,9.875746460E2
9.514806691E1,9.875775757E2
9.518805530E1,9.875801392E2
9.522805483E1,9.875809326E2
9.526805650E1,9.875801392E2
9.530805978E1,9.875803223E2
9.534805978E1,9.875802002E2
9.538806056E1,9.875783691E2
9.542806769E1,9.875789795E2
9.546806545E1,9.875824585E2
9.550806837E1,9.875848389E2
9.554805723E1,9.875848389E2
9.558805384E1,9.875883179E2
9.562805952E1,9.875912476E2
9.566805978E1,9.875902710E2
9.570806004E1,9.875882568E2
9.574806608E1,9.875850830E2
9.578806665E1,9.875791626E2
9.582806431E1,9.875737915E2
9.586805483E1,9.875716553E2
9.590805363E1,9.875703735E2
9.594806082E1,9.875698853E2
9.598805978E1,9.875695801E2
9.602806176E1,9.875687866E2
9.606806457E1,9.875687256E2
9.610806769E1,9.875717163E2
9.614806592E1,9.875745850E2
9.618805978E1,9.875767822E2
9.622805816E1,9.875806885E2
9.626806160E1,9.875826416E2
9.630806264E1,9.875819702E2
9.634806004E1,9.875811768E2
9.638806431E1,9.875800171E2
9.642806712E1,9.875772705E2
9.646806426E1,9.875781860E2
9.650805525E1,9.875782471E2
9.654805504E1,9.875773926E2
9.658806238E1,9.875781860E2
9.662806030E1,9.875805054E2
9.666805900E1,9.875805054E2
9.670806728E1,9.875799561E2
9.674806592E1,9.875811157E2
9.678806478E1,9.875814209E2
9.682805655E1,9.875806274E2
9.686805316E1,9.875792236E2
9.690805900E1,9.875780029E2
9.694806238E1,9.875756226E2
9.698806056E1,9.875749512E2
9.702806426E1,9.875780029E2
9.706806441E1,9.875801392E2
9.710806577E1,9.875806274E2
9.714805717E1,9.875830688E2
9.718805884E1,9.875852051E2
9.722805775E1,9.875812988E2
9.726806134E1,9.875790405E2
9.730806056E1,9.875809937E2
9.734806691E1,9.875822754E2
9.738806592E1,9.875833740E2
9.742806650E1,9.875852051E2
9.746806504E1,9.875853882E2
9.750805306E1,9.875840454E2
9.754805577E1,9.875834351E2
9.758805926E1,9.875822754E2
9.762805978E1,9.875820923E2
9.766805978E1,9.875826416E2
9.770806941E1,9.875825806E2
9.774806743E1,9.875824585E2
9.778806540E1,9.875838623E2
9.782805535E1,9.875861816E2
9.786805754E1,9.875883179E2
9.790805306E1,9.875914307E2
9.794806030E1,9.875942993E2
9.798806212E1,9.875958252E2
9.802806900E1,9.875965576E2
9.806806436E1,9.875986938E2
9.810806665E1,9.876007080E2
9.814805478E1,9.876014404E2
9.818805561E1,9.876021729E2
9.822805926E1,9.876034546E2
9.826806004E1,9.876019897E2
9.830806108E1,9.875998535E2
9.834806785E1,9.875990601E2
9.838806769E1,9.875998535E2
9.842806592E1,9.876015015E2
9.846805535E1,9.876041260E2
9.850805790E1,9.876084595E2
9.854806004E1,9.876146240E2
9.858806342E1,9.876177979E2
9.862806134E1,9.876187744E2
9.866806483E1,9.876235962E2
9.870806415E1,9.876271973E2
9.874806509E1,9.876264038E2
9.878805436E1,9.876278076E2
9.882805728E1,9.876293335E2
9.886805858E1,9.876270142E2
9.890806134E1,9.876270752E2
9.894805952E1,9.876295166E2
9.898806702E1,9.876304932E2
9.902806545E1,9.876320801E2
9.906806431E1,9.876346436E2
9.910805665E1,9.876359863E2
9.914805717E1,9.876371460E2
9.918805170E1,9.876392822E2
9.922806186E1,9.876431885E2
9.926805978E1,9.876451416E2
9.930806134E1,9.876441650E2
9.934806462E1,9.876461182E2
9.938806478E1,9.876505127E2
9.942806561E1,9.876522217E2
9.946805363E1,9.876549072E2
9.950805295E1,9.876594238E2
9.954806108E1,9.876613770E2
9.958805926E1,9.876587524E2
9.962806384E1,9.876566772E2
9.966806493E1,9.876564941E2
9.970806600E1,9.876571045E2
9.974805564E1,9.876558228E2
9.978805835E1,9.876536865E2
9.982805470E1,9.876535645E2
9.986806085E1,9.876561279E2
9.990806293E1,9.876576538E2
9.994806345E1,9.876604004E2
9.998806517E1,9.876666260E2
1.000280675E2,9.876696777E2
1.000680577E2,9.876693726E2
1.001080557E2,9.876695557E2
1.001480583E2,9.876701660E2
1.001880614E2,9.876694946E2
1.002280603E2,9.876718140E2
1.002680637E2,9.876749268E2
1.003080650E2,9.876763916E2
1.003480668E2,9.876784668E2
1.003880551E2,9.876789551E2
1.004280576E2,9.876777954E2
1.004680648E2,9.876758423E2
1.005080671E2,9.876748657E2
1.005480593E2,9.876742554E2
1.005880676E2,9.876756592E2
1.006280655E2,9.876776123E2
1.006680661E2,9.876796265E2
1.007080670E2,9.876820679E2
1.007480556E2,9.876830444E2
1.007880601E2,9.876840210E2
1.008280551E2,9.876856079E2
1.008680627E2,9.876865845E2
1.009080616E2,9.876871338E2
1.009480657E2,9.876893311E2
1.009880665E2,9.876901855E2
1.010280657E2,9.876892090E2
1.010680711E2,9.876895142E2
1.011080560E2,9.876901855E2
1.011480548E2,9.876889038E2
1.011880614E2,9.876872559E2
1.012280608E2,9.876871338E2
1.012680622E2,9.876869507E2
1.013080663E2,9.876869507E2
1.013480641E2,9.876885376E2
1.013880660E2,9.876924438E2
1.014280572E2,9.876956787E2
1.014680544E2,9.876975098E2
1.015080622E2,9.876975098E2
1.015480611E2,9.876961670E2
1.015880632E2,9.876947632E2
1.016280683E2,9.876932373E2
1.016680665E2,9.876924438E2
1.017080701E2,9.876939697E2
1.017480570E2,9.876967163E2
1.017880577E2,9.876999512E2
1.018280611E2,9.877022095E2
1.018680616E2,9.877025757E2
1.019080629E2,9.877037354E2
1.019480654E2,9.877039795E2
1.019880657E2,9.877020874E2
1.020280596E2,9.877017212E2
1.020680603E2,9.877020264E2
1.021080653E2,9.877012329E2
1.021480640E2,9.877015381E2
1.021880616E2,9.877015991E2
1.022280598E2,9.877009277E2
1.022680680E2,9.877025146E2
1.023080658E2,9.877035522E2
1.023480558E2,9.877031860E2
1.023880575E2,9.877047119E2
1.024280567E2,9.877077637E2
1.024680570E2,9.877086182E2
1.025080642E2,9.877084351E2
1.025480614E2,9.877086182E2
1.025880665E2,9.877070923E2
1.026280654E2,9.877045288E2
1.026680678E2,9.877025757E2
1.027080677E2,9.877019043E2
1.027480611E2,9.877026978E2
1.027880554E2,9.877056885E2
1.028280611E2,9.877061157E2
1.028680603E2,9.877050171E2
1.029080616E2,9.877049561E2
1.029480683E2,9.877041626E2
1.029880660E2,9.877030029E2
1.030280663E2,9.877045288E2
1.030680562E2,9.877078857E2
1.031080543E2,9.877120361E2
1.031480637E2,9.877149048E2
1.031880614E2,9.877150879E2
1.032280645E2,9.877139282E2
1.032680660E2,9.877123413E2
1.033080694E2,9.877125244E2
1.033480663E2,9.877139282E2
1.033880571E2,9.877147827E2
1.034280587E2,9.877171631E2
1.034680616E2,9.877196655E2
1.035080601E2,9.877183838E2
1.035480653E2,9.877168579E2
1.035880644E2,9.877167358E2
1.036280668E2,9.877162476E2
1.036680550E2,9.877160645E2
1.037080593E2,9.877159424E2
1.037480590E2,9.877152710E2
1.037880593E2,9.877149048E2
1.038280611E2,9.877156982E2
1.038680601E2,9.877154541E2
1.039080661E2,9.877137451E2
1.039480673E2,9.877121582E2
1.039880654E2,9.877103271E2
1.040280589E2,9.877091064E2
1.040680554E2,9.877102051E2
1.041080601E2,9.877117920E2
1.041480622E2,9.877133179E2
1.041880598E2,9.877152710E2
1.042280652E2,9.877154541E2
1.042680688E2,9.877142334E2
1.043080683E2,9.877137451E2
1.043480697E2,9.877133179E2
1.043880596E2,9.877139282E2
1.044280601E2,9.877152710E2
1.044680601E2,9.877154541E2
1.045080632E2,9.877160645E2
1.045480654E2,9.877168579E2
1.045880663E2,9.877180176E2
1.046280647E2,9.877191772E2
1.046680668E2,9.877186279E2
1.047080550E2,9.877175293E2
1.047480585E2,9.877170410E2
1.047880619E2,9.877142944E2
1.048280658E2,9.877131348E2
1.048680608E2,9.877160645E2
1.049080695E2,9.877180176E2
1.049480659E2,9.877191772E2
1.049880660E2,9.877217407E2
1.050280561E2,9.877219238E2
1.050680549E2,9.877197876E2
1.051080622E2,9.877206421E2
1.051480629E2,9.877230835E2
1.051880614E2,9.877232666E2
1.052280663E2,9.877227783E2
1.052680644E2,9.877225342E2
1.053080655E2,9.877210693E2
1.053480566E2,9.877197876E2
1.053880611E2,9.877200928E2
1.054280619E2,9.877215576E2
1.054680611E2,9.877222900E2
1.055080653E2,9.877221069E2
1.055480666E2,9.877229004E2
1.055880674E2,9.877238770E2
1.056280696E2,9.877241821E2
1.056680579E2,9.877254639E2
1.057080601E2,9.877254639E2
1.057480616E2,9.877235107E2
1.057880624E2,9.877222900E2
1.058280611E2,9.877214355E2
1.058680674E2,9.877207642E2
1.059080656E2,9.877219238E2
1.059480660E2,9.877229004E2
1.059880572E2,9.877229004E2
1.060280610E2,9.877233887E2
1.060680553E2,9.877236938E2
1.061080611E2,9.877230835E2
1.061480598E2,9.877229004E2
1.061880698E2,9.877227173E2
1.062280650E2,9.877238770E2
1.062680652E2,9.877260132E2
1.063080670E2,9.877274170E2
1.063480561E2,9.877276611E2
1.063880542E2,9.877261963E2
1.064280658E2,9.877222290E2
1.064680598E2,9.877188110E2
1.065080616E2,9.877182007E2
1.065480662E2,9.877182007E2
1.065880670E2,9.877191772E2
1.066280662E2,9.877219238E2
1.066680569E2,9.877237549E2
1.067080554E2,9.877225952E2
1.067480622E2,9.877221069E2
1.067880606E2,9.877230835E2
1.068280611E2,9.877232666E2
1.068680668E2,9.877227173E2
1.069080644E2,9.877235107E2
1.069480646E2,9.877235107E2
1.069880550E2,9.877222900E2
1.070280558E2,9.877201538E2
1.070680593E2,9.877186279E2
1.071080635E2,9.877188721E2
1.071480555E2,9.877183838E2
1.071880667E2,9.877185059E2
1.072280639E2,9.877201538E2
1.072680665E2,9.877213135E2
1.073080567E2,9.877201538E2
1.073480544E2,9.877213135E2
1.073880629E2,9.877253418E2
1.074280606E2,9.877276001E2
1.074680603E2,9.877287598E2
1.075080652E2,9.877308350E2
1.075480658E2,9.877315063E2
1.075880639E2,9.877284546E2
1.076280554E2,9.877260132E2
1.076680528E2,9.877242432E2
1.077080590E2,9.877224121E2
1.077480598E2,9.877220459E2
1.077880619E2,9.877219238E2
1.078280669E2,9.877230835E2
1.078680661E2,9.877261963E2
1.079080651E2,9.877266235E2
1.079480550E2,9.877269287E2
1.079880559E2,9.877295532E2
1.080280574E2,9.877292480E2
1.080680593E2,9.877258301E2
1.081080598E2,9.877248535E2
1.081480665E2,9.877227173E2
1.081880648E2,9.877177124E2
1.082280664E2,9.877164307E2
1.082680664E2,9.877191772E2
1.083080541E2,9.877222900E2
1.083480548E2,9.877257080E2
1.083880624E2,9.877299194E2
1.084280601E2,9.877315063E2
1.084680598E2,9.877307129E2
1.085080626E2,9.877281494E2
1.085480633E2,9.877239990E2
1.085880661E2,9.877201538E2
1.086280538E2,9.877180176E2
1.086680550E2,9.877162476E2
1.087080608E2,9.877159424E2
1.087480598E2,9.877160645E2
1.087880606E2,9.877168579E2
1.088280657E2,9.877178955E2
1.088680636E2,9.877191162E2
1.089080652E2,9.877211304E2
1.089480582E2,9.877236938E2
1.089880540E2,9.877256470E2
1.090280601E2,9.877264404E2
1.090680622E2,9.877271729E2
1.091080615E2,9.877268066E2
1.091480648E2,9.877268066E2
1.091880644E2,9.877250366E2
1.092280533E2,9.877224121E2
1.092680561E2,9.877205811E2
1.093080575E2,9.877203369E2
1.093480619E2,9.877183838E2
1.093880648E2,9.877183838E2
1.094280642E2,9.877225952E2
1.094680691E2,9.877248535E2
1.095080685E2,9.877240601E2
1.095480661E2,9.877266235E2
1.095880561E2,9.877287598E2
1.096280561E2,9.877266235E2
1.096680614E2,9.877263184E2
1.097080624E2,9.877277832E2
1.097480603E2,9.877258301E2
1.097880656E2,9.877235107E2
1.098280654E2,9.877222900E2
1.098680652E2,9.877196045E2
1.099080655E2,9.877178955E2
1.099480568E2,9.877183838E2
1.099880550E2,9.877170410E2
1.100280601E2,9.877170410E2
1.100680614E2,9.877197876E2
1.101080649E2,9.877164307E2
1.101480660E2,9.877119751E2
1.101880679E2,9.877144775E2
1.102280583E2,9.877172241E2
1.102680531E2,9.877164307E2
1.103080533E2,9.877188110E2
1.103480674E2,9.877225342E2
1.103880601E2,9.877209473E2
1.104280619E2,9.877149658E2
1.104680665E2,9.877119751E2
1.105080660E2,9.877144165E2
1.105480551E2,9.877156982E2
1.105880550E2,9.877158813E2
1.106280531E2,9.877176514E2
1.106680595E2,9.877155762E2
1.107080588E2,9.877106934E2
1.107480603E2,9.877064819E2
1.107880665E2,9.877064209E2
1.108280670E2,9.877081299E2
1.108680656E2,9.877121582E2
1.109080595E2,9.877147217E2
1.109480565E2,9.877161865E2
1.109880624E2,9.877149048E2
1.110280632E2,9.877124634E2
1.110680663E2,9.877119751E2
1.111080696E2,9.877129517E2
1.111480699E2,9.877115479E2
1.111880693E2,9.877098389E2
1.112280580E2,9.877114868E2
1.112680627E2,9.877102051E2
1.113080655E2,9.877066040E2
1.113480632E2,9.877069092E2
1.113880616E2,9.877064819E2
1.114280676E2,9.877020264E2
1.114680714E2,9.876996460E2
1.115080675E2,9.877012939E2
1.115480608E2,9.877026978E2
1.115880553E2,9.877036743E2
1.116280586E2,9.877062988E2
1.116680608E2,9.877069092E2
1.117080611E2,9.877031860E2
1.117480680E2,9.876997681E2
1.117880687E2,9.876983032E2
1.118280658E2,9.876973877E2
1.118680581E2,9.876973267E2
1.119080591E2,9.876983032E2
1.119480562E2,9.876988525E2
1.119880608E2,9.876998291E2
1.120280663E2,9.877020874E2
1.120680635E2,9.877051392E2
1.121080737E2,9.877061157E2
1.121480686E2,9.877070923E2
1.121880670E2,9.877085571E2
1.122280562E2,9.877064209E2
1.122680608E2,9.877025757E2
1.123080640E2,9.877004395E2
1.123480681E2,9.876981812E2
1.123880605E2,9.876949463E2
1.124280686E2,9.876937256E2
1.124680662E2,9.876932373E2
1.125080689E2,9.876943970E2
1.125480590E2,9.876961670E2
1.125880566E2,9.876961670E2
1.126280640E2,9.876955566E2
1.126680661E2,9.876970215E2
1.127080608E2,9.876978760E2
1.127480693E2,9.876981812E2
1.127880662E2,9.876992798E2
1.128280654E2,9.877004395E2
1.128680551E2,9.876979980E2
1.129080596E2,9.876963501E2
1.129480632E2,9.876984863E2
1.129880648E2,9.876990967E2
1.130280629E2,9.876994629E2
1.130680667E2,9.877030029E2
1.131080690E2,9.877022095E2
1.131480687E2,9.876966553E2
1.131880574E2,9.876951904E2
1.132280612E2,9.876943970E2
1.132680632E2,9.876916504E2
1.133080635E2,9.876910400E2
1.133480629E2,9.876903687E2
1.133880762E2,9.876876221E2
1.134280666E2,9.876849976E2
1.134680683E2,9.876846313E2
1.135080603E2,9.876873779E2
1.135480597E2,9.876901855E2
1.135880560E2,9.876951904E2
1.136280645E2,9.877012329E2
1.136680624E2,9.877039795E2
1.137080686E2,9.877035522E2
1.137480667E2,9.877041626E2
1.137880677E2,9.877027588E2
1.138280575E2,9.876996460E2
1.138680571E2,9.876988525E2
1.139080554E2,9.877012329E2
1.139480622E2,9.877033691E2
1.139880648E2,9.877054443E2
1.140280622E2,9.877053223E2
1.140680686E2,9.877035522E2
1.141080651E2,9.876997681E2
1.141480581E2,9.876967163E2
1.141880597E2,9.876945801E2
1.142280542E2,9.876959229E2
1.142680614E2,9.876992798E2
1.143080588E2,9.877025757E2
1.143480611E2,9.877044678E2
1.143880673E2,9.877064819E2
1.144280659E2,9.877059937E2
1.144680647E2,9.877039795E2
1.145080566E2,9.877037354E2
1.145480563E2,9.877038574E2
1.145880614E2,9.877022095E2
1.146280598E2,9.877008057E2
1.146680606E2,9.877012329E2
1.147080671E2,9.877023926E2
1.147480662E2,9.877030029E2
1.147880649E2,9.877019043E2
1.148280552E2,9.877022095E2
1.148680549E2,9.877014160E2
1.149080611E2,9.876975098E2
1.149480598E2,9.876967163E2
1.149880614E2,9.876992798E2
1.150280668E2,9.877015381E2
1.150680667E2,9.877040405E2
1.151080652E2,9.877066650E2
1.151480551E2,9.877084351E2
1.151880571E2,9.877113647E2
1.152280543E2,9.877145996E2
1.152680622E2,9.877161865E2
1.153080637E2,9.877162476E2
1.153480706E2,9.877159424E2
1.153880672E2,9.877144775E2
1.154280690E2,9.877124634E2
1.154680689E2,9.877128296E2
1.155080576E2,9.877149048E2
1.155480550E2,9.877155762E2
1.155880624E2,9.877152100E2
1.156280611E2,9.877149048E2
1.156680529E2,9.877133179E2
1.157080651E2,9.877123413E2
1.157480713E2,9.877122803E2
1.157880687E2,9.877117920E2
1.158280539E2,9.877102051E2
1.158680557E2,9.877103882E2
1.159080606E2,9.877129517E2
1.159480627E2,9.877164307E2
1.159880603E2,9.877183838E2
1.160280636E2,9.877217407E2
1.160680645E2,9.877240601E2
1.161080684E2,9.877230225E2
1.161480565E2,9.877209473E2
1.161880568E2,9.877197876E2
1.162280614E2,9.877186279E2
1.162680601E2,9.877171631E2
1.163080614E2,9.877162476E2
1.163480688E2,9.877178955E2
1.163880657E2,9.877205811E2
1.164280670E2,9.877206421E2
1.164680549E2,9.877225952E2
1.165080579E2,9.877240601E2
1.165480603E2,9.877209473E2
1.165880595E2,9.877196045E2
1.166280601E2,9.877225342E2
1.166680696E2,9.877219238E2
1.167080681E2,9.877204590E2
1.167480675E2,9.877225342E2
1.167880602E2,9.877230835E2
1.168280582E2,9.877221069E2
1.168680663E2,9.877235107E2
1.169080661E2,9.877266235E2
1.169480642E2,9.877279663E2
1.169880681E2,9.877288818E2
1.170280662E2,9.877285767E2
1.170680591E2,9.877279663E2
1.171080568E2,9.877277832E2
1.171480623E2,9.877256470E2
1.171880581E2,9.877236938E2
1.172280598E2,9.877217407E2
1.172680648E2,9.877202759E2
1.173080682E2,9.877188110E2
1.173480646E2,9.877188110E2
1.173880595E2,9.877200928E2
1.174280680E2,9.877225342E2
1.174680557E2,9.877240601E2
1.175080556E2,9.877254639E2
1.175480637E2,9.877269897E2
1.175880642E2,9.877279663E2
1.176280598E2,9.877271729E2
1.176680689E2,9.877261353E2
1.177080680E2,9.877246704E2
1.177480646E2,9.877242432E2
1.177880540E2,9.877250366E2
1.178280538E2,9.877260132E2
1.178680648E2,9.877274780E2
1.179080598E2,9.877289429E2
1.179480614E2,9.877276001E2
1.179880665E2,9.877260132E2
1.180280582E2,9.877248535E2
1.180680680E2,9.877240601E2
1.181080563E2,9.877261963E2
1.181480588E2,9.877296143E2
1.181880653E2,9.877315063E2
1.182280606E2,9.877323608E2
1.182680631E2,9.877303467E2
1.183080685E2,9.877256470E2
1.183480658E2,9.877240601E2
1.183880591E2,9.877229004E2
1.184280572E2,9.877230835E2
1.184680592E2,9.877257080E2
1.185080650E2,9.877287598E2
1.185480642E2,9.877299194E2
1.185880650E2,9.877287598E2
1.186280664E2,9.877272949E2
1.186680696E2,9.877271118E2
1.187080594E2,9.877256470E2
1.187480560E2,9.877247314E2
1.187880561E2,9.877256470E2
1.188280663E2,9.877294312E2
1.188680624E2,9.877316895E2
1.189080627E2,9.877322998E2
1.189480682E2,9.877310791E2
1.189880665E2,9.877328491E2
1.190280585E2,9.877301025E2
1.190680576E2,9.877252197E2
1.191080655E2,9.877238770E2
1.191480599E2,9.877235718E2
1.191880624E2,9.877202759E2
1.192280627E2,9.877186890E2
1.192680642E2,9.877191162E2
1.193080683E2,9.877196045E2
1.193480644E2,9.877209473E2
1.193880665E2,9.877216187E2
