"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.873292769E0,-3.638529778E-2,3.027582169E-1,-8.780097961E-2
1.878292769E0,-6.482601166E-4,2.799944878E-1,-1.439995766E-1
1.883292769E0,4.065990448E-2,2.091979980E-1,-1.765580177E-1
1.888292769E0,7.969307899E-2,1.352529526E-1,-1.816792488E-1
1.893292769E0,6.389260292E-2,6.431198120E-2,-1.765751839E-1
1.898292769E0,3.368067741E-2,1.892089844E-3,-9.301042557E-2
1.903292769E0,7.804632187E-3,-3.466224670E-2,4.304885864E-3
1.908292769E0,-5.569434166E-2,-8.113288879E-2,1.072883606E-4
1.913292769E0,-1.244950294E-1,-7.520675659E-2,-5.085849762E-2
1.918292769E0,-1.796445847E-1,-1.432561874E-2,-1.013059616E-1
1.923292769E0,-2.091541290E-1,1.027216911E-1,-1.848664284E-1
1.928292769E0,-2.649888992E-1,2.687592506E-1,-3.549776077E-1
1.933292769E0,-3.951222897E-1,3.796887398E-1,-4.006023407E-1
1.938292769E0,-3.232696056E-1,3.811450005E-1,-4.358339310E-1
1.943292769E0,-7.855558395E-2,3.428201675E-1,-5.274353027E-1
1.948292769E0,1.815679073E-1,2.951731682E-1,-6.500444412E-1
1.953292769E0,2.613978386E-1,2.424225807E-1,-7.693867683E-1
1.958292769E0,2.334389687E-1,1.835498810E-1,-8.642544746E-1
1.963292769E0,2.356836796E-1,1.345205307E-1,-9.003510475E-1
1.968292769E0,2.520885468E-1,9.935379028E-2,-8.008894920E-1
1.973292769E0,2.926442623E-1,4.409122467E-2,-5.531463623E-1
1.978292769E0,3.342342377E-1,-2.831792831E-2,-1.859612465E-1
1.983292769E0,3.121218681E-1,-1.463446617E-1,1.822509766E-1
1.988292769E0,3.070356846E-1,-3.195924759E-1,5.511808395E-1
1.993292769E0,2.863254547E-1,-4.729204178E-1,9.074120522E-1
1.998292769E0,3.619861603E-2,-6.038923264E-1,1.218405724E0
2.003292769E0,-2.341632843E-1,-6.360034943E-1,1.423568249E0
2.008292769E0,-4.557883739E-1,-6.407375336E-1,1.493358612E0
2.013292769E0,-6.447744370E-1,-5.800600052E-1,1.485905647E0
2.018292769E0,-7.917675972E-1,-5.180726051E-1,1.322490215E0
2.023292769E0,-8.434414864E-1,-4.450426102E-1,1.023467541E0
2.028292769E0,-7.668228149E-1,-3.604884148E-1,6.426191330E-1
2.033292769E0,-6.958627701E-1,-2.431783676E-1,2.281436920E-1
2.038292769E0,-5.993380547E-1,-8.657073975E-2,-1.625947952E-1
2.043292769E0,-4.583549500E-1,3.918695450E-2,-4.287376404E-1
2.048292769E0,-3.060498238E-1,7.697963715E-2,-6.028132439E-1
2.053292769E0,-1.210854053E-1,6.053924561E-2,-7.466444969E-1
2.058292769E0,5.603885651E-2,1.857089996E-2,-8.830342293E-1
2.063292769E0,1.231682301E-1,-2.812671661E-2,-9.763221741E-1
2.068292769E0,9.353256226E-2,-7.366323471E-2,-9.966549873E-1
2.073292769E0,-2.383708954E-3,-1.394357681E-1,-1.015280724E0
2.078292769E0,-8.415627480E-2,-1.652307510E-1,-9.444632530E-1
2.083292769E0,-1.650366783E-1,-1.931915283E-1,-8.168997765E-1
2.088292769E0,-2.493152618E-1,-1.859703064E-1,-6.597552299E-1
2.093292769E0,-3.469684124E-1,-1.950497627E-1,-5.008115768E-1
2.098292769E0,-4.314138889E-1,-2.010865211E-1,-3.502006531E-1
2.103292769E0,-4.578816891E-1,-1.995873451E-1,-2.215528488E-1
2.108292769E0,-4.245414734E-1,-2.046079636E-1,-1.894087791E-1
2.113292769E0,-3.873133659E-1,-1.990509033E-1,-2.385292053E-1
2.118292769E0,-3.099396229E-1,-1.954088211E-1,-2.157239914E-1
2.123292769E0,-2.596490383E-1,-1.890292168E-1,-1.691794395E-1
2.128292769E0,-2.414832115E-1,-1.939096451E-1,-9.752893448E-2
2.133292769E0,-1.881344318E-1,-2.184720039E-1,-3.487682343E-2
2.138292769E0,-1.583001614E-1,-2.952489853E-1,1.614713669E-2
2.143292769E0,-1.565237045E-1,-3.742847443E-1,6.910133362E-2
2.148292769E0,-1.996262074E-1,-4.587879181E-1,8.836269379E-2
2.153292769E0,-2.725551128E-1,-5.053071976E-1,4.823446274E-2
2.158292769E0,-3.858976364E-1,-4.983105659E-1,-6.042003632E-3
2.163292769E0,-4.861879349E-1,-4.510860443E-1,-9.182357788E-2
2.168292769E0,-5.584247112E-1,-3.991875648E-1,-2.062654495E-1
2.173292769E0,-5.601665974E-1,-3.393406868E-1,-3.744382858E-1
2.178292769E0,-4.902632236E-1,-2.832703590E-1,-5.274667740E-1
2.183292769E0,-4.082953930E-1,-2.412424088E-1,-6.702475548E-1
2.188292769E0,-3.642656803E-1,-1.994962692E-1,-7.560110092E-1
2.193292769E0,-3.473575115E-1,-2.014822960E-1,-7.981748581E-1
2.198292769E0,-3.275201321E-1,-2.497439384E-1,-8.275265694E-1
2.203292769E0,-2.710924149E-1,-3.559842110E-1,-8.846559525E-1
2.208292769E0,-2.073428631E-1,-4.947772026E-1,-9.466595650E-1
2.213292769E0,-2.161567211E-1,-5.345807076E-1,-9.560875893E-1
2.218292769E0,-2.489976883E-1,-4.653220177E-1,-9.668803215E-1
2.223292769E0,-2.782235146E-1,-3.846917152E-1,-9.326214790E-1
2.228292769E0,-2.365593910E-1,-2.920708656E-1,-8.527092934E-1
2.233292769E0,-1.116316319E-1,-2.269997597E-1,-7.568931580E-1
2.238292769E0,3.523564339E-2,-1.611084938E-1,-6.657476425E-1
2.243292769E0,1.825919151E-1,-6.013202667E-2,-5.822825432E-1
2.248292769E0,3.076424599E-1,3.324842453E-2,-4.881978035E-1
2.253292769E0,3.680922985E-1,1.078977585E-1,-3.915596008E-1
2.258292769E0,3.612103462E-1,1.033620834E-1,-3.004474640E-1
2.263292769E0,3.040249348E-1,5.651092529E-2,-2.007179260E-1
2.268292769E0,2.561852932E-1,9.680747986E-3,-8.837509155E-2
2.273292769E0,2.160854340E-1,-2.906894684E-2,1.151943207E-2
2.278292769E0,1.656098366E-1,-5.021619797E-2,6.128644943E-2
2.283292769E0,1.237354279E-1,-9.261274338E-2,5.242347717E-2
2.288292769E0,3.886437416E-2,-1.734414101E-1,3.703117371E-3
2.293292769E0,-1.905322075E-2,-3.044314384E-1,-2.617406845E-2
2.298292769E0,-3.637504578E-2,-4.246401787E-1,-4.741811752E-2
2.303292769E0,-8.906364441E-3,-5.642390251E-1,-1.063189507E-1
2.308292769E0,2.247333527E-2,-6.084871292E-1,-1.663341522E-1
2.313292769E0,5.654954910E-2,-5.703592300E-1,-1.885919571E-1
2.318292769E0,3.688526154E-2,-4.970021248E-1,-1.940536499E-1
2.323292769E0,-1.251411438E-2,-4.159860611E-1,-1.569724083E-1
2.328292769E0,-4.950475693E-2,-3.519086838E-1,-8.053636551E-2
2.333292769E0,-8.383131027E-2,-3.305993080E-1,-4.343128204E-2
2.338292769E0,-7.998490334E-2,-2.908549309E-1,-1.864290237E-2
2.343292769E0,-5.354142189E-2,-2.736477852E-1,-5.919837952E-2
2.348292769E0,-1.804518700E-2,-2.438507080E-1,-9.315919876E-2
2.353292769E0,-1.753783226E-2,-2.189097404E-1,-1.415643692E-1
2.358292769E0,-4.118442535E-3,-1.801381111E-1,-1.699519157E-1
2.363292769E0,5.979812145E-2,-1.058297157E-1,-1.692199707E-1
2.368292769E0,1.569635868E-1,2.472448349E-2,-1.650829315E-1
2.373292769E0,2.010313272E-1,1.923375130E-1,-1.037330627E-1
2.378292769E0,2.287222147E-1,3.783578873E-1,5.870771408E-2
2.383292769E0,2.482320070E-1,5.274820328E-1,2.625522614E-1
2.388292769E0,2.451336384E-1,6.516013145E-1,4.711594582E-1
2.393292769E0,2.855517864E-1,7.134456635E-1,6.579761505E-1
2.398292769E0,4.057288170E-1,7.220249176E-1,7.962980270E-1
2.403292769E0,5.334701538E-1,6.731271744E-1,8.568291664E-1
2.408292769E0,6.385285854E-1,5.850539207E-1,8.495373726E-1
2.413292769E0,6.281090975E-1,4.795742035E-1,7.738437653E-1
2.418292769E0,5.415102243E-1,3.863735199E-1,6.602196693E-1
2.423292769E0,4.004707336E-1,3.126187325E-1,5.204815865E-1
2.428292769E0,2.522299290E-1,2.836995125E-1,3.805475235E-1
2.433292769E0,1.051537991E-1,2.539772987E-1,2.804551125E-1
2.438292769E0,-2.244949341E-2,2.147693634E-1,2.597832680E-1
2.443292769E0,-1.252630949E-1,1.768479347E-1,2.974209785E-1
2.448292769E0,-1.682764292E-1,1.036777496E-1,3.258190155E-1
2.453292769E0,5.422198772E-2,-1.416454315E-1,5.781521797E-1
2.458292769E0,1.608853459E0,-8.458843231E-1,1.294749260E0
2.463292769E0,1.704357505E0,-6.380963326E-1,6.577963829E-1
2.468292769E0,3.358099461E-1,-2.209377289E-2,-1.067962646E-1
2.473292769E0,-2.130284309E-1,2.575535774E-1,-1.129269600E-1
2.478292769E0,4.681396484E-2,2.587342262E-1,1.910147667E-1
2.483292769E0,3.673911095E-1,1.456556320E-1,3.185548782E-1
2.488292769E0,3.768599033E-1,4.393148422E-2,1.381020546E-1
2.493292769E0,1.570923328E-1,2.146244049E-2,-1.166310310E-1
2.498292769E0,-6.436383724E-2,-1.859664917E-4,-2.494220734E-1
2.503292769E0,-1.827135086E-1,1.587724686E-2,-2.778706551E-1
2.508292769E0,-1.982665062E-1,4.338026047E-2,-2.830433846E-1
2.513292769E0,-1.568863392E-1,8.492612839E-2,-2.572727203E-1
2.518292769E0,-1.341838837E-1,1.046190262E-1,-2.779083252E-1
2.523292769E0,-1.137226820E-1,1.184897423E-1,-2.917995453E-1
2.528292769E0,-8.938825130E-2,9.602355957E-2,-3.253159523E-1
2.533292769E0,-6.374955177E-2,5.891513824E-2,-3.084578514E-1
2.538292769E0,-7.677984238E-2,4.256486893E-2,-2.777810097E-1
2.543292769E0,-1.173176765E-1,2.920341492E-2,-2.205643654E-1
2.548292769E0,-1.338994503E-1,1.987457275E-2,-1.637110710E-1
2.553292769E0,-1.551234722E-1,-6.275653839E-3,-1.233544350E-1
2.558292769E0,-1.606950760E-1,2.126693726E-4,-6.197452545E-2
2.563292769E0,-1.421203613E-1,4.639625549E-4,-2.532863617E-2
2.568292769E0,-1.364579201E-1,-1.773834229E-3,1.067543030E-2
2.573292769E0,-1.455388069E-1,-3.057336807E-2,4.559612274E-2
2.578292769E0,-1.263995171E-1,-1.584005356E-2,6.757688522E-2
2.583292769E0,-7.678341866E-2,3.777694702E-2,9.324216843E-2
2.588292769E0,-7.043087482E-2,1.731152534E-1,1.027045250E-1
2.593292769E0,-4.772901535E-3,1.964411736E-1,1.387305260E-1
2.598292769E0,2.048884630E-1,1.390461922E-1,1.657505035E-1
2.603292769E0,3.379342556E-1,8.927488327E-2,1.705365181E-1
2.608292769E0,4.247686863E-1,6.818628311E-2,1.899490356E-1
2.613292769E0,5.578254461E-1,5.034875870E-2,2.355003357E-1
2.618292769E0,6.393183470E-1,5.735778809E-2,2.723307610E-1
2.623292769E0,6.322355270E-1,9.027814865E-2,2.987513542E-1
2.628292769E0,5.708521605E-1,1.363902092E-1,3.167200089E-1
2.633292769E0,5.604338646E-1,1.799349785E-1,3.344869614E-1
2.638292769E0,5.521026850E-1,2.294635773E-1,3.343048096E-1
2.643292769E0,4.987747669E-1,2.692370415E-1,3.005676270E-1
2.648292769E0,4.263349771E-1,3.003492355E-1,3.172264099E-1
2.653292769E0,3.857281208E-1,3.377323151E-1,3.446359634E-1
2.658292769E0,3.736648560E-1,3.571434021E-1,3.904838562E-1
2.663292769E0,3.282113075E-1,3.477544785E-1,4.163341522E-1
2.668292769E0,2.275885344E-1,2.999405861E-1,4.423398972E-1
2.673292769E0,1.186072826E-1,2.194170952E-1,4.499549866E-1
2.678292769E0,4.420721531E-2,1.301383972E-1,4.515714645E-1
2.683292769E0,6.044232845E-2,6.481504440E-2,4.209384918E-1
2.688292769E0,1.172221899E-1,2.875089645E-2,3.821763992E-1
2.693292769E0,1.894786358E-1,3.124046326E-2,3.402891159E-1
2.698292769E0,2.797863483E-1,4.733610153E-2,3.138914108E-1
2.703292769E0,3.247736692E-1,6.767416000E-2,3.081645966E-1
2.708292769E0,3.314067125E-1,9.744691849E-2,3.048152924E-1
2.713292769E0,3.144429922E-1,1.378636360E-1,2.969322205E-1
2.718292769E0,2.938339710E-1,1.633062363E-1,2.638502121E-1
2.723292769E0,3.192813396E-1,1.715154648E-1,1.951828003E-1
2.728292769E0,3.519527912E-1,2.076039314E-1,1.489944458E-1
2.733292769E0,3.725749254E-1,2.662782669E-1,1.233949661E-1
2.738292769E0,3.940474987E-1,3.310537338E-1,1.032266617E-1
2.743292769E0,4.275132418E-1,3.730044365E-1,9.325981140E-2
2.748292769E0,4.473044872E-1,4.078822136E-1,8.054065704E-2
2.753292769E0,4.782476425E-1,4.044408798E-1,9.441471100E-2
2.758292769E0,4.981914759E-1,3.549566269E-1,1.093826294E-1
2.763292769E0,5.248901844E-1,3.365621567E-1,2.581987381E-1
2.768292769E0,5.624399185E-1,3.663372993E-1,5.429735184E-1
2.773292769E0,5.085550547E-1,2.935490608E-1,5.331687927E-1
2.778292769E0,4.195215702E-1,1.664018631E-1,3.806991577E-1
2.783292769E0,-1.177550554E-1,-7.325940132E-1,3.738279343E-1
2.788292769E0,-2.035020590E-1,-1.181848049E0,3.881196976E-1
2.793292769E0,4.551203251E-1,-1.241795063E0,3.033294678E-1
2.798292769E0,7.403298616E-1,-7.373719215E-1,1.143741608E-2
2.803292769E0,4.153729677E-1,-9.484815598E-2,-1.065158844E-2
2.808292769E0,-1.547634602E-2,3.126187325E-1,1.430406570E-1
2.813292769E0,-1.917951107E-1,4.746170044E-1,2.460565567E-1
2.818292769E0,-1.410930157E-1,5.081515312E-1,1.526880264E-1
2.823292769E0,-2.512836456E-2,5.242137909E-1,-6.821823120E-2
2.828292769E0,1.243636608E-1,5.531668663E-1,-2.603821754E-1
2.833292769E0,2.287209034E-1,6.088876724E-1,-3.422574997E-1
2.838292769E0,2.842605114E-1,6.573333740E-1,-2.876334190E-1
2.843292769E0,3.146748543E-1,6.883144379E-1,-2.384185791E-1
2.848292769E0,2.712557316E-1,7.159318924E-1,-2.244062424E-1
2.853292769E0,1.705374718E-1,6.039214134E-1,-1.640195847E-1
2.858292769E0,1.077084541E-1,4.141993523E-1,-5.833816528E-2
2.863292769E0,1.281988621E-1,1.908164024E-1,3.026485443E-2
2.868292769E0,-1.330699921E-1,1.813540459E-1,1.444463730E-1
2.873292769E0,-4.345482588E-1,2.634253502E-1,3.662796021E-1
2.878292769E0,-6.430077553E-2,9.937667847E-2,5.767059326E-1
2.883292769E0,2.845077515E-1,-7.235288620E-2,6.023254395E-1
2.888292769E0,2.444665432E-1,-8.560323715E-2,5.015964508E-1
2.893292769E0,2.589025497E-1,-1.248283386E-1,4.932928085E-1
2.898292769E0,3.750250340E-1,-2.183022499E-1,5.412988663E-1
2.903292769E0,3.643302917E-1,-2.274813652E-1,5.317506790E-1
2.908292769E0,2.029597759E-1,-1.793398857E-1,5.059185028E-1
2.913292769E0,2.728414536E-2,-1.534628868E-1,4.918260574E-1
2.918292769E0,-8.025932312E-2,-1.552224159E-1,4.643945694E-1
2.923292769E0,-2.169988155E-1,-1.364583969E-1,3.561630249E-1
2.928292769E0,-4.754018784E-1,-1.813097000E-1,2.071399689E-1
2.933292769E0,-7.063996792E-1,-2.435917854E-1,6.956958771E-2
2.938292769E0,-9.455499649E-1,-2.548127174E-1,-2.528476715E-2
2.943292769E0,-1.128345609E0,-2.369775772E-1,-3.376102448E-2
2.948292769E0,-1.231537104E0,-2.393012047E-1,-1.343154907E-2
2.953292769E0,-1.226281166E0,-2.982592583E-1,-1.048851013E-2
2.958292769E0,-1.125412345E0,-3.686199188E-1,-9.800815582E-2
2.963292769E0,-9.798903465E-1,-4.452900887E-1,-2.238340378E-1
2.968292769E0,-7.482819557E-1,-4.896516800E-1,-3.335828781E-1
2.973292769E0,-7.327651978E-2,-6.458482742E-1,-6.695461273E-1
2.978292769E0,5.541896820E-1,-7.338829041E-1,-1.075385571E0
2.983292769E0,7.386437654E-1,-6.792278290E-1,-1.315598965E0
2.988292769E0,4.068893194E-1,-4.701204300E-1,-1.096080780E0
2.993292769E0,1.814883947E-1,-3.561115265E-1,-7.355251312E-1
2.998292769E0,1.076532602E-1,-2.847599983E-1,-4.829072952E-1
3.003292769E0,8.566069603E-2,-2.277574539E-1,-4.623789787E-1
3.008292769E0,4.541623592E-2,-1.687211990E-1,-5.249166489E-1
3.013292769E0,6.593298912E-2,-1.356844902E-1,-5.515375137E-1
3.018292769E0,-5.812048912E-3,-1.031455994E-1,-4.602394104E-1
3.023292769E0,-1.323058605E-1,-8.150863647E-2,-2.831859589E-1
3.028292769E0,-1.718026400E-1,-1.313171387E-1,-1.498880386E-1
3.033292769E0,-1.351042986E-1,-1.856026649E-1,-1.139945984E-1
3.038292769E0,-1.263434887E-1,-2.493925095E-1,-1.336927414E-1
3.043292769E0,-1.253881454E-1,-3.107662201E-1,-1.391839981E-1
3.048292769E0,-1.468738317E-1,-3.553266525E-1,-1.186084747E-1
3.053292769E0,-2.048867941E-1,-3.825039864E-1,-1.138153076E-1
3.058292769E0,-3.172562122E-1,-4.099850655E-1,-5.288124084E-2
3.063292769E0,-4.440082312E-1,-3.928546906E-1,2.144241333E-2
3.068292769E0,-5.428074598E-1,-3.645086288E-1,5.394649506E-2
3.073292769E0,-6.553364992E-1,-3.852162361E-1,3.659057617E-2
3.078292769E0,-7.295315266E-1,-3.770484924E-1,9.444808960E-2
3.083292769E0,-7.140958905E-1,-3.338046074E-1,1.259288788E-1
3.088292769E0,-6.067659855E-1,-3.043813705E-1,1.002569199E-1
3.093292769E0,-4.952149391E-1,-2.800030708E-1,7.623672485E-2
3.098292769E0,-4.162540436E-1,-2.434768677E-1,3.194618225E-2
3.103292769E0,-3.584370613E-1,-2.276816368E-1,-5.976104736E-2
3.108292769E0,-2.748383284E-1,-2.180280685E-1,-2.129526138E-1
3.113292769E0,-2.148560286E-1,-2.266392708E-1,-3.384571075E-1
3.118292769E0,-1.985988617E-1,-2.432141304E-1,-4.101963043E-1
3.123292769E0,-1.852303743E-1,-2.545871735E-1,-4.559984207E-1
3.128292769E0,-1.990036964E-1,-2.570199966E-1,-5.009641647E-1
3.133292769E0,-2.275555134E-1,-2.870054245E-1,-5.259542465E-1
3.138292769E0,-2.644422054E-1,-3.061127663E-1,-5.393447876E-1
3.143292769E0,-2.881697416E-1,-3.273963928E-1,-5.314741135E-1
3.148292769E0,-2.752429247E-1,-3.642196655E-1,-5.225148201E-1
3.153292769E0,-2.616997957E-1,-3.767161369E-1,-5.282640457E-1
3.158292769E0,-2.530807257E-1,-3.998646736E-1,-5.732946396E-1
3.163292769E0,-2.632216215E-1,-3.943333626E-1,-5.712838173E-1
3.168292769E0,-2.703721523E-1,-3.862485886E-1,-5.284662247E-1
3.173292769E0,-2.302840948E-1,-3.764328957E-1,-5.043020248E-1
3.178292769E0,-1.742930412E-1,-3.518862724E-1,-5.096583366E-1
3.183292769E0,-1.723877192E-1,-3.187675476E-1,-5.213356018E-1
3.188292769E0,-2.101469040E-1,-3.046188354E-1,-4.713764191E-1
3.193292769E0,-2.444881201E-1,-2.866797447E-1,-3.855171204E-1
3.198292769E0,-2.675995827E-1,-2.697563171E-1,-3.276214600E-1
3.203292769E0,-2.958867550E-1,-2.421054840E-1,-2.451524734E-1
3.208292769E0,-2.766848803E-1,-1.915779114E-1,-1.769857407E-1
3.213292769E0,-1.224915981E-1,-1.809239388E-1,-1.141519547E-1
3.218292769E0,-2.511447668E-1,-2.650122643E-1,-3.407859802E-2
3.223292769E0,-4.515447617E-1,-2.822837830E-1,8.911132812E-2
3.228292769E0,-4.638879299E-1,-2.851901054E-1,1.537380219E-1
3.233292769E0,-4.039504528E-1,-2.745175362E-1,1.684284210E-1
3.238292769E0,-3.186079264E-1,-2.596521378E-1,1.449012756E-1
3.243292769E0,-2.453347445E-1,-2.537307739E-1,1.172847748E-1
3.248292769E0,-2.128717899E-1,-2.441935539E-1,1.243896484E-1
3.253292769E0,-2.186586857E-1,-2.472047806E-1,1.214494705E-1
3.258292769E0,-1.984739304E-1,-2.297782898E-1,9.461402893E-2
3.263292769E0,-1.758267879E-1,-2.074961662E-1,3.658485413E-2
3.268292769E0,-1.652506590E-1,-1.746048927E-1,-1.461124420E-2
3.273292769E0,-1.646924019E-1,-1.062660217E-1,-6.063079834E-2
3.278292769E0,-1.742960215E-1,-4.027795792E-2,-7.178020477E-2
3.283292769E0,-2.120847702E-1,-1.674461365E-2,-8.031654358E-2
3.288292769E0,-2.189598083E-1,-1.820182800E-2,-9.584426880E-2
3.293292769E0,-1.974095106E-1,-1.413536072E-2,-1.287651062E-1
3.298292769E0,-1.759467125E-1,-3.557491302E-2,-1.662540436E-1
3.303292769E0,-1.699743271E-1,-6.125450134E-2,-2.237339020E-1
3.308292769E0,-1.521192789E-1,-1.017980576E-1,-2.736282349E-1
3.313292769E0,-1.514757872E-1,-1.221618652E-1,-3.267707825E-1
3.318292769E0,-1.270055771E-1,-1.388854980E-1,-3.449897766E-1
3.323292769E0,-1.208529472E-1,-1.444573402E-1,-3.472480774E-1
3.328292769E0,-1.060942411E-1,-1.427855492E-1,-3.451261520E-1
3.333292769E0,-1.202846766E-1,-1.403584480E-1,-3.200216293E-1
3.338292769E0,-8.219110966E-2,-1.353621483E-1,-2.924871445E-1
3.343292769E0,4.818201065E-3,-1.296043396E-1,-2.845382690E-1
3.348292769E0,1.039406061E-1,-1.120347977E-1,-2.687587738E-1
3.353292769E0,1.603453159E-1,-1.008191109E-1,-2.416095734E-1
3.358292769E0,1.886088848E-1,-9.397077560E-2,-1.593132019E-1
3.363292769E0,1.723701954E-1,-7.021236420E-2,-7.856273651E-2
3.368292769E0,1.568658352E-1,-4.260301590E-2,-6.111145020E-3
3.373292769E0,1.631109715E-1,-9.316444397E-3,2.475929260E-2
3.378292769E0,1.875576973E-1,2.745676041E-2,3.680610657E-2
3.383292769E0,2.168390751E-1,3.728580475E-2,2.620029449E-2
3.388292769E0,2.378933430E-1,5.152034760E-2,8.303642273E-3
3.393292769E0,2.100950480E-1,8.074808121E-2,-1.266956329E-2
3.398292769E0,1.497546434E-1,1.012163162E-1,-7.888793945E-3
3.403292769E0,7.963871956E-2,1.362767220E-1,-1.755809784E-2
3.408292769E0,4.770445824E-2,1.532821655E-1,-3.902435303E-3
3.413292769E0,3.787136078E-2,1.657333374E-1,7.724761963E-3
3.418292769E0,3.486335278E-2,1.842503548E-1,1.762771606E-2
3.423292769E0,6.074321270E-2,1.797761917E-1,-1.991271973E-3
3.428292769E0,9.278130531E-2,1.699171066E-1,-1.457595825E-2
3.433292769E0,1.366713047E-1,1.527209282E-1,-2.411556244E-2
3.438292769E0,1.540919542E-1,1.357598305E-1,-4.014682770E-2
3.443292769E0,1.677607298E-1,1.213402748E-1,-3.983688354E-2
3.448292769E0,1.821639538E-1,1.155748367E-1,-1.915359497E-2
3.453292769E0,2.048946619E-1,1.266245842E-1,-6.150245667E-3
3.458292769E0,1.850408316E-1,1.285195351E-1,2.473449707E-2
3.463292769E0,1.471966505E-1,1.448097229E-1,7.811450958E-2
3.468292769E0,1.040717363E-1,1.298241615E-1,1.391029358E-1
3.473292769E0,6.365147829E-1,-5.746359825E-1,-2.872562408E-2
3.478292769E0,8.800796270E-1,-8.941617012E-1,-3.779115677E-1
3.483292769E0,4.810228348E-1,-7.609100342E-1,-3.921270370E-1
3.488292769E0,-1.699813604E-1,-3.464298248E-1,8.197784424E-2
3.493292769E0,-3.583842516E-1,1.642208099E-1,3.038835526E-1
3.498292769E0,-2.359219790E-1,5.469870567E-1,1.702795029E-1
3.503292769E0,-4.402971268E-2,6.977739334E-1,-9.134006500E-2
3.508292769E0,6.584477425E-2,6.845350266E-1,-2.695589066E-1
3.513292769E0,8.575189114E-2,6.452112198E-1,-2.811574936E-1
3.518292769E0,5.663800240E-2,6.273698807E-1,-1.633310318E-1
3.523292769E0,-4.146790504E-2,6.272988319E-1,-1.329612732E-2
3.528292769E0,-1.165360212E-1,6.236877441E-1,1.315927505E-1
3.533292769E0,-1.078771353E-1,5.713686943E-1,2.503299713E-1
3.538292769E0,-9.592533112E-3,5.089859962E-1,3.245344162E-1
3.543292769E0,8.858537674E-2,4.430890083E-1,3.768529892E-1
3.548292769E0,1.603184938E-1,3.548359871E-1,4.591426849E-1
3.553292769E0,1.494218111E-1,2.557315826E-1,5.883970261E-1
3.558292769E0,1.027826071E-1,1.600456238E-1,7.619495392E-1
3.563292769E0,6.607162952E-2,1.102008820E-1,8.926334381E-1
3.568292769E0,9.050071239E-2,8.110952377E-2,9.686174393E-1
3.573292769E0,1.440148354E-1,9.012508392E-2,1.020639420E0
3.578292769E0,1.834120750E-1,1.032261848E-1,1.052233696E0
3.583292769E0,1.883535385E-1,1.414198875E-1,1.061735153E0
3.588292769E0,2.083104849E-1,1.763730049E-1,1.015659332E0
3.593292769E0,2.117494345E-1,2.060213089E-1,9.119920731E-1
3.598292769E0,2.408093214E-1,2.438640594E-1,7.900381088E-1
3.603292769E0,2.576187849E-1,2.708773613E-1,6.766662598E-1
3.608292769E0,2.953236103E-1,2.884974480E-1,5.774602890E-1
3.613292769E0,2.809115648E-1,2.550401688E-1,5.100393295E-1
3.618292769E0,1.860961914E-1,2.112245560E-1,5.255498886E-1
3.623292769E0,7.221198082E-2,1.871547699E-1,5.380573273E-1
3.628292769E0,4.670858383E-2,1.973762512E-1,4.925231934E-1
3.633292769E0,1.053158045E-1,1.649003029E-1,4.892711639E-1
3.638292769E0,4.119813442E-2,1.856923103E-1,4.833297729E-1
3.643292769E0,5.140841007E-2,2.169928551E-1,3.886833191E-1
3.648292769E0,2.298009396E-1,2.213511467E-1,2.758026123E-1
3.653292769E0,3.373669386E-1,2.001385689E-1,2.850942612E-1
3.658292769E0,2.715830803E-1,2.041430473E-1,2.933063507E-1
3.663292769E0,2.452256680E-1,2.235918045E-1,2.628183365E-1
3.668292769E0,3.335965872E-1,1.984868050E-1,2.673482895E-1
3.673292769E0,2.180945873E-1,2.075896263E-1,3.212757111E-1
3.678292769E0,7.955050468E-2,2.337937355E-1,2.741851807E-1
3.683292769E0,4.030942917E-2,2.737550735E-1,1.988372803E-1
3.688292769E0,1.078610420E-1,2.860140800E-1,1.747684479E-1
3.693292769E0,2.369757891E-1,1.488404274E-1,1.998815536E-1
3.698292769E0,1.764205694E-1,4.727315903E-2,2.668380737E-1
3.703292769E0,-1.659142971E-2,4.750776291E-2,2.945060730E-1
3.708292769E0,-9.888899326E-2,8.795022964E-2,3.586673737E-1
3.713292769E0,-4.827713966E-2,1.519718170E-1,4.136638641E-1
3.718292769E0,1.407798529E-1,8.765459061E-2,3.938207626E-1
3.723292769E0,2.077143192E-1,4.565095901E-2,4.404239655E-1
