"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.708329150E1,1.679685861E-1,-1.015662029E-1,-1.026821136E-1
4.708829150E1,4.266238213E-2,-1.090707257E-1,1.296443939E-1
4.709329150E1,-3.676831722E-2,1.620910317E-2,-8.387470245E-2
4.709829150E1,-6.557591259E-2,2.941879630E-2,2.582454681E-2
4.710329150E1,-1.750823557E-1,1.414214075E-1,-3.874969482E-2
4.710829150E1,-9.880521894E-2,1.122975722E-1,-1.163415909E-1
4.711329150E1,-7.952916622E-2,6.020230800E-2,-2.734565735E-2
4.711829150E1,-6.743291020E-2,3.474321216E-2,1.005735397E-1
4.712329150E1,2.536931634E-2,-3.629507124E-2,-9.602642059E-2
4.712829150E1,-1.087740958E-1,-7.059207559E-2,1.994800568E-1
4.713329150E1,-8.934348822E-2,-4.845843464E-2,-1.006345749E-1
4.713829150E1,-8.547043800E-2,-6.467804313E-3,5.391502380E-2
4.714329150E1,-7.738825679E-2,8.561552316E-2,1.480865479E-2
4.714829150E1,6.206774712E-2,1.420114487E-1,-1.157693863E-1
4.715329150E1,1.242462993E-1,7.155414671E-2,-7.189750671E-2
4.715829150E1,5.872189999E-2,6.088373065E-2,1.774597168E-2
4.716329150E1,1.567274928E-1,-2.400103956E-2,-1.727676392E-1
4.716829150E1,1.399925351E-2,-1.034298018E-1,-7.230758667E-3
4.717329150E1,-4.693660140E-2,-3.283330053E-2,-1.435956955E-1
4.717829150E1,2.225944400E-2,-1.584664732E-2,-9.751892090E-2
4.718329150E1,-5.860018730E-2,8.891119063E-2,2.751255035E-2
4.718829150E1,8.516775072E-2,1.375580728E-1,-8.736991882E-2
4.719329150E1,1.007344872E-1,1.076079160E-1,1.817216873E-1
4.719829150E1,2.161327004E-2,8.483241498E-2,1.436090469E-1
4.720329150E1,-3.386422992E-2,-5.046727508E-2,6.172847748E-2
4.720829150E1,-2.028203309E-1,-1.317340434E-1,1.397666931E-1
4.721329150E1,-2.385687828E-1,-9.400315583E-2,1.080131531E-1
4.721829150E1,-1.144457757E-1,-7.609480619E-2,2.950191498E-2
4.722329150E1,-5.720639229E-2,5.737247318E-2,2.199077606E-2
4.722829150E1,1.345586777E-1,8.122138679E-2,-1.399564743E-1
4.723329150E1,2.303574085E-1,1.101614162E-1,-1.564283371E-1
4.723829150E1,1.727859378E-1,9.088158607E-2,-1.067562103E-1
4.724329150E1,2.612422109E-1,-1.525043696E-2,-3.355789185E-2
4.724829150E1,1.051902771E-1,-9.129249305E-2,1.361913681E-1
4.725329150E1,-1.976776123E-2,-1.147831082E-1,1.856393814E-1
4.725829150E1,-7.257473469E-2,-1.270664632E-1,1.839971542E-1
4.726329150E1,-1.938695312E-1,-1.457031071E-2,9.870624542E-2
4.726829150E1,-1.346402168E-1,6.941927969E-2,-5.640792847E-2
4.727329150E1,-4.457151890E-2,1.393958032E-1,-4.303455353E-2
4.727829150E1,4.505518079E-2,1.872449070E-1,-6.494617462E-2
4.728329150E1,2.067984343E-1,7.452260703E-2,8.563137054E-2
4.728829150E1,1.273925900E-1,-9.437553585E-3,1.627368927E-1
4.729329150E1,7.581487298E-2,-1.012698561E-1,1.367626190E-1
4.729829150E1,4.971808195E-2,-2.133422494E-1,1.176977158E-1
4.730329150E1,-1.019732952E-1,-1.412016600E-1,6.396007538E-2
4.730829150E1,-4.165327549E-2,-3.991418332E-2,5.896568298E-3
4.731329150E1,-1.014346480E-1,9.775471687E-2,5.886650085E-2
4.731829150E1,-5.202209949E-2,2.094707787E-1,-5.942058563E-2
4.732329150E1,2.063310146E-2,1.412033886E-1,1.082992554E-2
4.732829150E1,-7.791578770E-3,9.234474599E-2,1.466464996E-2
4.733329150E1,-1.970770955E-2,-2.400946617E-2,1.341819763E-2
4.733829150E1,-3.172248602E-3,-1.649593115E-1,1.482934952E-1
4.734329150E1,-6.039100885E-2,-1.149490923E-1,1.613645554E-1
4.734829150E1,5.355069041E-2,-7.093717158E-2,4.603385925E-2
4.735329150E1,7.779267430E-2,-1.036070287E-2,1.504669189E-1
4.735829150E1,1.246237904E-1,1.102444828E-1,1.594161987E-2
4.736329150E1,1.988295913E-1,1.018308923E-1,-7.976055145E-2
4.736829150E1,2.287507057E-2,6.867299229E-2,4.092407227E-2
4.737329150E1,-6.099444628E-2,2.663230896E-2,-2.795410156E-2
4.737829150E1,-8.837601542E-2,-4.169101268E-2,8.364868164E-2
4.738329150E1,-1.556967497E-1,-4.527954012E-2,8.038711548E-2
4.738829150E1,-3.658294678E-2,-3.473300487E-2,4.208278656E-2
4.739329150E1,8.627688885E-2,-1.465246826E-2,1.200876236E-1
4.739829150E1,9.186252952E-2,7.252173871E-2,2.801895142E-2
4.740329150E1,1.576443911E-1,4.847188294E-2,4.457855225E-2
4.740829150E1,4.631689191E-2,1.628155261E-2,6.957149506E-2
4.741329150E1,-6.337270141E-2,2.918270975E-2,8.880329132E-2
4.741829150E1,-1.252167225E-1,-2.717202902E-2,8.775901794E-2
4.742329150E1,-2.115663588E-1,-1.820595562E-2,1.841831207E-1
4.742829150E1,-8.308199048E-2,3.439577669E-2,-6.951045990E-2
4.743329150E1,-2.472755313E-2,2.027109265E-3,6.525421143E-2
4.743829150E1,9.357550740E-2,8.142922819E-2,1.430511475E-3
4.744329150E1,2.278684378E-1,4.182751477E-2,-3.547477722E-2
4.744829150E1,1.362255216E-1,9.797126055E-3,1.151237488E-1
4.745329150E1,1.110682338E-1,-2.898114175E-2,3.648090363E-2
4.745829150E1,7.318384945E-2,-9.741750360E-2,1.832799911E-1
4.746329150E1,-1.337986439E-1,-6.507071853E-2,6.294727325E-2
4.746829150E1,-1.944991350E-1,-3.433255106E-2,1.003055573E-1
4.747329150E1,-2.329435647E-1,2.829782665E-2,3.476810455E-2
4.747829150E1,-1.592901647E-1,1.378329545E-1,3.461933136E-2
4.748329150E1,2.373960614E-2,1.436463892E-1,-7.662010193E-2
4.748829150E1,4.106792808E-2,1.013817787E-1,5.626964569E-2
4.749329150E1,1.134061515E-1,3.603389114E-2,-9.599018097E-2
4.749829150E1,1.369445026E-1,-9.351298958E-2,-5.818843842E-2
4.750329150E1,-6.256404519E-2,-1.437400281E-1,1.484642029E-1
4.750829150E1,-1.176265478E-1,-9.211673588E-2,-1.021890640E-1
4.751329150E1,-2.170547545E-1,-6.376937777E-2,2.388248444E-1
4.751829150E1,-2.363516986E-1,1.064561531E-1,1.337814331E-2
4.752329150E1,-3.379455209E-2,1.295292675E-1,1.574831009E-1
4.752829150E1,8.922964334E-2,1.506502330E-1,3.546333313E-2
4.753329150E1,1.705120802E-1,9.352073073E-2,5.103683472E-2
4.753829150E1,2.335586399E-1,-4.433688521E-2,-1.646337509E-1
4.754329150E1,7.544238865E-2,-1.263454258E-1,2.772235870E-2
4.754829150E1,5.926571786E-2,-1.545243263E-1,-1.668605804E-1
4.755329150E1,-6.071859598E-2,-1.041899174E-1,-2.562618256E-2
4.755829150E1,-5.430181324E-2,3.810591996E-2,-5.916786194E-2
4.756329150E1,5.683861673E-2,9.377241880E-2,-1.049165726E-1
4.756829150E1,6.589919329E-2,1.453392208E-1,2.151584625E-2
4.757329150E1,1.228569597E-1,1.275843680E-1,-1.872377396E-1
4.757829150E1,1.215286851E-1,-1.495721936E-2,6.173133850E-3
4.758329150E1,3.153212368E-2,-4.685484618E-2,-7.495880127E-4
4.758829150E1,4.252232611E-2,-1.118139103E-1,7.637405396E-2
4.759329150E1,-8.083687723E-2,-1.029410809E-1,6.709766388E-2
4.759829150E1,-1.526651084E-1,-2.097373456E-2,5.237197876E-2
4.760329150E1,-1.410409957E-1,4.456790537E-2,2.793598175E-2
4.760829150E1,-1.716242582E-1,1.207687706E-1,-1.034393311E-1
4.761329150E1,-8.835431933E-2,1.457225084E-1,-3.088378906E-2
4.761829150E1,4.878705740E-2,8.036946505E-2,-8.491992950E-2
4.762329150E1,-4.555612803E-3,4.715779424E-2,-4.537200928E-2
4.762829150E1,1.000172943E-1,-4.576238245E-2,-2.065725327E-1
4.763329150E1,3.211717308E-2,-1.214309707E-1,-6.715011597E-2
4.763829150E1,2.617342770E-2,-7.374747843E-2,-1.314163208E-1
4.764329150E1,7.522818446E-2,-3.348241746E-2,-3.914833069E-3
4.764829150E1,2.730976045E-2,8.187797666E-2,-1.478328705E-1
4.765329150E1,6.850129366E-2,1.392222643E-1,-9.649562836E-2
4.765829150E1,8.310545981E-2,1.155894622E-1,-6.445121765E-2
4.766329150E1,3.407567739E-3,8.859624714E-2,-8.925056458E-2
4.766829150E1,9.032219648E-3,-1.181818545E-2,2.299404144E-2
4.767329150E1,-6.586810946E-2,-1.040842831E-1,-1.311779022E-2
4.767829150E1,-1.734012365E-1,-8.034701645E-2,-1.183700562E-2
4.768329150E1,-2.121544182E-1,-5.975674838E-2,-4.245567322E-2
4.768829150E1,-3.681619465E-1,6.100966409E-2,-2.543544769E-2
4.769329150E1,-2.324318886E-1,1.778140068E-1,-9.564304352E-2
4.769829150E1,-1.443625391E-1,1.866572499E-1,-6.468772888E-3
4.770329150E1,-1.244471669E-1,2.103750408E-1,-5.045318604E-2
4.770829150E1,-1.617231965E-2,7.768600434E-2,-9.235477448E-2
4.771329150E1,-3.105404973E-2,-3.549323976E-2,4.003334045E-2
4.771829150E1,-5.584993958E-2,-1.035509557E-1,1.819515228E-2
4.772329150E1,4.468566179E-2,-1.378980130E-1,1.004705429E-1
4.772829150E1,4.438294470E-2,-2.682177722E-2,1.103878021E-1
4.773329150E1,1.806530952E-1,3.509047627E-2,-1.451396942E-2
4.773829150E1,2.132478356E-1,4.738608003E-2,3.416442871E-2
4.774329150E1,1.055418849E-1,1.483619958E-1,-1.857442856E-1
4.774829150E1,2.231054306E-1,6.286461651E-2,-1.848478317E-1
4.775329150E1,1.288484186E-1,2.801069617E-2,-1.132011414E-2
4.775829150E1,8.564206958E-2,-2.947507054E-2,-1.445083618E-1
4.776329150E1,7.930864394E-2,-1.181850657E-1,3.023910522E-2
4.776829150E1,-1.331326365E-2,-7.449959964E-2,4.233837128E-2
4.777329150E1,1.859372854E-2,-6.474694610E-2,1.963233948E-2
4.777829150E1,-3.790205717E-2,8.593916893E-3,9.639453888E-2
4.778329150E1,-1.536782086E-1,1.300172359E-1,-4.467296600E-2
4.778829150E1,-8.900699019E-2,9.947303683E-2,2.098274231E-2
4.779329150E1,-2.053338289E-1,1.417303979E-1,1.451225281E-1
4.779829150E1,-1.315310299E-1,1.140701771E-1,2.545070648E-2
4.780329150E1,-1.017462611E-1,1.304569095E-2,1.216974258E-1
4.780829150E1,-1.368317008E-1,2.565895021E-2,1.696319580E-1
4.781329150E1,4.916408658E-2,-5.609023571E-2,-1.450433731E-1
4.781829150E1,4.075139761E-3,-2.678916603E-2,3.717136383E-2
4.782329150E1,8.358937502E-2,2.065057307E-2,-1.364812851E-1
4.782829150E1,2.556225061E-1,2.689337730E-2,1.748371124E-2
4.783329150E1,1.536441743E-1,5.414231867E-2,1.558399200E-2
4.783829150E1,1.671501994E-1,1.916162670E-3,-1.113462448E-1
4.784329150E1,1.075421274E-1,-5.190387368E-2,-5.261611938E-2
4.784829150E1,-2.699907124E-2,8.565105498E-3,-1.035680771E-1
4.785329150E1,3.541339934E-2,-6.121548265E-2,-2.395439148E-2
4.785829150E1,3.050728142E-2,4.643524438E-2,2.090167999E-2
4.786329150E1,1.140903980E-1,1.176271960E-1,1.572532654E-1
4.786829150E1,2.566577196E-1,1.014501601E-1,-7.359695435E-2
4.787329150E1,3.728334606E-2,6.487993896E-2,1.326589584E-1
4.787829150E1,-1.864641905E-3,-3.874329478E-2,-4.136657715E-2
4.788329150E1,-2.748318017E-1,-1.035399958E-1,5.852985382E-2
4.788829150E1,-3.588759303E-1,-7.038176060E-2,1.092643738E-1
4.789329150E1,-2.379716337E-1,-8.177002519E-2,1.279544830E-2
4.789829150E1,-2.192986906E-1,9.837552905E-2,1.502342224E-1
4.790329150E1,-5.947515368E-2,1.556492001E-1,-1.002283096E-1
4.790829150E1,3.001663089E-2,1.651878357E-1,-3.733634949E-3
4.791329150E1,-5.871653557E-4,1.446116865E-1,-9.452056885E-2
4.791829150E1,8.202159405E-2,1.905196160E-2,2.329444885E-2
4.792329150E1,-2.158468962E-2,-8.027991652E-2,4.259490967E-2
4.792829150E1,-4.029655457E-2,-9.872893989E-2,1.137914658E-1
4.793329150E1,1.381602585E-1,-8.903691918E-2,1.176061630E-1
4.793829150E1,1.742400825E-1,-3.605935723E-2,1.833057404E-2
4.794329150E1,4.081566632E-1,4.676470160E-2,-1.147403717E-1
4.794829150E1,5.130296946E-1,5.210573226E-2,-2.094917297E-1
4.795329150E1,3.520891666E-1,7.325113565E-2,-9.322738647E-2
4.795829150E1,2.558726072E-1,-6.523482502E-3,-1.058979034E-1
4.796329150E1,-6.895092130E-2,-4.581392556E-2,-6.881809235E-2
4.796829150E1,-2.434037030E-1,-5.361344665E-2,1.229009628E-1
4.797329150E1,-2.621831298E-1,-6.362179667E-2,1.687078476E-1
4.797829150E1,-3.103148937E-1,9.566304088E-2,1.260385513E-1
4.798329150E1,-1.311864853E-1,1.273179799E-1,4.804325104E-2
4.798829150E1,-7.930713892E-2,1.359185278E-1,9.836673737E-2
4.799329150E1,-4.729871452E-2,2.012506723E-1,-6.876277924E-2
4.799829150E1,2.736136317E-2,4.033281654E-2,-2.457618713E-2
4.800329150E1,-1.286388338E-1,-7.121556997E-2,4.703521729E-2
4.800829150E1,-1.814578474E-1,-8.559497446E-2,-4.524707794E-2
4.801329150E1,-1.364965141E-1,-1.293218136E-1,1.146078110E-1
4.801829150E1,-1.865658760E-1,3.268536180E-2,-3.140354156E-2
4.802329150E1,4.047159851E-2,7.322320342E-2,-1.375379562E-1
4.802829150E1,8.653429151E-2,1.050030962E-1,-2.327537537E-2
4.803329150E1,1.098681688E-1,1.617381722E-1,-1.371841431E-1
4.803829150E1,2.349906713E-1,7.478222251E-4,2.286720276E-2
4.804329150E1,8.713084459E-2,-3.770063072E-2,3.152751923E-2
4.804829150E1,-1.296517253E-2,-1.392725557E-1,1.970291138E-2
4.805329150E1,-5.867809057E-2,-1.097522303E-1,-4.124927521E-2
4.805829150E1,-1.481608003E-1,-1.767352223E-3,-7.576847076E-2
4.806329150E1,5.200454593E-2,9.446324408E-2,-1.231746674E-1
4.806829150E1,1.235089079E-1,1.530388594E-1,3.961753845E-2
4.807329150E1,2.079692185E-1,1.842534989E-1,-1.633939743E-1
4.807829150E1,2.073154896E-1,2.323949337E-2,2.984046936E-2
4.808329150E1,-3.317731619E-2,-1.087017283E-1,-1.354694366E-2
4.808829150E1,-2.306254506E-1,-1.811622381E-1,-1.013746262E-1
4.809329150E1,-2.914641500E-1,-1.492939889E-1,2.097129822E-2
4.809829150E1,-3.875950575E-1,2.123715729E-2,-3.825759888E-2
4.810329150E1,-2.859818935E-1,1.208059713E-1,-6.538772583E-2
4.810829150E1,-2.759460807E-1,2.498982847E-1,-1.724338531E-2
4.811329150E1,-2.131899595E-1,2.442950457E-1,-6.039047241E-2
4.811829150E1,-1.311987340E-1,1.411446780E-1,-2.104949951E-2
4.812329150E1,-1.879225969E-1,5.124516785E-3,9.770965576E-2
4.812829150E1,-6.007507443E-2,-1.124969870E-1,1.886940002E-2
4.813329150E1,5.592827499E-2,-1.716915220E-1,-7.188415527E-2
4.813829150E1,7.238811255E-2,-1.289306432E-1,-7.716846466E-2
4.814329150E1,2.161020041E-1,-4.527078569E-2,-2.792615891E-1
4.814829150E1,2.250251174E-1,7.653068006E-2,-1.844940186E-1
4.815329150E1,2.154234052E-1,1.256382465E-1,-1.331205368E-1
4.815829150E1,1.380843818E-1,1.073108912E-1,-1.288785934E-1
4.816329150E1,-1.626098156E-2,6.193418801E-2,9.737873077E-2
4.816829150E1,-8.143809438E-2,-3.137346357E-2,-3.990173340E-2
4.817329150E1,-1.636642814E-1,-5.446898192E-2,9.219264984E-2
4.817829150E1,-2.627932131E-1,-4.873398691E-2,3.490257263E-2
4.818329150E1,-2.409373224E-1,6.996192038E-3,7.933712006E-2
4.818829150E1,-2.631039321E-1,9.414136410E-2,5.401420593E-2
4.819329150E1,-1.900084317E-1,1.391090453E-1,1.504478455E-1
4.819829150E1,-4.708087444E-2,1.369547546E-1,2.655315399E-2
4.820329150E1,-6.457418203E-3,6.481730938E-2,1.082944870E-1
4.820829150E1,1.390473694E-1,-2.387777716E-2,-1.326446533E-1
4.821329150E1,1.284149885E-1,-1.414235234E-1,-5.553436279E-2
4.821829150E1,4.056474566E-2,-1.015312821E-1,-1.465740204E-1
4.822329150E1,1.885455847E-2,-1.171854883E-1,-8.281993866E-2
4.822829150E1,-1.334659755E-1,4.376715422E-2,-5.064582825E-2
4.823329150E1,-5.181607604E-2,9.137536585E-2,8.362197876E-2
4.823829150E1,5.963531137E-2,1.226640493E-1,5.393600464E-2
4.824329150E1,1.068493426E-1,1.220856383E-1,1.005821228E-1
4.824829150E1,2.113223523E-1,-1.987203956E-3,1.411590576E-1
4.825329150E1,1.337845027E-1,-8.218463510E-2,6.374549866E-2
4.825829150E1,2.142579854E-2,-1.487423182E-1,7.696342468E-2
4.826329150E1,-3.907522559E-2,-1.325571239E-1,6.185245514E-2
4.826829150E1,-1.694498956E-1,-6.590217352E-3,1.723508835E-1
4.827329150E1,-7.423907518E-2,9.658448398E-2,-5.051231384E-2
4.827829150E1,-8.416137099E-2,1.079540253E-1,8.858394623E-2
4.828329150E1,-5.907189846E-2,1.384900212E-1,-2.401256561E-2
4.828829150E1,8.045272529E-2,-1.553426683E-2,3.407478333E-3
4.829329150E1,1.217892766E-2,-4.158461839E-2,9.763908386E-2
4.829829150E1,1.454959959E-1,-1.215718016E-1,-1.369094849E-2
4.830329150E1,1.908293962E-1,-1.372434199E-1,1.899566650E-1
4.830829150E1,1.432378590E-1,-2.943526953E-2,7.561492920E-2
4.831329150E1,1.776492149E-1,3.188014776E-2,7.026290894E-2
4.831829150E1,8.659541607E-3,8.167535067E-2,-4.116821289E-2
4.832329150E1,-1.426149905E-1,1.220676899E-1,-1.213331223E-1
4.832829150E1,-1.746072471E-1,7.514600456E-2,2.570915222E-2
4.833329150E1,-2.282499373E-1,9.487035871E-2,8.324909210E-2
4.833829150E1,-5.672752857E-2,1.911203563E-2,2.012424469E-1
4.834329150E1,6.808137894E-2,-5.160527676E-2,2.459745407E-1
4.834829150E1,1.700266004E-1,-8.812889457E-3,1.481828690E-1
4.835329150E1,3.165104389E-1,-1.105255038E-1,-6.591796875E-3
4.835829150E1,1.495457143E-1,-3.656649590E-2,9.457111359E-2
4.836329150E1,5.202624202E-2,1.538030803E-3,-1.433734894E-1
4.836829150E1,-8.195555210E-2,1.659562439E-2,1.575679779E-1
4.837329150E1,-2.762140036E-1,1.232465133E-1,-8.351325989E-3
4.837829150E1,-2.444290221E-1,3.574094176E-2,1.077213287E-1
4.838329150E1,-1.876720190E-1,7.120809704E-2,4.802799225E-2
4.838829150E1,2.252620459E-2,1.244114339E-2,-1.841259003E-2
4.839329150E1,2.298463881E-1,-9.799735993E-2,2.540302277E-2
4.839829150E1,2.788827419E-1,-3.708103299E-2,-6.459045410E-2
4.840329150E1,2.868315876E-1,-7.052364945E-2,1.101913452E-1
4.840829150E1,1.964476109E-1,3.966763616E-3,-5.122184753E-2
4.841329150E1,-9.958595037E-3,6.767554581E-2,1.453733444E-1
4.841829150E1,-8.774465322E-2,5.841527134E-2,-2.528285980E-2
4.842329150E1,-2.469046712E-1,8.748772740E-2,-3.539657593E-2
4.842829150E1,-2.648433447E-1,6.625579298E-2,5.419731140E-3
4.843329150E1,-1.837503612E-1,-1.384437084E-3,4.404830933E-2
4.843829150E1,-1.703866720E-1,4.324684292E-2,4.026699066E-2
4.844329150E1,2.661249042E-2,-1.008227766E-1,3.288078308E-2
4.844829150E1,-7.533043623E-3,-3.769942373E-2,9.893989563E-2
4.845329150E1,-6.990271807E-2,-5.750332028E-2,-2.103710175E-2
4.845829150E1,-3.059130907E-2,-4.292765260E-2,1.264438629E-1
4.846329150E1,-1.224073470E-1,7.846118510E-2,-1.390991211E-1
4.846829150E1,-7.525274158E-2,1.072630510E-1,3.466033936E-2
4.847329150E1,-1.842218637E-2,1.542540193E-1,-1.898355484E-1
4.847829150E1,-6.769648194E-2,1.564821005E-1,-2.115430832E-1
4.848329150E1,1.461452246E-2,2.402012050E-2,-3.940677643E-2
4.848829150E1,-1.094436646E-2,-1.122819632E-2,-1.029758453E-1
4.849329150E1,6.448447704E-3,-9.185273945E-2,9.456157684E-2
4.849829150E1,4.103334248E-2,-1.041857898E-1,2.300548553E-2
4.850329150E1,-9.246557951E-3,5.984887481E-3,-4.235267639E-2
4.850829150E1,-1.740911603E-2,-9.930610657E-3,3.460979462E-2
4.851329150E1,-6.333330274E-2,1.180135161E-1,-1.104631424E-1
4.851829150E1,-1.658405960E-1,1.355402619E-1,3.910636902E-2
4.852329150E1,-1.819394231E-1,5.660460144E-2,1.383686066E-2
4.852829150E1,-3.549597859E-1,5.895338953E-2,2.729225159E-2
4.853329150E1,-2.760835886E-1,-1.002655923E-2,3.674411774E-2
4.853829150E1,-1.717486084E-1,-2.982772887E-2,6.598854065E-2
4.854329150E1,-3.465950489E-3,2.783544362E-2,8.468627930E-3
4.854829150E1,2.705640197E-1,-2.909405529E-2,-7.539367676E-2
4.855329150E1,2.561612725E-1,5.975216627E-3,-1.035461426E-1
4.855829150E1,2.137356400E-1,3.996506333E-3,-2.491312027E-1
4.856329150E1,1.335564256E-2,-7.670264691E-2,-3.509044647E-2
4.856829150E1,-1.694344282E-1,1.096349210E-2,-1.854400635E-1
4.857329150E1,-1.435505748E-1,-3.383056074E-2,1.118259430E-1
4.857829150E1,-9.248727560E-2,5.241387710E-2,8.124637604E-2
4.858329150E1,3.847406805E-2,1.174337938E-1,8.201599121E-3
4.858829150E1,2.028805315E-1,3.785789013E-2,1.078529358E-1
4.859329150E1,1.644246876E-1,8.690210432E-2,-1.391582489E-1
4.859829150E1,1.174569428E-1,-7.200830430E-2,9.323120117E-2
4.860329150E1,-3.105670214E-3,-6.820365787E-2,-1.846313477E-3
4.860829150E1,-2.007709146E-1,-5.470211804E-2,1.954517365E-1
4.861329150E1,-2.275801301E-1,-4.574755579E-2,-1.010894775E-3
4.861829150E1,-3.263151348E-1,2.993442118E-2,-9.724617004E-3
4.862329150E1,-2.458483279E-1,1.324317306E-1,-1.844959259E-1
4.862829150E1,-5.085125566E-2,1.301099509E-1,-7.737541199E-2
4.863329150E1,6.185533106E-2,2.033741772E-1,-7.474708557E-2
4.863829150E1,2.674836814E-1,3.731884807E-2,8.275794983E-2
4.864329150E1,2.460695058E-1,-4.417727143E-2,5.077266693E-2
4.864829150E1,1.391442120E-1,-1.159076989E-1,1.500482559E-1
4.865329150E1,3.365246952E-2,-1.998364031E-1,6.966495514E-2
4.865829150E1,-1.644811630E-1,-8.486305922E-2,3.446292877E-2
4.866329150E1,-1.434954405E-1,-1.172984391E-2,2.873420715E-3
4.866829150E1,-1.166365743E-1,1.418524086E-1,1.772594452E-2
4.867329150E1,-4.548433423E-2,2.576002181E-1,-8.283710480E-2
4.867829150E1,8.367097378E-2,1.958631128E-1,2.586936951E-2
4.868329150E1,7.116591930E-2,1.126254797E-1,-1.680278778E-1
4.868829150E1,-1.099854708E-3,-2.556186169E-2,7.283878326E-2
4.869329150E1,6.219261885E-2,-1.731604636E-1,-9.157180786E-3
4.869829150E1,-6.938466430E-2,-1.424283981E-1,9.559726715E-2
4.870329150E1,-2.464890480E-2,-1.280865073E-1,1.424264908E-1
4.870829150E1,-1.306170225E-2,4.396915436E-2,-5.644893646E-2
4.871329150E1,2.254495025E-2,1.416121423E-1,-2.766132355E-2
4.871829150E1,1.191206276E-1,1.259765476E-1,-3.865432739E-2
4.872329150E1,6.804257631E-2,1.557763219E-1,-1.822071075E-1
4.872829150E1,6.292305887E-2,-4.119829088E-2,1.297054291E-1
4.873329150E1,3.913432360E-3,-6.264388561E-2,-7.652568817E-2
4.873829150E1,-3.363749385E-2,-1.097136438E-1,3.810119629E-2
4.874329150E1,3.053121269E-2,-1.295770407E-1,1.110343933E-1
4.874829150E1,3.798303008E-2,3.183345497E-2,-9.374427795E-2
4.875329150E1,6.820487976E-2,6.227472425E-2,1.019792557E-1
4.875829150E1,1.029218435E-1,1.149459928E-1,-1.147842407E-1
4.876329150E1,-1.168042421E-3,1.190671250E-1,-1.678371429E-2
4.876829150E1,9.121000767E-3,1.502174884E-2,3.497219086E-2
4.877329150E1,-1.814460754E-2,1.120398939E-2,-1.579103470E-1
4.877829150E1,-1.018840075E-2,-3.812733293E-2,2.663326263E-2
4.878329150E1,1.041497737E-1,-6.594838947E-2,-4.150390625E-2
4.878829150E1,9.803290665E-2,7.304931432E-2,-5.637645721E-2
4.879329150E1,1.190605760E-1,4.561726749E-2,-1.181507111E-2
4.879829150E1,7.112628222E-2,7.365906239E-2,-8.462524414E-2
4.880329150E1,-1.009562612E-1,1.132221371E-1,-4.097270966E-2
4.880829150E1,-1.318478286E-1,2.065786719E-2,-6.905746460E-2
4.881329150E1,-2.088098824E-1,3.831952065E-2,4.200935364E-3
4.881829150E1,-8.120748401E-2,-8.286714554E-3,1.089220047E-1
4.882329150E1,6.512843072E-2,-2.520244569E-2,5.256175995E-2
4.882829150E1,9.576341510E-2,2.676266432E-2,-1.411361694E-1
4.883329150E1,6.795781851E-2,-2.238038182E-2,-1.875209808E-2
4.883829150E1,2.994982898E-2,6.880290806E-3,-2.885532379E-1
4.884329150E1,-1.137859523E-1,4.862376302E-2,1.686353683E-1
4.884829150E1,-3.270971775E-2,1.640438288E-2,-3.564262390E-2
4.885329150E1,-1.278871596E-1,1.429206878E-2,1.521797180E-1
4.885829150E1,-1.418831944E-1,4.283949733E-3,3.846168518E-3
4.886329150E1,-5.807358027E-2,-2.058895677E-2,-8.870124817E-3
4.886829150E1,-4.874184728E-2,2.347783744E-2,2.856254578E-2
4.887329150E1,1.348897070E-1,1.260965317E-2,-3.499221802E-2
4.887829150E1,1.965259165E-1,5.696478486E-2,-2.968025208E-2
4.888329150E1,1.917642355E-1,3.800151497E-2,-1.008548737E-1
4.888829150E1,7.249365747E-2,-4.349108785E-2,-8.512496948E-2
4.889329150E1,-1.672896147E-1,-1.665757596E-2,-1.229972839E-1
4.889829150E1,-2.466454208E-1,5.474535003E-2,6.575965881E-2
4.890329150E1,-2.192097604E-1,1.375852376E-1,-2.584075928E-2
4.890829150E1,-2.258370817E-1,1.451020986E-1,1.497497559E-1
4.891329150E1,-8.247569203E-2,8.367784321E-2,-2.473258972E-2
4.891829150E1,-8.541584015E-3,6.087434664E-2,-3.328704834E-2
4.892329150E1,5.310371518E-2,-6.163288653E-2,9.807586670E-2
4.892829150E1,1.346567720E-1,-1.193076670E-1,4.616641998E-2
4.893329150E1,2.291223407E-2,-5.599319190E-2,7.948780060E-2
4.893829150E1,-2.297940850E-2,-5.770589411E-2,3.454208374E-2
4.894329150E1,-1.269515157E-1,7.115365565E-2,-1.385297775E-1
4.894829150E1,-1.298460960E-1,8.870173246E-2,-8.525848389E-3
4.895329150E1,-9.921807051E-2,1.153857410E-1,-4.581260681E-2
4.895829150E1,-2.815225720E-2,8.191408217E-2,1.675415039E-2
4.896329150E1,8.773884177E-2,-1.966885477E-2,-4.060077667E-2
4.896829150E1,1.602560729E-1,-8.988565207E-2,-8.811569214E-2
4.897329150E1,2.174335420E-1,-1.072270125E-1,-4.760265350E-2
4.897829150E1,2.040484548E-1,-1.017237306E-1,-1.004800797E-1
4.898329150E1,1.551584005E-1,1.321224868E-2,-9.864139557E-2
4.898829150E1,-1.009660959E-2,5.567368120E-2,3.033065796E-2
