"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.736955165E1,-2.901607659E-3,5.192350596E-3,-9.162971983E-4
7.737167051E1,-2.901607659E-3,5.192350596E-3,-9.162971983E-4
7.737378941E1,3.207040019E-3,5.192350596E-3,1.527161920E-3
7.737590827E1,4.428769462E-3,5.192350596E-3,1.527161920E-3
7.737802717E1,1.985310577E-3,7.635809947E-3,1.527161920E-3
7.738014603E1,1.985310577E-3,7.635809947E-3,1.527161920E-3
7.738226493E1,3.207040019E-3,6.414080039E-3,3.970621154E-3
7.738438384E1,5.650499370E-3,6.414080039E-3,5.192350596E-3
7.738650269E1,4.428769462E-3,6.414080039E-3,3.970621154E-3
7.738862160E1,1.985310577E-3,6.414080039E-3,5.192350596E-3
7.739074051E1,1.985310577E-3,5.192350596E-3,3.970621154E-3
7.739285936E1,1.985310577E-3,5.192350596E-3,2.748891478E-3
7.739497827E1,1.985310577E-3,2.748891478E-3,2.748891478E-3
7.739709712E1,3.207040019E-3,3.970621154E-3,3.054323897E-4
7.739921603E1,1.985310577E-3,2.748891478E-3,-9.162971983E-4
7.740133483E1,-2.901607659E-3,3.970621154E-3,-9.162971983E-4
7.740345379E1,-1.679878100E-3,3.970621154E-3,-2.138026757E-3
7.740557269E1,-2.901607659E-3,3.970621154E-3,-3.359756200E-3
7.740769155E1,-2.901607659E-3,2.748891478E-3,-3.359756200E-3
7.740981045E1,-4.581485991E-4,1.527161920E-3,-3.359756200E-3
7.741192931E1,1.985310577E-3,3.970621154E-3,-2.138026757E-3
7.741404821E1,-2.901607659E-3,3.970621154E-3,-9.162971983E-4
7.741616712E1,-4.123337101E-3,7.635809947E-3,-9.162971983E-4
7.741828598E1,-4.581485991E-4,7.635809947E-3,3.054323897E-4
7.742040488E1,3.207040019E-3,5.192350596E-3,2.748891478E-3
7.742252379E1,3.207040019E-3,5.192350596E-3,2.748891478E-3
7.742464264E1,3.207040019E-3,6.414080039E-3,5.192350596E-3
7.742676155E1,1.985310577E-3,5.192350596E-3,2.748891478E-3
7.742888040E1,7.635809598E-4,7.635809947E-3,5.192350596E-3
7.743099931E1,4.428769462E-3,5.192350596E-3,3.970621154E-3
7.743311821E1,3.207040019E-3,3.970621154E-3,2.748891478E-3
7.743523707E1,3.207040019E-3,7.635809947E-3,2.748891478E-3
7.743735598E1,-2.901607659E-3,3.970621154E-3,1.527161920E-3
7.743947483E1,-4.581485991E-4,1.527161920E-3,2.748891478E-3
7.744159374E1,1.985310577E-3,2.748891478E-3,1.527161920E-3
7.744371264E1,3.207040019E-3,2.748891478E-3,-9.162971983E-4
7.744583150E1,-1.679878100E-3,2.748891478E-3,-9.162971983E-4
7.744795040E1,-2.901607659E-3,2.748891478E-3,-3.359756200E-3
7.745006926E1,-4.581485991E-4,3.970621154E-3,-3.359756200E-3
7.745218816E1,-1.679878100E-3,3.970621154E-3,-2.138026757E-3
7.745430707E1,7.635809598E-4,5.192350596E-3,-3.359756200E-3
7.745642592E1,1.985310577E-3,3.970621154E-3,-2.138026757E-3
7.745854483E1,7.635809598E-4,5.192350596E-3,-9.162971983E-4
7.746066368E1,-2.901607659E-3,5.192350596E-3,3.054323897E-4
7.746278259E1,-4.581485991E-4,6.414080039E-3,3.054323897E-4
7.746490144E1,3.207040019E-3,3.970621154E-3,1.527161920E-3
7.746702035E1,1.985310577E-3,3.970621154E-3,2.748891478E-3
7.746913926E1,1.985310577E-3,6.414080039E-3,3.970621154E-3
7.747125811E1,-4.581485991E-4,3.970621154E-3,5.192350596E-3
7.747337702E1,-4.581485991E-4,3.970621154E-3,2.748891478E-3
7.747549592E1,-4.581485991E-4,2.748891478E-3,3.970621154E-3
7.747761478E1,4.428769462E-3,1.527161920E-3,2.748891478E-3
7.747973368E1,3.207040019E-3,1.527161920E-3,2.748891478E-3
7.748185254E1,7.635809598E-4,5.192350596E-3,1.527161920E-3
7.748397144E1,-4.581485991E-4,-9.162971983E-4,3.054323897E-4
7.748609030E1,-2.901607659E-3,2.748891478E-3,3.054323897E-4
7.748820920E1,4.428769462E-3,1.527161920E-3,3.054323897E-4
7.749032811E1,3.207040019E-3,-9.162971983E-4,-9.162971983E-4
7.749244696E1,-4.581485991E-4,5.192350596E-3,-9.162971983E-4
7.749456587E1,1.985310577E-3,3.970621154E-3,-2.138026757E-3
7.749668478E1,-4.123337101E-3,3.054323897E-4,-3.359756200E-3
7.749880363E1,-4.581485991E-4,6.414080039E-3,-4.581485875E-3
7.750092254E1,1.985310577E-3,-9.162971983E-4,-2.138026757E-3
7.750304139E1,-4.123337101E-3,2.748891478E-3,-2.138026757E-3
7.750516030E1,-1.679878100E-3,6.414080039E-3,-2.138026757E-3
7.750727915E1,7.635809598E-4,2.748891478E-3,-9.162971983E-4
7.750939806E1,-4.581485991E-4,5.192350596E-3,-9.162971983E-4
7.751151696E1,-1.679878100E-3,5.192350596E-3,1.527161920E-3
7.751363582E1,1.985310577E-3,3.970621154E-3,3.054323897E-4
7.751575473E1,1.985310577E-3,3.970621154E-3,1.527161920E-3
7.751787363E1,7.635809598E-4,3.970621154E-3,1.527161920E-3
7.751999248E1,-4.581485991E-4,3.970621154E-3,2.748891478E-3
7.752211139E1,4.428769462E-3,1.527161920E-3,3.970621154E-3
7.752423025E1,3.207040019E-3,-9.162971983E-4,2.748891478E-3
7.752634915E1,-1.679878100E-3,2.748891478E-3,3.054323897E-4
7.752846801E1,5.650499370E-3,3.054323897E-4,1.527161920E-3
7.753058691E1,7.635809598E-4,-3.359756200E-3,1.527161920E-3
7.753270582E1,-4.581485991E-4,3.970621154E-3,3.054323897E-4
7.753482467E1,1.985310577E-3,-9.162971983E-4,-9.162971983E-4
7.753694358E1,3.207040019E-3,-9.162971983E-4,-9.162971983E-4
7.753906243E1,-1.679878100E-3,2.748891478E-3,-3.359756200E-3
7.754118134E1,1.985310577E-3,2.748891478E-3,-3.359756200E-3
7.754330025E1,-1.679878100E-3,1.527161920E-3,-2.138026757E-3
7.754541910E1,-4.581485991E-4,6.414080039E-3,-2.138026757E-3
7.754753801E1,3.207040019E-3,3.054323897E-4,-2.138026757E-3
7.754965686E1,-4.581485991E-4,2.748891478E-3,-2.138026757E-3
7.755177577E1,-1.679878100E-3,5.192350596E-3,-2.138026757E-3
7.755389467E1,-4.581485991E-4,1.527161920E-3,-2.138026757E-3
7.755601353E1,-2.901607659E-3,2.748891478E-3,-9.162971983E-4
7.755813243E1,-2.901607659E-3,1.527161920E-3,1.527161920E-3
7.756025134E1,-4.581485991E-4,2.748891478E-3,1.527161920E-3
7.756237019E1,7.635809598E-4,1.527161920E-3,3.054323897E-4
7.756448910E1,-4.123337101E-3,1.527161920E-3,1.527161920E-3
7.756660795E1,-1.679878100E-3,2.748891478E-3,3.054323897E-4
7.756872686E1,4.428769462E-3,3.054323897E-4,1.527161920E-3
7.757084577E1,1.985310577E-3,-9.162971983E-4,1.527161920E-3
7.757296462E1,1.985310577E-3,1.527161920E-3,1.527161920E-3
7.757508353E1,1.985310577E-3,3.054323897E-4,3.054323897E-4
7.757720238E1,1.985310577E-3,-9.162971983E-4,3.054323897E-4
7.757932129E1,7.635809598E-4,3.054323897E-4,-9.162971983E-4
7.758144014E1,7.635809598E-4,-2.138026757E-3,-9.162971983E-4
7.758355905E1,1.985310577E-3,3.054323897E-4,-9.162971983E-4
7.758567795E1,-4.581485991E-4,-2.138026757E-3,-2.138026757E-3
7.758779681E1,-2.901607659E-3,2.748891478E-3,-3.359756200E-3
7.758991571E1,-2.901607659E-3,1.527161920E-3,-2.138026757E-3
7.759203462E1,-1.679878100E-3,-9.162971983E-4,-9.162971983E-4
7.759415348E1,7.635809598E-4,1.527161920E-3,-9.162971983E-4
7.759627238E1,-2.901607659E-3,1.527161920E-3,-2.138026757E-3
7.759839124E1,-2.901607659E-3,3.970621154E-3,-2.138026757E-3
7.760051014E1,-2.901607659E-3,2.748891478E-3,-9.162971983E-4
7.760262905E1,3.207040019E-3,2.748891478E-3,-9.162971983E-4
7.760474790E1,4.428769462E-3,2.748891478E-3,-9.162971983E-4
7.760686681E1,1.985310577E-3,3.970621154E-3,-9.162971983E-4
7.760898566E1,7.635809598E-4,3.970621154E-3,-9.162971983E-4
7.761110457E1,-1.679878100E-3,3.970621154E-3,3.054323897E-4
7.761322348E1,-2.901607659E-3,2.748891478E-3,-9.162971983E-4
7.761534233E1,7.635809598E-4,3.054323897E-4,3.054323897E-4
7.761746124E1,3.207040019E-3,-2.138026757E-3,3.054323897E-4
7.761958009E1,-5.345067009E-3,3.054323897E-4,3.054323897E-4
7.762169900E1,-2.901607659E-3,3.054323897E-4,1.527161920E-3
7.762381790E1,-1.679878100E-3,-9.162971983E-4,3.054323897E-4
7.762593676E1,-4.581485991E-4,-9.162971983E-4,-9.162971983E-4
7.762805566E1,5.650499370E-3,-2.138026757E-3,-9.162971983E-4
7.763017452E1,-4.581485991E-4,-4.581485875E-3,-9.162971983E-4
7.763229342E1,-1.679878100E-3,1.527161920E-3,-9.162971983E-4
7.763441233E1,7.635809598E-4,-3.359756200E-3,-2.138026757E-3
7.763653118E1,1.985310577E-3,3.054323897E-4,-2.138026757E-3
7.763865009E1,3.207040019E-3,-2.138026757E-3,-2.138026757E-3
7.764076894E1,1.985310577E-3,1.527161920E-3,-2.138026757E-3
7.764288785E1,-4.581485991E-4,1.527161920E-3,-3.359756200E-3
7.764500670E1,7.635809598E-4,1.527161920E-3,-3.359756200E-3
7.764712561E1,-2.901607659E-3,2.748891478E-3,-2.138026757E-3
7.764924452E1,7.635809598E-4,1.527161920E-3,-2.138026757E-3
7.765136337E1,-4.581485991E-4,-9.162971983E-4,-2.138026757E-3
7.765348228E1,-4.123337101E-3,1.527161920E-3,-2.138026757E-3
7.765560118E1,-2.901607659E-3,1.527161920E-3,-2.138026757E-3
7.765772004E1,-5.345067009E-3,-3.359756200E-3,-2.138026757E-3
7.765983894E1,-4.581485991E-4,3.054323897E-4,-2.138026757E-3
7.766195780E1,-4.581485991E-4,-2.138026757E-3,-9.162971983E-4
7.766407670E1,7.635809598E-4,-2.138026757E-3,3.054323897E-4
7.766619556E1,7.635809598E-4,-9.162971983E-4,3.054323897E-4
7.766831446E1,-4.581485991E-4,1.527161920E-3,3.054323897E-4
7.767043337E1,3.207040019E-3,-9.162971983E-4,3.054323897E-4
7.767255222E1,3.207040019E-3,-2.138026757E-3,1.527161920E-3
7.767467113E1,1.985310577E-3,-9.162971983E-4,3.054323897E-4
7.767679004E1,1.985310577E-3,-2.138026757E-3,3.054323897E-4
7.767890889E1,-4.581485991E-4,-2.138026757E-3,3.054323897E-4
7.768102780E1,-1.679878100E-3,-2.138026757E-3,-9.162971983E-4
7.768314665E1,7.635809598E-4,-3.359756200E-3,-2.138026757E-3
7.768526556E1,3.207040019E-3,-4.581485875E-3,-9.162971983E-4
7.768738446E1,-2.901607659E-3,-2.138026757E-3,-2.138026757E-3
7.768950332E1,-4.123337101E-3,-9.162971983E-4,-2.138026757E-3
7.769162222E1,-1.679878100E-3,3.054323897E-4,-2.138026757E-3
7.769374108E1,1.985310577E-3,-9.162971983E-4,-3.359756200E-3
7.769585998E1,7.635809598E-4,-9.162971983E-4,-2.138026757E-3
7.769797884E1,7.635809598E-4,1.527161920E-3,-3.359756200E-3
7.770009775E1,-4.581485991E-4,-9.162971983E-4,-2.138026757E-3
7.770221665E1,-2.901607659E-3,3.054323897E-4,-2.138026757E-3
7.770433551E1,-1.679878100E-3,-9.162971983E-4,-2.138026757E-3
7.770645436E1,-1.679878100E-3,-9.162971983E-4,-9.162971983E-4
7.770857332E1,-4.581485991E-4,-2.138026757E-3,-9.162971983E-4
7.771069217E1,-1.679878100E-3,-3.359756200E-3,3.054323897E-4
7.771281108E1,-4.123337101E-3,-2.138026757E-3,3.054323897E-4
7.771492993E1,-1.679878100E-3,3.054323897E-4,3.054323897E-4
7.771704884E1,-4.581485991E-4,-4.581485875E-3,3.054323897E-4
7.771916769E1,3.207040019E-3,-3.359756200E-3,3.054323897E-4
7.772128660E1,7.635809598E-4,-2.138026757E-3,3.054323897E-4
7.772340551E1,7.635809598E-4,-3.359756200E-3,-9.162971983E-4
7.772552436E1,4.428769462E-3,-2.138026757E-3,3.054323897E-4
7.772764327E1,3.207040019E-3,-4.581485875E-3,3.054323897E-4
7.772976217E1,3.207040019E-3,-3.359756200E-3,-9.162971983E-4
7.773188103E1,1.985310577E-3,-3.359756200E-3,-9.162971983E-4
7.773399993E1,7.635809598E-4,-3.359756200E-3,-2.138026757E-3
7.773611879E1,-4.581485991E-4,3.054323897E-4,-2.138026757E-3
7.773823769E1,7.635809598E-4,-3.359756200E-3,-2.138026757E-3
7.774035660E1,-1.679878100E-3,-2.138026757E-3,-2.138026757E-3
7.774247545E1,-4.123337101E-3,-2.138026757E-3,-2.138026757E-3
7.774459436E1,-4.123337101E-3,-9.162971983E-4,-2.138026757E-3
7.774671321E1,7.635809598E-4,3.054323897E-4,-2.138026757E-3
7.774883212E1,-2.901607659E-3,3.054323897E-4,-9.162971983E-4
7.775095098E1,-1.679878100E-3,2.748891478E-3,-3.359756200E-3
7.775306988E1,4.428769462E-3,-4.581485875E-3,-9.162971983E-4
7.775518879E1,-4.581485991E-4,-3.359756200E-3,-9.162971983E-4
7.775730764E1,7.635809598E-4,-9.162971983E-4,3.054323897E-4
7.775942655E1,7.635809598E-4,-5.803215317E-3,-9.162971983E-4
7.776154545E1,1.985310577E-3,-3.359756200E-3,3.054323897E-4
7.776366431E1,1.985310577E-3,-2.138026757E-3,-9.162971983E-4
7.776578321E1,-1.679878100E-3,-3.359756200E-3,3.054323897E-4
7.776790202E1,-2.901607659E-3,-2.138026757E-3,3.054323897E-4
7.777002098E1,7.635809598E-4,-4.581485875E-3,-9.162971983E-4
7.777213988E1,3.207040019E-3,-8.246674202E-3,3.054323897E-4
7.777425874E1,1.985310577E-3,-3.359756200E-3,-9.162971983E-4
7.777637764E1,-1.679878100E-3,-5.803215317E-3,-2.138026757E-3
7.777849650E1,-4.581485991E-4,-2.138026757E-3,-2.138026757E-3
7.778061540E1,7.635809598E-4,-3.359756200E-3,-9.162971983E-4
7.778273431E1,7.635809598E-4,-4.581485875E-3,-2.138026757E-3
7.778485316E1,7.635809598E-4,3.054323897E-4,-2.138026757E-3
7.778697207E1,1.985310577E-3,-2.138026757E-3,-9.162971983E-4
7.778909092E1,-4.581485991E-4,-2.138026757E-3,-2.138026757E-3
7.779120983E1,-4.581485991E-4,-9.162971983E-4,-2.138026757E-3
7.779332868E1,-1.679878100E-3,-2.138026757E-3,-9.162971983E-4
7.779544759E1,-4.581485991E-4,-2.138026757E-3,-2.138026757E-3
7.779756650E1,-1.679878100E-3,-9.162971983E-4,-9.162971983E-4
7.779968535E1,-2.901607659E-3,-3.359756200E-3,-2.138026757E-3
7.780180426E1,-4.123337101E-3,-2.138026757E-3,-9.162971983E-4
7.780392311E1,-4.581485991E-4,-2.138026757E-3,-9.162971983E-4
7.780604202E1,3.207040019E-3,-5.803215317E-3,3.054323897E-4
7.780816092E1,7.635809598E-4,-5.803215317E-3,3.054323897E-4
7.781027983E1,3.207040019E-3,-2.138026757E-3,-9.162971983E-4
7.781239868E1,7.635809598E-4,-5.803215317E-3,3.054323897E-4
7.781451759E1,7.635809598E-4,-9.162971983E-4,-9.162971983E-4
7.781663644E1,-4.581485991E-4,-5.803215317E-3,3.054323897E-4
7.781875535E1,7.635809598E-4,-4.581485875E-3,3.054323897E-4
7.782087420E1,4.428769462E-3,3.054323897E-4,-9.162971983E-4
7.782299311E1,1.985310577E-3,-7.024944760E-3,-9.162971983E-4
7.782511202E1,-2.901607659E-3,-9.162971983E-4,-2.138026757E-3
7.782723087E1,-2.901607659E-3,-9.162971983E-4,-2.138026757E-3
7.782934978E1,1.985310577E-3,-4.581485875E-3,-9.162971983E-4
7.783146863E1,-1.679878100E-3,-4.581485875E-3,-2.138026757E-3
7.783358754E1,-1.679878100E-3,-9.162971983E-4,-9.162971983E-4
7.783570644E1,1.985310577E-3,-4.581485875E-3,-2.138026757E-3
7.783782530E1,-4.581485991E-4,-3.359756200E-3,-9.162971983E-4
7.783994420E1,-2.901607659E-3,-3.359756200E-3,-2.138026757E-3
7.784206306E1,7.635809598E-4,-9.162971983E-4,-2.138026757E-3
7.784418196E1,7.635809598E-4,-3.359756200E-3,-9.162971983E-4
7.784630087E1,-2.901607659E-3,-2.138026757E-3,-9.162971983E-4
7.784841972E1,-4.581485991E-4,3.054323897E-4,-9.162971983E-4
7.785053863E1,7.635809598E-4,-4.581485875E-3,3.054323897E-4
7.785265749E1,4.428769462E-3,-9.162971983E-4,3.054323897E-4
7.785477639E1,1.985310577E-3,-2.138026757E-3,1.527161920E-3
7.785689530E1,1.985310577E-3,-9.162971983E-4,3.054323897E-4
7.785901415E1,7.635809598E-4,-3.359756200E-3,3.054323897E-4
7.786113306E1,3.207040019E-3,-2.138026757E-3,3.054323897E-4
7.786325191E1,7.635809598E-4,-5.803215317E-3,-9.162971983E-4
7.786537082E1,-1.679878100E-3,-4.581485875E-3,-9.162971983E-4
7.786748967E1,7.635809598E-4,-9.162971983E-4,-9.162971983E-4
7.786960858E1,3.207040019E-3,-4.581485875E-3,-2.138026757E-3
7.787172749E1,-4.581485991E-4,-3.359756200E-3,-9.162971983E-4
7.787384634E1,-5.345067009E-3,3.054323897E-4,-3.359756200E-3
7.787596525E1,4.428769462E-3,-4.581485875E-3,-2.138026757E-3
7.787808415E1,7.635809598E-4,-5.803215317E-3,-3.359756200E-3
7.788020301E1,-1.679878100E-3,2.748891478E-3,-3.359756200E-3
7.788232191E1,-1.679878100E-3,3.054323897E-4,-2.138026757E-3
7.788444077E1,5.650499370E-3,-3.359756200E-3,-2.138026757E-3
7.788655967E1,-4.123337101E-3,-2.138026757E-3,-9.162971983E-4
7.788867858E1,-1.679878100E-3,1.527161920E-3,-9.162971983E-4
7.789079743E1,1.985310577E-3,-3.359756200E-3,1.527161920E-3
7.789291634E1,1.985310577E-3,-2.138026757E-3,3.054323897E-4
7.789503519E1,7.635809598E-4,3.054323897E-4,3.054323897E-4
7.789715410E1,-2.901607659E-3,-2.138026757E-3,3.054323897E-4
7.789927301E1,1.985310577E-3,-2.138026757E-3,3.054323897E-4
7.790139186E1,1.985310577E-3,-3.359756200E-3,1.527161920E-3
7.790351077E1,5.650499370E-3,-3.359756200E-3,1.527161920E-3
7.790562962E1,3.207040019E-3,-2.138026757E-3,1.527161920E-3
7.790774853E1,3.207040019E-3,-2.138026757E-3,3.054323897E-4
7.790986738E1,1.985310577E-3,-2.138026757E-3,-9.162971983E-4
7.791198629E1,1.985310577E-3,-2.138026757E-3,-9.162971983E-4
7.791410519E1,3.207040019E-3,-4.581485875E-3,-2.138026757E-3
7.791622405E1,-4.581485991E-4,-3.359756200E-3,-9.162971983E-4
7.791834295E1,-1.679878100E-3,-9.162971983E-4,-3.359756200E-3
7.792046186E1,-1.679878100E-3,-4.581485875E-3,-2.138026757E-3
7.792258071E1,-1.679878100E-3,-2.138026757E-3,-3.359756200E-3
7.792469962E1,7.635809598E-4,-9.162971983E-4,-3.359756200E-3
7.792681848E1,-4.581485991E-4,-4.581485875E-3,-2.138026757E-3
7.792893738E1,-2.901607659E-3,3.054323897E-4,-2.138026757E-3
7.793105629E1,-4.581485991E-4,1.527161920E-3,-9.162971983E-4
7.793317514E1,7.635809598E-4,-2.138026757E-3,3.054323897E-4
7.793529405E1,-4.581485991E-4,3.054323897E-4,3.054323897E-4
7.793741290E1,1.985310577E-3,-9.162971983E-4,-9.162971983E-4
7.793953181E1,1.985310577E-3,-3.359756200E-3,3.054323897E-4
7.794165071E1,-4.581485991E-4,-9.162971983E-4,3.054323897E-4
7.794376957E1,-1.679878100E-3,-2.138026757E-3,3.054323897E-4
7.794588848E1,1.985310577E-3,-4.581485875E-3,1.527161920E-3
7.794800733E1,1.985310577E-3,-4.581485875E-3,1.527161920E-3
7.795012624E1,-1.679878100E-3,-3.359756200E-3,3.054323897E-4
7.795224514E1,1.985310577E-3,-2.138026757E-3,-9.162971983E-4
7.795436400E1,7.635809598E-4,-4.581485875E-3,3.054323897E-4
7.795648290E1,-1.679878100E-3,1.527161920E-3,-2.138026757E-3
7.795860176E1,1.985310577E-3,3.054323897E-4,-2.138026757E-3
7.796072066E1,1.985310577E-3,-4.581485875E-3,-2.138026757E-3
7.796283952E1,-1.679878100E-3,1.527161920E-3,-3.359756200E-3
7.796495842E1,7.635809598E-4,-9.162971983E-4,-3.359756200E-3
7.796707733E1,1.985310577E-3,-5.803215317E-3,-2.138026757E-3
7.796919618E1,-4.581485991E-4,3.054323897E-4,-2.138026757E-3
7.797131509E1,-1.679878100E-3,-2.138026757E-3,-2.138026757E-3
7.797343400E1,-5.345067009E-3,-3.359756200E-3,-9.162971983E-4
7.797555285E1,7.635809598E-4,2.748891478E-3,3.054323897E-4
7.797767176E1,3.207040019E-3,-2.138026757E-3,-9.162971983E-4
7.797979061E1,-4.123337101E-3,-9.162971983E-4,-9.162971983E-4
7.798190952E1,-4.581485991E-4,2.748891478E-3,3.054323897E-4
7.798402842E1,7.635809598E-4,-3.359756200E-3,1.527161920E-3
7.798614728E1,1.985310577E-3,3.054323897E-4,1.527161920E-3
7.798826618E1,7.635809598E-4,-2.138026757E-3,3.054323897E-4
7.799038504E1,7.635809598E-4,-2.138026757E-3,3.054323897E-4
7.799250394E1,3.207040019E-3,-3.359756200E-3,3.054323897E-4
7.799462285E1,-1.679878100E-3,-4.581485875E-3,3.054323897E-4
7.799674170E1,3.207040019E-3,-2.138026757E-3,3.054323897E-4
7.799886061E1,1.985310577E-3,-4.581485875E-3,3.054323897E-4
7.800097946E1,-4.123337101E-3,-9.162971983E-4,-9.162971983E-4
7.800309837E1,7.635809598E-4,-2.138026757E-3,-9.162971983E-4
7.800521728E1,7.635809598E-4,-5.803215317E-3,-2.138026757E-3
7.800733613E1,7.635809598E-4,-2.138026757E-3,-9.162971983E-4
7.800945504E1,-1.679878100E-3,-2.138026757E-3,-2.138026757E-3
7.801157389E1,7.635809598E-4,-3.359756200E-3,-2.138026757E-3
7.801369280E1,7.635809598E-4,-3.359756200E-3,-2.138026757E-3
7.801581165E1,-1.679878100E-3,1.527161920E-3,-9.162971983E-4
7.801793056E1,-4.581485991E-4,-9.162971983E-4,-9.162971983E-4
7.802004946E1,-1.679878100E-3,3.054323897E-4,-9.162971983E-4
7.802216832E1,6.872228812E-3,1.527161920E-3,1.527161920E-3
7.802428723E1,7.635809598E-4,-2.138026757E-3,3.054323897E-4
7.802640613E1,-4.581485991E-4,2.748891478E-3,1.527161920E-3
7.802852498E1,4.428769462E-3,3.054323897E-4,1.527161920E-3
7.803064389E1,7.635809598E-4,-2.138026757E-3,1.527161920E-3
7.803276275E1,-4.581485991E-4,2.748891478E-3,3.054323897E-4
7.803488165E1,-4.581485991E-4,-3.359756200E-3,1.527161920E-3
7.803700056E1,-2.901607659E-3,-9.162971983E-4,1.527161920E-3
7.803911941E1,-4.581485991E-4,-9.162971983E-4,-9.162971983E-4
7.804123832E1,-4.581485991E-4,-5.803215317E-3,3.054323897E-4
7.804335717E1,-4.123337101E-3,3.054323897E-4,-9.162971983E-4
7.804547608E1,7.635809598E-4,-2.138026757E-3,-9.162971983E-4
7.804759493E1,-1.679878100E-3,-5.803215317E-3,-2.138026757E-3
7.804971384E1,-4.581485991E-4,-9.162971983E-4,-2.138026757E-3
7.805183275E1,-1.679878100E-3,-3.359756200E-3,-9.162971983E-4
7.805395160E1,1.985310577E-3,3.054323897E-4,-3.359756200E-3
7.805607051E1,3.207040019E-3,3.054323897E-4,-9.162971983E-4
7.805818941E1,1.985310577E-3,3.054323897E-4,-2.138026757E-3
7.806030827E1,7.635809598E-4,3.970621154E-3,-9.162971983E-4
7.806242717E1,7.635809598E-4,-9.162971983E-4,3.054323897E-4
7.806454603E1,7.635809598E-4,1.527161920E-3,3.054323897E-4
7.806666493E1,-1.679878100E-3,1.527161920E-3,2.748891478E-3
7.806878384E1,1.985310577E-3,3.054323897E-4,2.748891478E-3
7.807090269E1,-1.679878100E-3,-9.162971983E-4,1.527161920E-3
7.807302160E1,-6.566796452E-3,3.970621154E-3,2.748891478E-3
7.807514045E1,7.635809598E-4,1.527161920E-3,1.527161920E-3
7.807725936E1,-4.581485991E-4,-2.138026757E-3,2.748891478E-3
7.807937827E1,1.985310577E-3,3.054323897E-4,1.527161920E-3
7.808149712E1,1.985310577E-3,3.054323897E-4,1.527161920E-3
7.808361603E1,-4.581485991E-4,3.054323897E-4,3.054323897E-4
7.808573488E1,-4.581485991E-4,1.527161920E-3,3.054323897E-4
7.808785379E1,1.985310577E-3,3.054323897E-4,-9.162971983E-4
7.808997264E1,1.985310577E-3,-9.162971983E-4,3.054323897E-4
7.809209155E1,1.985310577E-3,3.054323897E-4,-2.138026757E-3
7.809421045E1,7.635809598E-4,-2.138026757E-3,-9.162971983E-4
7.809632931E1,-4.581485991E-4,-2.138026757E-3,-2.138026757E-3
7.809844821E1,-2.901607659E-3,-9.162971983E-4,-2.138026757E-3
7.810056707E1,-1.679878100E-3,-2.138026757E-3,-2.138026757E-3
7.810268598E1,-1.679878100E-3,-9.162971983E-4,-9.162971983E-4
7.810480488E1,-1.679878100E-3,3.054323897E-4,-9.162971983E-4
7.810692374E1,-1.679878100E-3,-9.162971983E-4,-2.138026757E-3
7.810904264E1,-2.901607659E-3,1.527161920E-3,3.054323897E-4
7.811116150E1,1.985310577E-3,1.527161920E-3,-9.162971983E-4
7.811328040E1,7.635809598E-4,2.748891478E-3,-9.162971983E-4
7.811539931E1,-4.581485991E-4,2.748891478E-3,3.054323897E-4
7.811751816E1,-1.679878100E-3,2.748891478E-3,3.054323897E-4
7.811963707E1,1.985310577E-3,3.970621154E-3,1.527161920E-3
7.812175598E1,1.985310577E-3,-9.162971983E-4,1.527161920E-3
7.812387483E1,1.985310577E-3,2.748891478E-3,2.748891478E-3
7.812599374E1,7.635809598E-4,1.527161920E-3,3.970621154E-3
7.812811259E1,-4.581485991E-4,3.054323897E-4,1.527161920E-3
7.813023150E1,-4.581485991E-4,3.054323897E-4,1.527161920E-3
7.813235040E1,1.985310577E-3,1.527161920E-3,1.527161920E-3
7.813446926E1,1.985310577E-3,-2.138026757E-3,1.527161920E-3
7.813658816E1,-1.679878100E-3,1.527161920E-3,3.054323897E-4
7.813870702E1,-2.901607659E-3,2.748891478E-3,3.054323897E-4
7.814082592E1,-4.581485991E-4,-9.162971983E-4,-2.138026757E-3
7.814294483E1,3.207040019E-3,1.527161920E-3,-2.138026757E-3
7.814506368E1,7.635809598E-4,-9.162971983E-4,-2.138026757E-3
7.814718259E1,7.635809598E-4,-9.162971983E-4,-3.359756200E-3
7.814930144E1,-5.345067009E-3,3.054323897E-4,-3.359756200E-3
7.815142035E1,-1.679878100E-3,3.970621154E-3,-2.138026757E-3
7.815353920E1,-4.581485991E-4,-9.162971983E-4,-2.138026757E-3
7.815565811E1,-2.901607659E-3,3.970621154E-3,-2.138026757E-3
7.815777702E1,7.635809598E-4,5.192350596E-3,-9.162971983E-4
7.815989587E1,-1.679878100E-3,2.748891478E-3,3.054323897E-4
7.816201478E1,-4.581485991E-4,3.970621154E-3,1.527161920E-3
7.816413368E1,1.985310577E-3,2.748891478E-3,1.527161920E-3
7.816625254E1,-5.345067009E-3,3.054323897E-4,2.748891478E-3
7.816837144E1,-1.679878100E-3,5.192350596E-3,1.527161920E-3
7.817049030E1,7.635809598E-4,3.054323897E-4,3.970621154E-3
7.817260920E1,-4.581485991E-4,3.054323897E-4,2.748891478E-3
7.817472806E1,-1.679878100E-3,3.970621154E-3,2.748891478E-3
