"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.291766022E1,2.846250153E1,-1.065000057E1,-2.630625153E1
3.292766022E1,3.285000229E1,-8.906250000E0,-2.979375076E1
3.293766022E1,3.318750000E1,-8.287500381E0,-3.125625038E1
3.294766022E1,2.799375153E1,-7.612500191E0,-2.951250076E1
3.295766022E1,2.525625038E1,-9.075000763E0,-2.497500038E1
3.296766022E1,2.625000191E1,-7.912500381E0,-2.508750153E1
3.297766022E1,2.915625191E1,-9.975000381E0,-2.621250153E1
3.298766022E1,3.298125076E1,-9.487500191E0,-2.850000191E1
3.299766022E1,3.285000229E1,-7.368750095E0,-3.148125076E1
3.300766022E1,2.917500114E1,-9.243750572E0,-2.814375114E1
3.301766022E1,2.518125153E1,-8.962500572E0,-2.670000076E1
3.302766022E1,2.493750191E1,-9.375000000E0,-2.353125000E1
3.303766022E1,2.823750114E1,-1.036875057E1,-2.647500038E1
3.304766022E1,3.191250038E1,-9.618750572E0,-3.112500191E1
3.305766022E1,3.198750114E1,-9.956250191E0,-3.219375229E1
3.306766022E1,2.893125153E1,-8.043750763E0,-3.028125191E1
3.307766022E1,2.409375191E1,-9.262500763E0,-2.370000076E1
3.308766022E1,2.371875000E1,-9.956250191E0,-2.456250191E1
3.309766022E1,2.705625153E1,-1.048125076E1,-2.833125114E1
3.310766022E1,3.120000076E1,-1.070625019E1,-2.836875153E1
3.311766022E1,3.288750076E1,-6.918750286E0,-3.277500153E1
3.312766022E1,2.756250191E1,-9.056250572E0,-2.955000114E1
3.313766022E1,2.520000076E1,-8.925000191E0,-2.529375076E1
3.314766022E1,2.392500114E1,-1.087500000E1,-2.433750153E1
3.315766022E1,2.795625114E1,-9.881250381E0,-2.589375114E1
3.316766022E1,2.915625191E1,-1.021875000E1,-2.900625038E1
3.317766022E1,2.998125076E1,-9.731250763E0,-3.061875153E1
3.318766022E1,2.728125191E1,-9.825000763E0,-2.838750076E1
3.319766022E1,2.394375038E1,-8.475000381E0,-2.296875000E1
3.320766022E1,2.319375038E1,-9.918750763E0,-2.190000153E1
3.321766022E1,2.572500038E1,-1.089375019E1,-2.295000076E1
3.322766022E1,2.898750114E1,-1.066875076E1,-2.771250153E1
3.323766022E1,3.020625114E1,-9.168750763E0,-2.816250038E1
3.324766022E1,2.628750038E1,-8.306250572E0,-2.850000191E1
3.325766022E1,2.263125038E1,-9.637500763E0,-2.223750114E1
3.326766022E1,2.326875114E1,-9.112500191E0,-2.197500038E1
3.327766022E1,2.538750076E1,-9.375000000E0,-2.433750153E1
3.328766022E1,2.923125076E1,-7.931250095E0,-2.653125191E1
3.329766022E1,2.960625076E1,-8.325000763E0,-3.088125038E1
3.330766022E1,2.681250191E1,-9.037500381E0,-2.735625076E1
3.331766022E1,2.242500114E1,-9.225000381E0,-2.430000114E1
3.332766022E1,2.214375114E1,-9.168750763E0,-2.131875038E1
3.333766022E1,2.467500114E1,-9.525000572E0,-2.259375000E1
3.334766022E1,2.896875191E1,-1.016250038E1,-2.666250038E1
3.335766022E1,2.870625114E1,-8.981250763E0,-2.956875038E1
3.336766022E1,2.756250191E1,-8.831250191E0,-2.722500038E1
3.337766022E1,2.469375038E1,-7.631250381E0,-2.306250000E1
3.338766022E1,2.313750076E1,-9.243750572E0,-2.040000153E1
3.339766022E1,2.458125114E1,-7.331250191E0,-2.308125114E1
3.340766022E1,2.861250114E1,-9.262500763E0,-2.814375114E1
3.341766022E1,2.910000038E1,-8.812500000E0,-2.973750114E1
3.342766022E1,2.776875114E1,-7.593750477E0,-2.872500038E1
3.343766022E1,2.448750114E1,-9.093750000E0,-2.355000114E1
3.344766022E1,2.283750153E1,-8.718750000E0,-2.386875153E1
3.345766022E1,2.576250076E1,-8.062500000E0,-2.381250000E1
3.346766022E1,2.881875038E1,-9.300000191E0,-2.955000114E1
3.347766022E1,3.125625038E1,-7.462500095E0,-3.176250076E1
3.348766022E1,2.838750076E1,-8.062500000E0,-2.949375153E1
3.349766022E1,2.505000114E1,-8.456250191E0,-2.486250114E1
3.350766022E1,2.401875114E1,-9.131250381E0,-2.431875038E1
3.351766022E1,2.553750038E1,-9.843750000E0,-2.491875076E1
3.352766022E1,2.921250153E1,-9.412500381E0,-2.908125114E1
3.353766022E1,3.105000114E1,-7.987500191E0,-3.281250000E1
3.354766022E1,2.806875038E1,-8.868750572E0,-2.971875191E1
3.355766022E1,2.503125191E1,-9.093750000E0,-2.544375038E1
3.356766022E1,2.332500076E1,-9.506250381E0,-2.491875076E1
3.357766022E1,2.529375076E1,-9.262500763E0,-2.589375114E1
3.358766022E1,3.043125153E1,-8.231250763E0,-2.919375038E1
3.359766022E1,3.195000076E1,-6.487500191E0,-3.202500153E1
3.360766022E1,2.955000114E1,-8.175000191E0,-3.043125153E1
3.361766022E1,2.535000038E1,-8.475000381E0,-2.643750191E1
3.362766022E1,2.308125114E1,-9.300000191E0,-2.257500076E1
3.363766022E1,2.525625038E1,-1.031250000E1,-2.394375038E1
3.364766022E1,2.805000114E1,-8.381250381E0,-2.913750076E1
3.365766022E1,3.105000114E1,-8.906250000E0,-3.226875305E1
3.366766022E1,2.885625076E1,-8.850000381E0,-3.082500076E1
3.367766022E1,2.548125076E1,-9.075000763E0,-2.576250076E1
3.368766022E1,2.422500038E1,-7.987500191E0,-2.364375114E1
3.369766022E1,2.439375114E1,-9.600000381E0,-2.523750114E1
3.370766022E1,2.756250191E1,-1.029375076E1,-2.820000076E1
3.371766022E1,3.016875076E1,-9.225000381E0,-3.003750038E1
3.372766022E1,2.788125038E1,-9.056250572E0,-3.063750076E1
3.373766022E1,2.574375153E1,-8.100000381E0,-2.490000153E1
3.374766022E1,2.216250038E1,-9.675000191E0,-2.283750153E1
3.375766022E1,2.463750076E1,-8.643750191E0,-2.499375153E1
3.376766022E1,2.698125076E1,-1.033125019E1,-2.896875191E1
3.377766022E1,3.041250038E1,-8.493750572E0,-3.260625076E1
3.378766022E1,2.857500076E1,-9.862500191E0,-3.245625305E1
3.379766022E1,2.529375076E1,-7.725000381E0,-2.758125114E1
3.380766022E1,2.272500038E1,-1.040625000E1,-2.795625114E1
3.381766022E1,2.420625114E1,-9.562500000E0,-2.289375114E1
3.382766022E1,2.720625114E1,-9.168750763E0,-2.718750191E1
3.383766022E1,3.065625191E1,-7.537500381E0,-3.285000229E1
3.384766022E1,2.842500114E1,-8.231250763E0,-3.041250038E1
3.385766022E1,2.705625153E1,-8.081250191E0,-2.758125114E1
3.386766022E1,2.287500000E1,-1.044375038E1,-2.356875038E1
3.387766022E1,2.439375114E1,-9.918750763E0,-2.490000153E1
3.388766022E1,2.741250038E1,-8.268750191E0,-2.960625076E1
3.389766022E1,2.859375191E1,-9.843750000E0,-3.168750191E1
3.390766022E1,2.863125038E1,-8.868750572E0,-3.082500076E1
3.391766022E1,2.557500076E1,-7.537500381E0,-2.745000076E1
3.392766022E1,2.287500000E1,-1.005000019E1,-2.641875076E1
3.393766022E1,2.574375153E1,-9.543750763E0,-2.587500191E1
3.394766022E1,2.645625114E1,-9.600000381E0,-3.011250114E1
3.395766022E1,3.067500114E1,-9.262500763E0,-3.301875305E1
3.396766022E1,2.865000153E1,-9.056250572E0,-3.253125000E1
3.397766022E1,2.765625191E1,-8.231250763E0,-2.883750153E1
3.398766022E1,2.409375191E1,-8.343750000E0,-2.471250153E1
3.399766022E1,2.491875076E1,-1.055625057E1,-2.671875191E1
3.400766022E1,2.656875038E1,-1.085625076E1,-2.953125191E1
3.401766022E1,3.054375076E1,-9.712500572E0,-3.140625191E1
3.402766022E1,2.956875038E1,-9.300000191E0,-3.174375153E1
3.403766022E1,2.797500038E1,-9.168750763E0,-2.861250114E1
3.404766022E1,2.341875076E1,-9.206250191E0,-2.572500038E1
3.405766022E1,2.445000076E1,-1.061250019E1,-2.718750191E1
3.406766022E1,2.784375191E1,-9.506250381E0,-2.904375076E1
3.407766022E1,2.896875191E1,-1.091250038E1,-3.159375191E1
3.408766022E1,3.114375114E1,-5.925000191E0,-3.330000305E1
3.409766022E1,2.692500114E1,-9.956250191E0,-2.634375191E1
3.410766022E1,2.394375038E1,-9.018750191E0,-2.559375191E1
3.411766022E1,2.280000114E1,-1.031250000E1,-2.452500153E1
3.412766022E1,2.600625038E1,-1.033125019E1,-2.628750038E1
3.413766022E1,3.000000191E1,-8.156250000E0,-3.121875191E1
3.414766022E1,3.016875076E1,-9.243750572E0,-3.065625191E1
3.415766022E1,2.795625114E1,-7.425000191E0,-2.827500153E1
3.416766022E1,2.385000038E1,-9.300000191E0,-2.446875191E1
3.417766022E1,2.351250076E1,-1.110000038E1,-2.555625153E1
3.418766022E1,2.737500191E1,-1.078125000E1,-2.893125153E1
3.419766022E1,3.030000114E1,-9.750000000E0,-3.219375229E1
3.420766022E1,3.018750191E1,-8.493750572E0,-3.260625076E1
3.421766022E1,2.718750191E1,-7.968750477E0,-2.932500076E1
3.422766022E1,2.416875076E1,-9.937500000E0,-2.488125038E1
3.423766022E1,2.426250076E1,-1.149375057E1,-2.460000038E1
3.424766022E1,2.671875191E1,-8.925000191E0,-2.908125114E1
3.425766022E1,2.977500153E1,-9.393750191E0,-2.970000076E1
3.426766022E1,3.005625153E1,-7.368750095E0,-3.159375191E1
3.427766022E1,2.814375114E1,-1.023750019E1,-2.773125076E1
3.428766022E1,2.551875114E1,-9.543750763E0,-2.557500076E1
3.429766022E1,2.458125114E1,-7.556250095E0,-2.587500191E1
3.430766022E1,2.649375153E1,-9.881250381E0,-2.868750191E1
3.431766022E1,2.913750076E1,-9.300000191E0,-3.063750076E1
3.432766022E1,3.016875076E1,-1.006875038E1,-3.215625000E1
3.433766022E1,2.345625114E1,-9.150000572E0,-2.385000038E1
3.434766022E1,2.345625114E1,-9.150000572E0,-2.385000038E1
3.435766022E1,2.330625153E1,-9.525000572E0,-2.536875153E1
3.436766022E1,2.930625153E1,-9.131250381E0,-3.082500076E1
3.437766022E1,2.921250153E1,-8.193750381E0,-3.073125076E1
3.438766022E1,2.818125153E1,-8.962500572E0,-2.737500191E1
3.439766022E1,2.338125038E1,-9.037500381E0,-2.557500076E1
3.440766022E1,2.278125000E1,-8.587500572E0,-2.450625038E1
3.441766022E1,2.478750038E1,-1.027500057E1,-2.752500153E1
3.442766022E1,2.891250038E1,-8.081250191E0,-3.168750191E1
3.443766022E1,2.996250153E1,-9.431250572E0,-3.157500076E1
3.444766022E1,2.758125114E1,-8.100000381E0,-2.947500038E1
3.445766022E1,2.323125076E1,-9.187500000E0,-2.431875038E1
3.446766022E1,2.265000153E1,-1.046250057E1,-2.356875038E1
3.447766022E1,2.471250153E1,-8.381250381E0,-2.737500191E1
3.448766022E1,2.720625114E1,-1.117500019E1,-3.138750076E1
3.449766022E1,3.101250076E1,-7.181250095E0,-3.225000000E1
3.450766022E1,2.874375153E1,-7.612500191E0,-3.172500038E1
3.451766022E1,2.540625191E1,-7.181250095E0,-2.514375114E1
3.452766022E1,2.347500038E1,-9.975000381E0,-2.488125038E1
3.453766022E1,2.431875038E1,-1.001250076E1,-2.833125114E1
3.454766022E1,2.861250114E1,-9.487500191E0,-3.046875191E1
3.455766022E1,3.060000038E1,-7.387500286E0,-3.348750305E1
3.456766022E1,2.827500153E1,-8.887500763E0,-3.082500076E1
3.457766022E1,2.565000153E1,-8.606250763E0,-2.580000114E1
3.458766022E1,2.218125153E1,-1.020000076E1,-2.467500114E1
3.459766022E1,2.452500153E1,-9.506250381E0,-2.758125114E1
3.460766022E1,2.724375153E1,-9.881250381E0,-3.056250191E1
3.461766022E1,3.093750191E1,-8.287500381E0,-3.247500229E1
3.462766022E1,2.981250191E1,-8.325000763E0,-3.136875153E1
3.463766022E1,2.506875038E1,-9.262500763E0,-2.557500076E1
3.464766022E1,2.326875114E1,-9.356250763E0,-2.523750114E1
3.465766022E1,2.458125114E1,-1.027500057E1,-2.720625114E1
3.466766022E1,2.756250191E1,-9.056250572E0,-2.955000114E1
3.467766022E1,3.200625229E1,-7.237500191E0,-3.086250114E1
3.468766022E1,3.108750153E1,-8.325000763E0,-2.746875191E1
3.469766022E1,2.716875076E1,-9.018750191E0,-2.688750076E1
3.470766022E1,2.467500114E1,-7.968750477E0,-2.396250153E1
3.471766022E1,2.416875076E1,-1.016250038E1,-2.767500114E1
3.472766022E1,2.788125038E1,-9.056250572E0,-3.063750076E1
3.473766022E1,2.973750114E1,-1.121250057E1,-3.283125305E1
3.474766022E1,2.926875114E1,-1.134375000E1,-3.031875038E1
3.475766022E1,2.598750114E1,-8.887500763E0,-2.563125038E1
3.476766022E1,2.210625076E1,-1.098750019E1,-2.430000114E1
3.477766022E1,2.296875000E1,-1.016250038E1,-2.516250038E1
3.478766022E1,2.683125114E1,-1.048125076E1,-2.801250076E1
3.479766022E1,3.090000153E1,-8.118750572E0,-3.185625076E1
3.480766022E1,2.885625076E1,-9.468750000E0,-3.015000153E1
3.481766022E1,2.578125191E1,-9.112500191E0,-2.731875038E1
3.482766022E1,2.360625076E1,-8.475000381E0,-2.265000153E1
3.483766022E1,2.295000076E1,-9.637500763E0,-2.332500076E1
3.484766022E1,2.752500153E1,-8.887500763E0,-2.908125114E1
3.485766022E1,2.988750076E1,-7.856250286E0,-3.123750114E1
3.486766022E1,2.971875191E1,-8.006250381E0,-3.060000038E1
3.487766022E1,2.563125038E1,-7.706250191E0,-2.790000153E1
3.488766022E1,2.467500114E1,-7.668750286E0,-2.461875153E1
3.489766022E1,2.302500153E1,-9.618750572E0,-2.833125114E1
3.490766022E1,2.701875114E1,-1.051875019E1,-2.988750076E1
3.491766022E1,3.114375114E1,-8.081250191E0,-3.076875114E1
3.492766022E1,3.105000114E1,-7.143750191E0,-3.069375038E1
3.493766022E1,2.801250076E1,-7.350000381E0,-2.595000076E1
3.494766022E1,2.242500114E1,-9.243750572E0,-2.460000038E1
3.495766022E1,2.409375191E1,-7.106250286E0,-2.544375038E1
3.496766022E1,2.715000153E1,-9.243750572E0,-3.015000153E1
3.497766022E1,3.097500038E1,-8.793750763E0,-3.352500153E1
3.498766022E1,3.060000038E1,-9.843750000E0,-3.076875114E1
3.499766022E1,2.758125114E1,-8.493750572E0,-2.630625153E1
3.500766022E1,2.283750153E1,-8.737500191E0,-2.433750153E1
3.501766022E1,2.347500038E1,-9.975000381E0,-2.488125038E1
3.502766022E1,2.557500076E1,-1.025625038E1,-2.863125038E1
3.503766022E1,2.885625076E1,-1.029375076E1,-3.196875191E1
3.504766022E1,3.234375000E1,-6.937500477E0,-3.198750114E1
3.505766022E1,2.677500153E1,-9.075000763E0,-2.874375153E1
3.506766022E1,2.371875000E1,-9.018750191E0,-2.527500153E1
3.507766022E1,2.250000000E1,-9.581250191E0,-2.613750076E1
3.508766022E1,2.602500153E1,-9.281250000E0,-2.902500153E1
3.509766022E1,3.067500114E1,-7.518750191E0,-3.223125076E1
3.510766022E1,3.005625153E1,-9.150000572E0,-3.270000076E1
3.511766022E1,2.780625153E1,-7.556250095E0,-2.733750153E1
3.512766022E1,2.315625000E1,-7.500000477E0,-2.647500038E1
3.513766022E1,2.176875114E1,-1.006875038E1,-2.484375191E1
3.514766022E1,2.581875038E1,-8.043750763E0,-2.960625076E1
3.515766022E1,2.934375191E1,-7.143750191E0,-3.316875076E1
3.516766022E1,3.187500191E1,-8.118750572E0,-3.421875000E1
3.517766022E1,2.750625038E1,-8.381250381E0,-2.756250191E1
3.518766022E1,2.321250153E1,-7.650000095E0,-2.630625153E1
3.519766022E1,2.154375076E1,-8.531250000E0,-2.621250153E1
3.520766022E1,2.386875153E1,-9.112500191E0,-2.964375114E1
3.521766022E1,3.178125191E1,-8.718750000E0,-3.245625305E1
3.522766022E1,3.065625191E1,-9.075000763E0,-3.163125038E1
3.523766022E1,2.773125076E1,-8.362500191E0,-2.788125038E1
3.524766022E1,2.244375038E1,-1.098750019E1,-2.508750153E1
3.525766022E1,2.253750038E1,-9.543750763E0,-2.458125114E1
3.526766022E1,2.544375038E1,-1.059375000E1,-2.938125038E1
3.527766022E1,2.778750038E1,-9.900000572E0,-3.245625305E1
3.528766022E1,2.975625038E1,-1.036875057E1,-3.024375153E1
3.529766022E1,2.767500114E1,-8.212500572E0,-2.775000191E1
3.530766022E1,2.259375000E1,-8.756250381E0,-2.495625114E1
3.531766022E1,1.961250114E1,-9.262500763E0,-2.550000191E1
3.532766022E1,2.409375191E1,-1.096875000E1,-2.808750153E1
3.533766022E1,2.938125038E1,-8.025000572E0,-3.091875076E1
3.534766022E1,2.979375076E1,-8.362500191E0,-3.275625229E1
3.535766022E1,2.812500191E1,-9.412500381E0,-2.640000153E1
3.536766022E1,2.229375076E1,-1.134375000E1,-2.615625191E1
3.537766022E1,1.978125000E1,-1.033125019E1,-2.431875038E1
3.538766022E1,2.424375153E1,-1.111875057E1,-2.853750038E1
3.539766022E1,2.923125076E1,-8.381250381E0,-3.211875153E1
3.540766022E1,3.142500114E1,-1.061250019E1,-3.150000191E1
3.541766022E1,2.870625114E1,-9.900000572E0,-2.823750114E1
3.542766022E1,2.255625153E1,-1.128750038E1,-2.460000038E1
3.543766022E1,1.995000076E1,-1.080000019E1,-2.443125153E1
3.544766022E1,2.319375038E1,-1.215000057E1,-2.874375153E1
3.545766022E1,3.050625038E1,-1.068750000E1,-3.195000076E1
3.546766022E1,3.054375076E1,-9.393750191E0,-3.159375191E1
3.547766022E1,2.829375076E1,-7.087500095E0,-2.893125153E1
3.548766022E1,2.212500000E1,-1.005000019E1,-2.484375191E1
3.549766022E1,1.948125076E1,-1.209375095E1,-2.401875114E1
3.550766022E1,2.216250038E1,-1.198125076E1,-2.625000191E1
3.551766022E1,2.908125114E1,-9.375000000E0,-3.360000229E1
3.552766022E1,3.155625153E1,-9.356250763E0,-3.208125305E1
3.553766022E1,2.722500038E1,-9.375000000E0,-2.872500038E1
3.554766022E1,2.158125114E1,-9.337500572E0,-2.645625114E1
3.555766022E1,1.878750038E1,-1.151250076E1,-2.452500153E1
3.556766022E1,2.191875076E1,-9.637500763E0,-2.675625038E1
3.557766022E1,2.816250038E1,-9.206250191E0,-3.078750038E1
3.558766022E1,3.148125076E1,-9.000000000E0,-3.054375076E1
3.559766022E1,2.760000038E1,-8.081250191E0,-2.868750191E1
3.560766022E1,2.176875114E1,-9.131250381E0,-2.553750038E1
3.561766022E1,1.995000076E1,-1.016250038E1,-2.448750114E1
3.562766022E1,2.315625000E1,-9.262500763E0,-2.758125114E1
3.563766022E1,2.835000038E1,-1.080000019E1,-3.144375038E1
3.564766022E1,3.007500076E1,-9.131250381E0,-3.240000153E1
3.565766022E1,2.677500153E1,-9.075000763E0,-2.874375153E1
3.566766022E1,2.285625076E1,-8.700000763E0,-2.310000038E1
3.567766022E1,1.938750076E1,-8.418750763E0,-2.291250038E1
3.568766022E1,2.227500153E1,-1.012500000E1,-2.827500153E1
3.569766022E1,2.782500076E1,-8.925000191E0,-3.127500153E1
3.570766022E1,3.133125114E1,-9.656250000E0,-3.112500191E1
3.571766022E1,2.919375038E1,-7.050000191E0,-2.941875076E1
3.572766022E1,2.281875038E1,-9.075000763E0,-2.525625038E1
3.573766022E1,2.026875114E1,-9.356250763E0,-2.424375153E1
3.574766022E1,2.173125076E1,-9.187500000E0,-2.741250038E1
3.575766022E1,2.709375191E1,-9.112500191E0,-3.061875153E1
3.576766022E1,3.165000153E1,-9.075000763E0,-3.350625229E1
3.577766022E1,2.806875038E1,-8.568750381E0,-3.005625153E1
3.578766022E1,2.351250076E1,-8.381250381E0,-2.469375038E1
3.579766022E1,1.965000153E1,-9.225000381E0,-2.394375038E1
3.580766022E1,2.188125038E1,-1.123125076E1,-2.709375191E1
3.581766022E1,3.097500038E1,-7.856250286E0,-3.376875305E1
3.582766022E1,3.406875229E1,-7.950000286E0,-3.240000153E1
3.583766022E1,3.120000076E1,-8.231250763E0,-3.091875076E1
3.584766022E1,2.358750153E1,-7.800000191E0,-2.724375153E1
3.585766022E1,2.120625114E1,-7.387500286E0,-2.396250153E1
3.586766022E1,2.454375076E1,-7.631250381E0,-2.851875114E1
3.587766022E1,3.108750153E1,-9.093750000E0,-3.318750000E1
3.588766022E1,3.403125000E1,-8.006250381E0,-3.457500076E1
3.589766022E1,3.157500076E1,-8.381250381E0,-3.153750038E1
3.590766022E1,2.476875114E1,-1.008750057E1,-2.628750038E1
3.591766022E1,2.156250000E1,-7.593750477E0,-2.645625114E1
3.592766022E1,2.311875153E1,-1.057500076E1,-2.887500191E1
3.593766022E1,2.893125153E1,-7.050000191E0,-3.474375153E1
3.594766022E1,3.196875191E1,-8.456250191E0,-3.528750229E1
3.595766022E1,3.118125153E1,-6.093750477E0,-3.345000076E1
3.596766022E1,2.330625153E1,-6.431250095E0,-2.844375038E1
3.597766022E1,1.987500000E1,-9.431250572E0,-2.641875076E1
3.598766022E1,2.233125114E1,-8.493750572E0,-2.655000114E1
3.599766022E1,2.855625153E1,-9.337500572E0,-3.063750076E1
3.600766022E1,3.266250229E1,-9.637500763E0,-3.363750076E1
3.601766022E1,3.003750038E1,-8.962500572E0,-3.146250153E1
3.602766022E1,2.443125153E1,-8.643750191E0,-2.469375038E1
3.603766022E1,2.092500114E1,-8.193750381E0,-2.388750076E1
3.604766022E1,2.011875153E1,-1.147500038E1,-2.641875076E1
3.605766022E1,2.898750114E1,-8.418750763E0,-3.273750305E1
3.606766022E1,3.266250229E1,-9.862500191E0,-3.611250305E1
3.607766022E1,2.985000038E1,-7.912500381E0,-3.343125153E1
3.608766022E1,2.643750191E1,-5.475000381E0,-2.889375114E1
3.609766022E1,2.118750000E1,-7.425000191E0,-2.505000114E1
3.610766022E1,2.379375076E1,-9.375000000E0,-2.711250114E1
3.611766022E1,2.947500038E1,-7.425000191E0,-3.236250305E1
3.612766022E1,3.451875305E1,-7.237500191E0,-3.652500153E1
3.613766022E1,3.292500305E1,-7.087500095E0,-3.339375305E1
3.614766022E1,2.355000114E1,-7.875000477E0,-2.941875076E1
3.615766022E1,1.961250114E1,-8.962500572E0,-2.615625191E1
3.616766022E1,2.201250076E1,-9.356250763E0,-2.803125191E1
3.617766022E1,2.988750076E1,-8.475000381E0,-3.073125076E1
3.618766022E1,3.517500305E1,-8.868750572E0,-3.358125305E1
3.619766022E1,3.268125153E1,-9.300000191E0,-3.241875076E1
3.620766022E1,2.475000191E1,-1.012500000E1,-2.737500191E1
3.621766022E1,1.987500000E1,-8.906250000E0,-2.428125191E1
3.622766022E1,2.853750038E1,-9.375000000E0,-3.172500038E1
3.623766022E1,2.853750038E1,-9.375000000E0,-3.172500038E1
3.624766022E1,3.382500076E1,-9.131250381E0,-3.526875305E1
3.625766022E1,2.572500038E1,-8.943750381E0,-2.748750114E1
3.626766022E1,1.901250076E1,-1.035000038E1,-2.321250153E1
3.627766022E1,2.026875114E1,-9.581250191E0,-2.656875038E1
3.628766022E1,2.786250114E1,-1.179375076E1,-3.228750229E1
3.629766022E1,3.423750305E1,-8.643750191E0,-3.515625000E1
3.630766022E1,3.266250229E1,-7.856250286E0,-3.176250076E1
3.631766022E1,2.490000153E1,-8.193750381E0,-2.645625114E1
3.632766022E1,2.006250000E1,-8.718750000E0,-2.368125153E1
3.633766022E1,1.910625076E1,-9.450000763E0,-2.531250191E1
3.634766022E1,2.761875153E1,-9.825000763E0,-2.917500114E1
3.635766022E1,3.268125153E1,-8.081250191E0,-3.423750305E1
3.636766022E1,3.198750114E1,-9.956250191E0,-3.219375229E1
3.637766022E1,2.415000153E1,-8.718750000E0,-2.686875153E1
3.638766022E1,1.747500038E1,-1.029375076E1,-2.366250038E1
3.639766022E1,1.839375114E1,-1.044375038E1,-2.568750191E1
3.640766022E1,2.568750191E1,-1.140000057E1,-3.011250114E1
3.641766022E1,3.324375153E1,-8.043750763E0,-3.455625153E1
3.642766022E1,3.067500114E1,-9.262500763E0,-3.301875305E1
3.643766022E1,2.356875038E1,-8.156250000E0,-2.814375114E1
3.644766022E1,1.942500114E1,-9.225000381E0,-2.330625153E1
3.645766022E1,1.811250114E1,-1.091250038E1,-2.471250153E1
3.646766022E1,2.514375114E1,-1.046250057E1,-2.955000114E1
3.647766022E1,3.311250305E1,-7.143750191E0,-3.603750229E1
3.648766022E1,3.360000229E1,-7.687500477E0,-3.382500076E1
3.649766022E1,2.563125038E1,-8.625000000E0,-2.688750076E1
3.650766022E1,1.674375153E1,-1.100625038E1,-2.514375114E1
3.651766022E1,1.824375153E1,-1.059375000E1,-2.443125153E1
3.652766022E1,2.660625076E1,-9.468750000E0,-3.136875153E1
3.653766022E1,3.313125229E1,-1.012500000E1,-3.532500076E1
3.654766022E1,3.305625153E1,-8.231250763E0,-3.517500305E1
3.655766022E1,2.497500038E1,-8.550000191E0,-2.861250114E1
3.656766022E1,1.929375076E1,-9.562500000E0,-2.390625000E1
3.657766022E1,1.985625076E1,-9.225000381E0,-2.441250038E1
3.658766022E1,2.662500191E1,-9.450000763E0,-3.028125191E1
3.659766022E1,3.382500076E1,-8.231250763E0,-3.658125305E1
3.660766022E1,3.236250305E1,-8.887500763E0,-3.448125076E1
3.661766022E1,2.576250076E1,-7.368750095E0,-2.731875038E1
3.662766022E1,1.978125000E1,-9.712500572E0,-2.484375191E1
3.663766022E1,1.835625076E1,-1.029375076E1,-2.523750114E1
3.664766022E1,2.707500076E1,-1.006875038E1,-3.071250153E1
3.665766022E1,3.322500229E1,-8.062500000E0,-3.502500153E1
3.666766022E1,3.350625229E1,-7.050000191E0,-3.292500305E1
3.667766022E1,2.473125076E1,-8.568750381E0,-2.908125114E1
3.668766022E1,1.925625038E1,-7.837500095E0,-2.435625076E1
3.669766022E1,1.897500038E1,-1.040625000E1,-2.508750153E1
3.670766022E1,2.600625038E1,-9.337500572E0,-3.075000191E1
3.671766022E1,3.367500305E1,-8.662500381E0,-3.466875076E1
3.672766022E1,3.412500000E1,-7.181250095E0,-3.356250000E1
3.673766022E1,2.565000153E1,-7.987500191E0,-2.664375114E1
3.674766022E1,1.811250114E1,-1.091250038E1,-2.471250153E1
3.675766022E1,1.903125000E1,-1.055625057E1,-2.521875191E1
3.676766022E1,2.617500114E1,-8.231250763E0,-3.131250191E1
3.677766022E1,3.373125076E1,-7.275000095E0,-3.620625305E1
3.678766022E1,3.243750000E1,-7.256250381E0,-3.243750000E1
3.679766022E1,2.703750038E1,-9.337500572E0,-2.731875038E1
3.680766022E1,1.936875153E1,-1.147500038E1,-2.452500153E1
3.681766022E1,1.968750000E1,-1.117500019E1,-2.611875153E1
3.682766022E1,2.613750076E1,-1.044375038E1,-3.144375038E1
3.683766022E1,3.159375191E1,-7.350000381E0,-3.427500153E1
3.684766022E1,3.181875038E1,-7.968750477E0,-3.408750153E1
3.685766022E1,2.452500153E1,-8.550000191E0,-2.782500076E1
3.686766022E1,1.895625114E1,-1.260000038E1,-2.443125153E1
3.687766022E1,2.010000038E1,-1.151250076E1,-2.797500038E1
3.688766022E1,2.668125153E1,-1.046250057E1,-3.300000000E1
3.689766022E1,3.193125153E1,-7.368750095E0,-3.538125229E1
3.690766022E1,3.003750038E1,-9.187500000E0,-3.425625229E1
3.691766022E1,2.536875153E1,-8.681250572E0,-2.844375038E1
3.692766022E1,1.905000114E1,-1.053750038E1,-2.445000076E1
3.693766022E1,1.933125114E1,-1.091250038E1,-2.707500076E1
3.694766022E1,2.651250076E1,-1.061250019E1,-3.236250305E1
3.695766022E1,3.180000114E1,-1.038750076E1,-3.590625000E1
3.696766022E1,3.071250153E1,-9.787500381E0,-3.438750076E1
3.697766022E1,2.454375076E1,-8.775000572E0,-3.030000114E1
3.698766022E1,1.948125076E1,-9.600000381E0,-2.578125191E1
3.699766022E1,1.959375000E1,-1.168125057E1,-2.731875038E1
3.700766022E1,2.585625076E1,-1.031250000E1,-3.159375191E1
