
time,ax,ay,az,wx,wy,wz,I,Latitude,Longitude,Speed (m/s),
13:20:18:069,-0.2199,-0.3513,0.3828,0.1439,-0.0308,-0.0985,324.0000,50.37562199,16.28176774,0.00000000,
13:20:18:082,-0.2199,-0.3513,0.3828,0.0538,-0.0593,-0.1648,324.0000,50.37562199,16.28176774,0.00000000,
13:20:18:087,-0.2199,-0.3513,0.3828,0.0538,-0.0593,-0.1648,321.9750,50.37562199,16.28176774,0.00000000,
13:20:18:095,0.1074,-0.1676,-0.2152,0.0538,-0.0593,-0.1648,321.9750,50.37562199,16.28176774,0.00000000,
13:20:18:137,0.1074,-0.1676,-0.2152,0.0538,-0.0593,-0.1648,321.9750,50.37562199,16.28176774,0.00000000,
13:20:18:149,0.1074,-0.1676,-0.2152,0.0632,-0.2914,0.0119,321.9750,50.37562199,16.28176774,0.00000000,
13:20:18:162,-0.5198,-0.2110,-0.3377,0.0632,-0.2914,0.0119,321.9750,50.37562199,16.28176774,0.00000000,
13:20:18:204,-0.5198,-0.2110,-0.3377,0.0632,-0.2914,0.0119,321.9750,50.37562199,16.28176774,0.00000000,
13:20:18:217,-0.5198,-0.2110,-0.3377,-0.0522,-0.1075,-0.1590,321.9750,50.37562199,16.28176774,0.00000000,
13:20:18:231,0.3472,-0.0948,-0.0309,-0.0522,-0.1075,-0.1590,321.9750,50.37562199,16.28176774,0.00000000,
13:20:18:272,0.3472,-0.0948,-0.0309,-0.0522,-0.1075,-0.1590,321.9750,50.37562199,16.28176774,0.00000000,
13:20:18:284,0.3472,-0.0948,-0.0309,0.0970,-0.0515,-0.1045,321.9750,50.37562199,16.28176774,0.00000000,
13:20:18:298,-0.0179,-0.2676,0.3955,0.0970,-0.0515,-0.1045,321.9750,50.37562199,16.28176774,0.00000000,
13:20:18:340,-0.0179,-0.2676,0.3955,0.0970,-0.0515,-0.1045,321.9750,50.37562199,16.28176774,0.00000000,
13:20:18:354,-0.0179,-0.2676,0.3955,0.0583,-0.0912,-0.1823,321.9750,50.37562199,16.28176774,0.00000000,
13:20:18:364,-0.0699,0.1164,0.1715,0.0583,-0.0912,-0.1823,321.9750,50.37562199,16.28176774,0.00000000,
13:20:18:405,-0.0699,0.1164,0.1715,0.0583,-0.0912,-0.1823,317.9925,50.37562199,16.28176774,0.00000000,
13:20:18:408,-0.0699,0.1164,0.1715,0.0583,-0.0912,-0.1823,317.9925,50.37562199,16.28176774,0.00000000,
13:20:18:421,-0.0699,0.1164,0.1715,-0.0350,-0.1461,-0.2416,317.9925,50.37562199,16.28176774,0.00000000,
13:20:18:433,0.2209,0.3244,-0.3373,-0.0350,-0.1461,-0.2416,317.9925,50.37562199,16.28176774,0.00000000,
13:20:18:476,0.2209,0.3244,-0.3373,-0.0350,-0.1461,-0.2416,317.9925,50.37562199,16.28176774,0.00000000,
13:20:18:488,0.2209,0.3244,-0.3373,0.1301,-0.3572,-0.0110,317.9925,50.37562199,16.28176774,0.00000000,
13:20:18:503,-0.1533,-0.4911,0.3176,0.1301,-0.3572,-0.0110,317.9925,50.37562199,16.28176774,0.00000000,
13:20:18:545,-0.1533,-0.4911,0.3176,0.1301,-0.3572,-0.0110,317.9925,50.37562199,16.28176774,0.00000000,
13:20:18:556,-0.1533,-0.4911,0.3176,0.3606,-0.7115,0.3457,317.9925,50.37562199,16.28176774,0.00000000,
13:20:18:565,-0.1533,-0.4911,0.3176,0.3606,-0.7115,0.3457,315.9675,50.37562199,16.28176774,0.00000000,
13:20:18:569,0.7650,-0.8594,0.8990,0.3606,-0.7115,0.3457,315.9675,50.37562199,16.28176774,0.00000000,
13:20:18:611,0.7650,-0.8594,0.8990,0.3606,-0.7115,0.3457,315.9675,50.37562199,16.28176774,0.00000000,
13:20:18:624,0.7650,-0.8594,0.8990,0.3571,-1.0502,0.2555,315.9675,50.37562199,16.28176774,0.00000000,
13:20:18:636,2.1464,-0.8468,0.4133,0.3571,-1.0502,0.2555,315.9675,50.37562199,16.28176774,0.00000000,
13:20:18:679,2.1464,-0.8468,0.4133,0.3571,-1.0502,0.2555,315.9675,50.37562199,16.28176774,0.00000000,
13:20:18:692,2.1464,-0.8468,0.4133,-0.1350,-1.4539,-0.1301,315.9675,50.37562199,16.28176774,0.00000000,
13:20:18:705,2.8299,-0.3261,-1.1426,-0.1350,-1.4539,-0.1301,315.9675,50.37562199,16.28176774,0.00000000,
13:20:18:726,2.8299,-0.3261,-1.1426,-0.1350,-1.4539,-0.1301,301.9950,50.37562199,16.28176774,0.00000000,
13:20:18:747,2.8299,-0.3261,-1.1426,-0.1350,-1.4539,-0.1301,301.9950,50.37562199,16.28176774,0.00000000,
13:20:18:759,2.8299,-0.3261,-1.1426,-0.3496,-1.7484,-0.3691,301.9950,50.37562199,16.28176774,0.00000000,
13:20:18:772,1.7823,-0.3235,-0.7329,-0.3496,-1.7484,-0.3691,301.9950,50.37562199,16.28176774,0.00000000,
13:20:18:815,1.7823,-0.3235,-0.7329,-0.3496,-1.7484,-0.3691,301.9950,50.37562199,16.28176774,0.00000000,
13:20:18:829,1.7823,-0.3235,-0.7329,-0.5531,-1.9726,-0.6002,301.9950,50.37562199,16.28176774,0.00000000,
13:20:18:840,0.4515,-0.4005,0.2192,-0.5531,-1.9726,-0.6002,301.9950,50.37562199,16.28176774,0.00000000,
13:20:18:882,0.4515,-0.4005,0.2192,-0.5531,-1.9726,-0.6002,301.9950,50.37562199,16.28176774,0.00000000,
13:20:18:887,0.4515,-0.4005,0.2192,-0.5531,-1.9726,-0.6002,265.0050,50.37562199,16.28176774,0.00000000,
13:20:18:896,0.4515,-0.4005,0.2192,-0.8555,-1.8515,-0.7474,265.0050,50.37562199,16.28176774,0.00000000,
13:20:18:908,-0.5158,-0.4070,0.5353,-0.8555,-1.8515,-0.7474,265.0050,50.37562199,16.28176774,0.00000000,
13:20:18:951,-0.5158,-0.4070,0.5353,-0.8555,-1.8515,-0.7474,265.0050,50.37562199,16.28176774,0.00000000,
13:20:18:966,-0.5158,-0.4070,0.5353,-0.9934,-1.6327,-0.8106,265.0050,50.37562199,16.28176774,0.00000000,
13:20:18:976,-1.1798,-0.3252,0.5223,-0.9934,-1.6327,-0.8106,265.0050,50.37562199,16.28176774,0.00000000,
13:20:19:018,-1.1798,-0.3252,0.5223,-0.9934,-1.6327,-0.8106,265.0050,50.37562199,16.28176774,0.00000000,
13:20:19:047,-1.1798,-0.3252,0.5223,-0.8373,-1.8651,-0.7448,265.0050,50.37562199,16.28176774,0.00000000,
13:20:19:048,-1.9119,-0.1148,1.1511,-0.8373,-1.8651,-0.7448,265.0050,50.37562199,16.28176774,0.00000000,
13:20:19:050,-1.9119,-0.1148,1.1511,-0.8373,-1.8651,-0.7448,252.9900,50.37562199,16.28176774,0.00000000,
13:20:19:086,-1.9119,-0.1148,1.1511,-0.8373,-1.8651,-0.7448,252.9900,50.37562199,16.28176774,0.00000000,
13:20:19:099,-1.9119,-0.1148,1.1511,-1.0991,-1.9482,-0.8059,252.9900,50.37562199,16.28176774,0.00000000,
13:20:19:112,-1.5783,0.3977,0.6961,-1.0991,-1.9482,-0.8059,252.9900,50.37562199,16.28176774,0.00000000,
13:20:19:154,-1.5783,0.3977,0.6961,-1.0991,-1.9482,-0.8059,252.9900,50.37562199,16.28176774,0.00000000,
13:20:19:166,-1.5783,0.3977,0.6961,-1.9254,-1.7976,-0.7408,252.9900,50.37562199,16.28176774,0.00000000,
13:20:19:179,-1.1721,0.7857,-0.7700,-1.9254,-1.7976,-0.7408,252.9900,50.37562199,16.28176774,0.00000000,
13:20:19:205,-1.1721,0.7857,-0.7700,-1.9254,-1.7976,-0.7408,251.0325,50.37562199,16.28176774,0.00000000,
13:20:19:223,-1.1721,0.7857,-0.7700,-1.9254,-1.7976,-0.7408,251.0325,50.37562199,16.28176774,0.00000000,
13:20:19:234,-1.1721,0.7857,-0.7700,-2.0458,-1.9012,-0.3140,251.0325,50.37562199,16.28176774,0.00000000,
13:20:19:246,-1.3239,0.6768,-0.4221,-2.0458,-1.9012,-0.3140,251.0325,50.37562199,16.28176774,0.00000000,
13:20:19:289,-1.3239,0.6768,-0.4221,-2.0458,-1.9012,-0.3140,251.0325,50.37562199,16.28176774,0.00000000,
13:20:19:302,-1.3239,0.6768,-0.4221,-1.2886,-2.8026,-0.7592,251.0325,50.37562199,16.28176774,0.00000000,
13:20:19:315,-2.6215,0.8618,0.2503,-1.2886,-2.8026,-0.7592,251.0325,50.37562199,16.28176774,0.00000000,
13:20:19:356,-2.6215,0.8618,0.2503,-1.2886,-2.8026,-0.7592,251.0325,50.37562199,16.28176774,0.00000000,
13:20:19:365,-2.6215,0.8618,0.2503,-1.2886,-2.8026,-0.7592,224.9775,50.37562199,16.28176774,0.00000000,
13:20:19:370,-2.6215,0.8618,0.2503,-0.0386,-2.9902,0.5528,224.9775,50.37562199,16.28176774,0.00000000,
13:20:19:383,-3.4957,-0.9165,2.2370,-0.0386,-2.9902,0.5528,224.9775,50.37562199,16.28176774,0.00000000,
13:20:19:426,-3.4957,-0.9165,2.2370,-0.0386,-2.9902,0.5528,224.9775,50.37562199,16.28176774,0.00000000,
13:20:19:437,-3.4957,-0.9165,2.2370,1.4048,-5.3568,-0.6390,224.9775,50.37562199,16.28176774,0.00000000,
13:20:19:451,-3.7282,-0.5012,4.4756,1.4048,-5.3568,-0.6390,224.9775,50.37562199,16.28176774,0.00000000,
13:20:19:493,-3.7282,-0.5012,4.4756,1.4048,-5.3568,-0.6390,224.9775,50.37562199,16.28176774,0.00000000,
13:20:19:505,-3.7282,-0.5012,4.4756,0.8827,-5.3861,0.4099,224.9775,50.37562199,16.28176774,0.00000000,
13:20:19:517,-4.4012,-0.3981,3.2941,0.8827,-5.3861,0.4099,224.9775,50.37562199,16.28176774,0.00000000,
13:20:19:525,-4.4012,-0.3981,3.2941,0.8827,-5.3861,0.4099,155.9925,50.37562199,16.28176774,0.00000000,
13:20:19:561,-4.4012,-0.3981,3.2941,0.8827,-5.3861,0.4099,155.9925,50.37562199,16.28176774,0.00000000,
13:20:19:573,-4.4012,-0.3981,3.2941,1.2162,-4.8807,0.4178,155.9925,50.37562199,16.28176774,0.00000000,
13:20:19:586,-1.3200,-0.7208,1.2626,1.2162,-4.8807,0.4178,155.9925,50.37562199,16.28176774,0.00000000,
13:20:19:628,-1.3200,-0.7208,1.2626,1.2162,-4.8807,0.4178,155.9925,50.37562199,16.28176774,0.00000000,
13:20:19:642,-1.3200,-0.7208,1.2626,3.2379,-5.4132,-0.5380,155.9925,50.37562199,16.28176774,0.00000000,
13:20:19:654,2.7336,-1.8189,5.2811,3.2379,-5.4132,-0.5380,155.9925,50.37562199,16.28176774,0.00000000,
13:20:19:685,2.7336,-1.8189,5.2811,3.2379,-5.4132,-0.5380,88.0200,50.37562199,16.28176774,0.00000000,
13:20:19:696,2.7336,-1.8189,5.2811,3.2379,-5.4132,-0.5380,88.0200,50.37562199,16.28176774,0.00000000,
13:20:19:710,2.7336,-1.8189,5.2811,3.5343,-3.8426,-0.3088,88.0200,50.37562199,16.28176774,0.00000000,
13:20:19:722,0.2312,-2.1660,3.0899,3.5343,-3.8426,-0.3088,88.0200,50.37562199,16.28176774,0.00000000,
13:20:19:764,0.2312,-2.1660,3.0899,3.5343,-3.8426,-0.3088,88.0200,50.37562199,16.28176774,0.00000000,
13:20:19:777,0.2312,-2.1660,3.0899,2.4706,-3.1705,-0.4687,88.0200,50.37562199,16.28176774,0.00000000,
13:20:19:790,2.4306,-1.6333,-1.0771,2.4706,-3.1705,-0.4687,88.0200,50.37562199,16.28176774,0.00000000,
13:20:19:832,2.4306,-1.6333,-1.0771,2.4706,-3.1705,-0.4687,88.0200,50.37562199,16.28176774,0.00000000,
13:20:19:844,2.4306,-1.6333,-1.0771,2.2498,-1.8173,-0.4094,88.0200,50.37562199,16.28176774,0.00000000,
13:20:19:850,2.4306,-1.6333,-1.0771,2.2498,-1.8173,-0.4094,35.9775,50.37562199,16.28176774,0.00000000,
13:20:19:857,1.6365,-0.5888,-1.4005,2.2498,-1.8173,-0.4094,35.9775,50.37562199,16.28176774,0.00000000,
13:20:19:900,1.6365,-0.5888,-1.4005,2.2498,-1.8173,-0.4094,35.9775,50.37562199,16.28176774,0.00000000,
13:20:19:912,1.6365,-0.5888,-1.4005,1.9019,-1.5864,-0.5628,35.9775,50.37562199,16.28176774,0.00000000,
13:20:19:924,0.4551,-0.9344,-1.4884,1.9019,-1.5864,-0.5628,35.9775,50.37562199,16.28176774,0.00000000,
13:20:19:967,0.4551,-0.9344,-1.4884,1.9019,-1.5864,-0.5628,35.9775,50.37562199,16.28176774,0.00000000,
13:20:19:979,0.4551,-0.9344,-1.4884,0.9219,-0.9429,-0.2714,35.9775,50.37562199,16.28176774,0.00000000,
13:20:19:993,-1.7764,-1.5281,-2.4545,0.9219,-0.9429,-0.2714,35.9775,50.37562199,16.28176774,0.00000000,
13:20:20:004,-1.7764,-1.5281,-2.4545,0.9219,-0.9429,-0.2714,24.0300,50.37562199,16.28176774,0.00000000,
13:20:20:035,-1.7764,-1.5281,-2.4545,0.9219,-0.9429,-0.2714,24.0300,50.37562199,16.28176774,0.00000000,
13:20:20:047,-1.7764,-1.5281,-2.4545,0.0522,0.0983,0.0519,24.0300,50.37562199,16.28176774,0.00000000,
13:20:20:062,-1.8598,-1.6607,-2.9109,0.0522,0.0983,0.0519,24.0300,50.37562199,16.28176774,0.00000000,
13:20:20:103,-1.8598,-1.6607,-2.9109,0.0522,0.0983,0.0519,24.0300,50.37562199,16.28176774,0.00000000,
13:20:20:116,-1.8598,-1.6607,-2.9109,0.0475,-0.1379,-0.0334,24.0300,50.37562199,16.28176774,0.00000000,
13:20:20:128,-1.2418,-1.6752,-1.2332,0.0475,-0.1379,-0.0334,24.0300,50.37562199,16.28176774,0.00000000,
13:20:20:165,-1.2418,-1.6752,-1.2332,0.0475,-0.1379,-0.0334,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:171,-1.2418,-1.6752,-1.2332,0.0475,-0.1379,-0.0334,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:184,-1.2418,-1.6752,-1.2332,0.1666,-0.2909,-0.1371,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:196,-0.8154,-1.3292,-0.5280,0.1666,-0.2909,-0.1371,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:239,-0.8154,-1.3292,-0.5280,0.1666,-0.2909,-0.1371,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:252,-0.8154,-1.3292,-0.5280,0.3221,-0.3430,-0.1973,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:264,-0.1728,-1.0219,0.2472,0.3221,-0.3430,-0.1973,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:307,-0.1728,-1.0219,0.2472,0.3221,-0.3430,-0.1973,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:318,-0.1728,-1.0219,0.2472,-0.0480,-0.0276,0.0206,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:329,-0.1728,-1.0219,0.2472,-0.0480,-0.0276,0.0206,2.0250,50.37562199,16.28176774,0.00000000,
13:20:20:333,-1.5346,-1.2311,-0.5728,-0.0480,-0.0276,0.0206,2.0250,50.37562199,16.28176774,0.00000000,
13:20:20:375,-1.5346,-1.2311,-0.5728,-0.0480,-0.0276,0.0206,2.0250,50.37562199,16.28176774,0.00000000,
13:20:20:387,-1.5346,-1.2311,-0.5728,0.3381,0.4400,0.0473,2.0250,50.37562199,16.28176774,0.00000000,
13:20:20:399,-1.2095,-0.9771,0.4618,0.3381,0.4400,0.0473,2.0250,50.37562199,16.28176774,0.00000000,
13:20:20:441,-1.2095,-0.9771,0.4618,0.3381,0.4400,0.0473,2.0250,50.37562199,16.28176774,0.00000000,
13:20:20:456,-1.2095,-0.9771,0.4618,0.0116,-0.0420,-0.0168,2.0250,50.37562199,16.28176774,0.00000000,
13:20:20:467,-0.5524,-0.6327,-0.1184,0.0116,-0.0420,-0.0168,2.0250,50.37562199,16.28176774,0.00000000,
13:20:20:486,-0.5524,-0.6327,-0.1184,0.0116,-0.0420,-0.0168,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:510,-0.5524,-0.6327,-0.1184,0.0116,-0.0420,-0.0168,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:522,-0.5524,-0.6327,-0.1184,0.0000,-0.0031,0.0000,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:536,-0.6010,-0.5349,0.0534,0.0000,-0.0031,0.0000,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:577,-0.6010,-0.5349,0.0534,0.0000,-0.0031,0.0000,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:590,-0.6010,-0.5349,0.0534,-0.0005,0.0000,-0.0000,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:602,-0.5379,-0.5725,-0.0015,-0.0005,0.0000,-0.0000,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:645,-0.5379,-0.5725,-0.0015,-0.0005,0.0000,-0.0000,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:660,-0.5379,-0.5725,-0.0015,-0.0003,-0.0000,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:671,-0.4819,-0.5053,0.0014,-0.0003,-0.0000,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:713,-0.4819,-0.5053,0.0014,-0.0003,-0.0000,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:727,-0.4819,-0.5053,0.0014,0.0002,-0.0000,0.0000,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:739,-0.4238,-0.4423,-0.0004,0.0002,-0.0000,0.0000,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:781,-0.4238,-0.4423,-0.0004,0.0002,-0.0000,0.0000,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:795,-0.4238,-0.4423,-0.0004,-0.0002,-0.0000,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:806,-0.3788,-0.3964,0.0010,-0.0002,-0.0000,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:848,-0.3788,-0.3964,0.0010,-0.0002,-0.0000,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:861,-0.3788,-0.3964,0.0010,-0.0008,-0.0008,0.0000,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:879,-0.3393,-0.3542,0.0038,-0.0008,-0.0008,0.0000,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:915,-0.3393,-0.3542,0.0038,-0.0008,-0.0008,0.0000,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:929,-0.3393,-0.3542,0.0038,-0.0011,-0.0017,0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:944,-0.2784,-0.3312,0.0028,-0.0011,-0.0017,0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:984,-0.2784,-0.3312,0.0028,-0.0011,-0.0017,0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:20:996,-0.2784,-0.3312,0.0028,-0.0000,0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:010,-0.2835,-0.2541,0.0073,-0.0000,0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:053,-0.2835,-0.2541,0.0073,-0.0000,0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:065,-0.2835,-0.2541,0.0073,-0.0009,-0.0005,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:077,-0.2241,-0.2596,-0.0052,-0.0009,-0.0005,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:120,-0.2241,-0.2596,-0.0052,-0.0009,-0.0005,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:133,-0.2241,-0.2596,-0.0052,-0.0008,-0.0003,0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:146,-0.2152,-0.2227,0.0044,-0.0008,-0.0003,0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:188,-0.2152,-0.2227,0.0044,-0.0008,-0.0003,0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:200,-0.2152,-0.2227,0.0044,0.0003,-0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:213,-0.1773,-0.1957,0.0012,0.0003,-0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:256,-0.1773,-0.1957,0.0012,0.0003,-0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:268,-0.1773,-0.1957,0.0012,0.0000,-0.0000,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:280,-0.1709,-0.1764,-0.0013,0.0000,-0.0000,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:323,-0.1709,-0.1764,-0.0013,0.0000,-0.0000,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:336,-0.1709,-0.1764,-0.0013,-0.0005,0.0000,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:349,-0.1497,-0.1543,0.0044,-0.0005,0.0000,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:391,-0.1497,-0.1543,0.0044,-0.0005,0.0000,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:403,-0.1497,-0.1543,0.0044,-0.0005,-0.0000,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:417,-0.1234,-0.1318,0.0002,-0.0005,-0.0000,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:459,-0.1234,-0.1318,0.0002,-0.0005,-0.0000,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:473,-0.1234,-0.1318,0.0002,-0.0002,0.0000,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:484,-0.1259,-0.1274,0.0026,-0.0002,0.0000,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:527,-0.1259,-0.1274,0.0026,-0.0002,0.0000,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:541,-0.1259,-0.1274,0.0026,0.0002,-0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:553,-0.0996,-0.1087,-0.0014,0.0002,-0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:596,-0.0996,-0.1087,-0.0014,0.0002,-0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:609,-0.0996,-0.1087,-0.0014,0.0003,0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:620,-0.0863,-0.0907,0.0006,0.0003,0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:663,-0.0863,-0.0907,0.0006,0.0003,0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:675,-0.0863,-0.0907,0.0006,0.0000,-0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:687,-0.0886,-0.0879,0.0056,0.0000,-0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:730,-0.0886,-0.0879,0.0056,0.0000,-0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:743,-0.0886,-0.0879,0.0056,-0.0002,-0.0002,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:756,-0.0704,-0.0782,0.0012,-0.0002,-0.0002,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:798,-0.0704,-0.0782,0.0012,-0.0002,-0.0002,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:810,-0.0704,-0.0782,0.0012,-0.0003,-0.0000,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:824,-0.0582,-0.0678,-0.0005,-0.0003,-0.0000,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:866,-0.0582,-0.0678,-0.0005,-0.0003,-0.0000,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:878,-0.0582,-0.0678,-0.0005,-0.0002,-0.0000,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:892,-0.0667,-0.0638,-0.0018,-0.0002,-0.0000,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:934,-0.0667,-0.0638,-0.0018,-0.0002,-0.0000,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:947,-0.0667,-0.0638,-0.0018,0.0000,-0.0005,-0.0005,4.9950,50.37562199,16.28176774,0.00000000,
13:20:21:960,-0.0489,-0.0510,-0.0002,0.0000,-0.0005,-0.0005,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:000,-0.0489,-0.0510,-0.0002,0.0000,-0.0005,-0.0005,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:015,-0.0489,-0.0510,-0.0002,-0.0000,0.0002,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:028,-0.0403,-0.0462,-0.0013,-0.0000,0.0002,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:069,-0.0403,-0.0462,-0.0013,-0.0000,0.0002,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:081,-0.0403,-0.0462,-0.0013,-0.0003,-0.0003,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:096,-0.0427,-0.0425,0.0058,-0.0003,-0.0003,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:138,-0.0427,-0.0425,0.0058,-0.0003,-0.0003,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:150,-0.0427,-0.0425,0.0058,-0.0000,0.0000,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:162,-0.0397,-0.0374,-0.0015,-0.0000,0.0000,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:205,-0.0397,-0.0374,-0.0015,-0.0000,0.0000,-0.0002,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:218,-0.0397,-0.0374,-0.0015,-0.0002,-0.0000,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:230,-0.0326,-0.0366,-0.0014,-0.0002,-0.0000,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:272,-0.0326,-0.0366,-0.0014,-0.0002,-0.0000,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:285,-0.0326,-0.0366,-0.0014,-0.0003,-0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:299,-0.0274,-0.0286,0.0017,-0.0003,-0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:340,-0.0274,-0.0286,0.0017,-0.0003,-0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:353,-0.0274,-0.0286,0.0017,0.0005,-0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:365,-0.0277,-0.0303,-0.0043,0.0005,-0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:409,-0.0277,-0.0303,-0.0043,0.0005,-0.0002,-0.0003,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:421,-0.0277,-0.0303,-0.0043,-0.0002,-0.0000,0.0000,4.9950,50.37562199,16.28176774,0.00000000,
13:20:22:434,-0.0198,-0.0204,0.0020,-0.0002,-0.0000,0.0000,4.9950,50.37562199,16.28176774,0.00000000,
