
time,ax,ay,az,wx,wy,wz,I,Latitude,Longitude,Speed (m/s),
13:20:04:811,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,202.9725,0.00000000,0.00000000,0.00000000,
13:20:04:850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,202.9725,50.37325180,16.31052800,0.00000000,
13:20:04:860,0.0000,0.0000,0.0000,0.1736,0.0334,0.0565,202.9725,50.37325180,16.31052800,0.00000000,
13:20:04:916,0.0000,0.0000,0.0000,0.1736,0.0334,0.0565,202.9725,50.37325180,16.31052800,0.00000000,
13:20:04:928,0.0000,0.0000,0.0000,-0.2669,0.1168,0.0108,202.9725,50.37325180,16.31052800,0.00000000,
13:20:04:943,0.0000,0.0000,0.0000,-0.2669,0.1168,0.0108,202.9725,50.37325180,16.31052800,0.00000000,
13:20:04:965,0.0000,0.0000,0.0000,-0.2669,0.1168,0.0108,204.9975,50.37325180,16.31052800,0.00000000,
13:20:04:983,0.0000,0.0000,0.0000,-0.2669,0.1168,0.0108,204.9975,50.37325180,16.31052800,0.00000000,
13:20:04:996,0.0000,0.0000,0.0000,-0.4224,0.1069,-0.0005,204.9975,50.37325180,16.31052800,0.00000000,
13:20:05:008,-0.0136,0.0870,0.0615,-0.4224,0.1069,-0.0005,204.9975,50.37325180,16.31052800,0.00000000,
13:20:05:050,-0.0136,0.0870,0.0615,-0.4224,0.1069,-0.0005,204.9975,50.37325180,16.31052800,0.00000000,
13:20:05:064,-0.0136,0.0870,0.0615,-0.1555,0.0702,0.0021,204.9975,50.37325180,16.31052800,0.00000000,
13:20:05:077,-0.0020,-0.1166,0.3922,-0.1555,0.0702,0.0021,204.9975,50.37325180,16.31052800,0.00000000,
13:20:05:118,-0.0020,-0.1166,0.3922,-0.1555,0.0702,0.0021,204.9975,50.37325180,16.31052800,0.00000000,
13:20:05:131,-0.0020,-0.1166,0.3922,0.1571,0.0296,-0.0185,204.9975,50.37325180,16.31052800,0.00000000,
13:20:05:144,-0.1105,-0.3189,0.5017,0.1571,0.0296,-0.0185,204.9975,50.37325180,16.31052800,0.00000000,
13:20:05:187,-0.1105,-0.3189,0.5017,0.1571,0.0296,-0.0185,204.9975,50.37325180,16.31052800,0.00000000,
13:20:05:199,-0.1105,-0.3189,0.5017,0.1903,0.0290,0.0463,204.9975,50.37325180,16.31052800,0.00000000,
13:20:05:214,-0.2379,-0.3855,0.2500,0.1903,0.0290,0.0463,204.9975,50.37325180,16.31052800,0.00000000,
13:20:05:256,-0.2379,-0.3855,0.2500,0.1903,0.0290,0.0463,204.9975,50.37325180,16.31052800,0.00000000,
13:20:05:267,-0.2379,-0.3855,0.2500,0.0292,0.0096,0.1029,204.9975,50.37325180,16.31052800,0.00000000,
13:20:05:280,-0.2117,-0.2322,-0.0753,0.0292,0.0096,0.1029,204.9975,50.37325180,16.31052800,0.00000000,
13:20:05:285,-0.2117,-0.2322,-0.0753,0.0292,0.0096,0.1029,206.0100,50.37325180,16.31052800,0.00000000,
13:20:05:321,-0.2117,-0.2322,-0.0753,0.0292,0.0096,0.1029,206.0100,50.37325180,16.31052800,0.00000000,
13:20:05:335,-0.2117,-0.2322,-0.0753,-0.0339,0.0580,0.0739,206.0100,50.37325180,16.31052800,0.00000000,
13:20:05:347,0.0128,-0.0250,-0.0502,-0.0339,0.0580,0.0739,206.0100,50.37325180,16.31052800,0.00000000,
13:20:05:391,0.0128,-0.0250,-0.0502,-0.0339,0.0580,0.0739,206.0100,50.37325180,16.31052800,0.00000000,
13:20:05:402,0.0128,-0.0250,-0.0502,-0.0006,0.0180,0.0385,206.0100,50.37325180,16.31052800,0.00000000,
13:20:05:415,0.0757,0.0348,0.0141,-0.0006,0.0180,0.0385,206.0100,50.37325180,16.31052800,0.00000000,
13:20:05:445,0.0757,0.0348,0.0141,-0.0006,0.0180,0.0385,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:458,0.0757,0.0348,0.0141,-0.0006,0.0180,0.0385,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:470,0.0757,0.0348,0.0141,0.0449,0.0168,0.0040,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:482,0.0968,0.0077,0.1433,0.0449,0.0168,0.0040,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:526,0.0968,0.0077,0.1433,0.0449,0.0168,0.0040,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:539,0.0968,0.0077,0.1433,0.0376,0.0241,-0.0008,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:551,-0.0440,-0.0806,-0.0124,0.0376,0.0241,-0.0008,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:595,-0.0440,-0.0806,-0.0124,0.0376,0.0241,-0.0008,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:607,-0.0440,-0.0806,-0.0124,0.0089,-0.0063,0.0502,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:619,-0.1125,-0.0963,-0.0339,0.0089,-0.0063,0.0502,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:661,-0.1125,-0.0963,-0.0339,0.0089,-0.0063,0.0502,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:676,-0.1125,-0.0963,-0.0339,-0.0020,-0.0107,0.0176,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:687,-0.0383,-0.0641,-0.0112,-0.0020,-0.0107,0.0176,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:729,-0.0383,-0.0641,-0.0112,-0.0020,-0.0107,0.0176,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:742,-0.0383,-0.0641,-0.0112,-0.0024,0.0145,0.0437,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:755,-0.0237,-0.0015,0.0351,-0.0024,0.0145,0.0437,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:797,-0.0237,-0.0015,0.0351,-0.0024,0.0145,0.0437,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:809,-0.0237,-0.0015,0.0351,-0.0162,0.0063,0.0073,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:823,0.0484,0.0399,0.0067,-0.0162,0.0063,0.0073,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:866,0.0484,0.0399,0.0067,-0.0162,0.0063,0.0073,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:877,0.0484,0.0399,0.0067,-0.0319,0.0176,-0.0060,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:889,0.0435,0.0355,0.0109,-0.0319,0.0176,-0.0060,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:933,0.0435,0.0355,0.0109,-0.0319,0.0176,-0.0060,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:946,0.0435,0.0355,0.0109,0.0257,0.0090,0.0183,208.9800,50.37325180,16.31052800,0.00000000,
13:20:05:959,-0.0374,-0.0259,0.0810,0.0257,0.0090,0.0183,208.9800,50.37325180,16.31052800,0.00000000,
13:20:06:000,-0.0374,-0.0259,0.0810,0.0257,0.0090,0.0183,208.9800,50.37325180,16.31052800,0.00000000,
13:20:06:013,-0.0374,-0.0259,0.0810,-0.0119,0.0073,0.0136,208.9800,50.37325180,16.31052800,0.00000000,
13:20:06:026,-0.0110,-0.0378,-0.0233,-0.0119,0.0073,0.0136,208.9800,50.37325180,16.31052800,0.00000000,
13:20:06:068,-0.0110,-0.0378,-0.0233,-0.0119,0.0073,0.0136,208.9800,50.37325180,16.31052800,0.00000000,
13:20:06:080,-0.0110,-0.0378,-0.0233,-0.0487,-0.0011,0.0174,208.9800,50.37325180,16.31052800,0.00000000,
13:20:06:085,-0.0110,-0.0378,-0.0233,-0.0487,-0.0011,0.0174,209.9925,50.37325180,16.31052800,0.00000000,
13:20:06:093,-0.0356,0.0114,-0.0708,-0.0487,-0.0011,0.0174,209.9925,50.37325180,16.31052800,0.00000000,
13:20:06:136,-0.0356,0.0114,-0.0708,-0.0487,-0.0011,0.0174,209.9925,50.37325180,16.31052800,0.00000000,
13:20:06:149,-0.0356,0.0114,-0.0708,0.0038,0.0128,0.0218,209.9925,50.37325180,16.31052800,0.00000000,
13:20:06:161,-0.0498,-0.0118,0.0862,0.0038,0.0128,0.0218,209.9925,50.37325180,16.31052800,0.00000000,
13:20:06:203,-0.0498,-0.0118,0.0862,0.0038,0.0128,0.0218,209.9925,50.37325180,16.31052800,0.00000000,
13:20:06:217,-0.0498,-0.0118,0.0862,-0.0020,0.0023,0.0133,209.9925,50.37325180,16.31052800,0.00000000,
13:20:06:229,0.0311,0.0146,0.0583,-0.0020,0.0023,0.0133,209.9925,50.37325180,16.31052800,0.00000000,
13:20:06:272,0.0311,0.0146,0.0583,-0.0020,0.0023,0.0133,209.9925,50.37325180,16.31052800,0.00000000,
13:20:06:283,0.0311,0.0146,0.0583,-0.0166,0.0273,0.0035,209.9925,50.37325180,16.31052800,0.00000000,
13:20:06:296,0.0543,0.0270,-0.0185,-0.0166,0.0273,0.0035,209.9925,50.37325180,16.31052800,0.00000000,
13:20:06:341,0.0543,0.0270,-0.0185,-0.0166,0.0273,0.0035,209.9925,50.37325180,16.31052800,0.00000000,
13:20:06:352,0.0543,0.0270,-0.0185,-0.0192,0.0127,0.0061,209.9925,50.37325180,16.31052800,0.00000000,
13:20:06:364,-0.0023,0.0033,-0.0002,-0.0192,0.0127,0.0061,209.9925,50.37325180,16.31052800,0.00000000,
13:20:06:405,-0.0023,0.0033,-0.0002,-0.0192,0.0127,0.0061,211.0050,50.37325180,16.31052800,0.00000000,
13:20:06:407,-0.0023,0.0033,-0.0002,-0.0192,0.0127,0.0061,211.0050,50.37325180,16.31052800,0.00000000,
13:20:06:420,-0.0023,0.0033,-0.0002,-0.0032,-0.0063,0.0142,211.0050,50.37325180,16.31052800,0.00000000,
13:20:06:432,-0.0330,-0.0322,0.0029,-0.0032,-0.0063,0.0142,211.0050,50.37325180,16.31052800,0.00000000,
13:20:06:476,-0.0330,-0.0322,0.0029,-0.0032,-0.0063,0.0142,211.0050,50.37325180,16.31052800,0.00000000,
13:20:06:488,-0.0330,-0.0322,0.0029,0.0067,0.0053,0.0211,211.0050,50.37325180,16.31052800,0.00000000,
13:20:06:500,-0.0596,-0.0479,0.0225,0.0067,0.0053,0.0211,211.0050,50.37325180,16.31052800,0.00000000,
13:20:06:545,-0.0596,-0.0479,0.0225,0.0067,0.0053,0.0211,211.0050,50.37325180,16.31052800,0.00000000,
13:20:06:556,-0.0596,-0.0479,0.0225,-0.0119,0.0140,0.0183,211.0050,50.37325180,16.31052800,0.00000000,
13:20:06:568,0.0224,0.0186,0.0309,-0.0119,0.0140,0.0183,211.0050,50.37325180,16.31052800,0.00000000,
13:20:06:616,0.0224,0.0186,0.0309,-0.0119,0.0140,0.0183,211.0050,50.37325180,16.31052800,0.00000000,
13:20:06:625,0.0224,0.0186,0.0309,0.0032,0.0240,0.0084,211.0050,50.37562072,16.28185562,0.20000000,
13:20:06:635,0.0167,0.0091,0.0151,0.0032,0.0240,0.0084,211.0050,50.37562072,16.28185562,0.20000000,
13:20:06:677,0.0167,0.0091,0.0151,0.0032,0.0240,0.0084,211.0050,50.37562072,16.28185562,0.20000000,
13:20:06:690,0.0167,0.0091,0.0151,0.0110,0.0206,-0.0086,211.0050,50.37562072,16.28185562,0.20000000,
13:20:06:703,0.0715,0.0305,0.0378,0.0110,0.0206,-0.0086,211.0050,50.37562072,16.28185562,0.20000000,
13:20:06:725,0.0715,0.0305,0.0378,0.0110,0.0206,-0.0086,212.0175,50.37562072,16.28185562,0.20000000,
13:20:06:746,0.0715,0.0305,0.0378,0.0110,0.0206,-0.0086,212.0175,50.37562072,16.28185562,0.20000000,
13:20:06:759,0.0715,0.0305,0.0378,0.0034,-0.0021,-0.0096,212.0175,50.37562072,16.28185562,0.20000000,
13:20:06:772,0.0027,-0.0119,-0.0457,0.0034,-0.0021,-0.0096,212.0175,50.37562072,16.28185562,0.20000000,
13:20:06:814,0.0027,-0.0119,-0.0457,0.0034,-0.0021,-0.0096,212.0175,50.37562072,16.28185562,0.20000000,
13:20:06:827,0.0027,-0.0119,-0.0457,0.1071,-0.0223,0.0234,212.0175,50.37562072,16.28185562,0.20000000,
13:20:06:839,-0.0761,-0.1322,0.0492,0.1071,-0.0223,0.0234,212.0175,50.37562072,16.28185562,0.20000000,
13:20:06:883,-0.0761,-0.1322,0.0492,0.1071,-0.0223,0.0234,212.0175,50.37562072,16.28185562,0.20000000,
13:20:06:885,-0.0761,-0.1322,0.0492,0.1071,-0.0223,0.0234,213.0300,50.37562072,16.28185562,0.20000000,
13:20:06:895,-0.0761,-0.1322,0.0492,0.3063,-0.0160,0.0437,213.0300,50.37562072,16.28185562,0.20000000,
13:20:06:908,-0.0714,-0.2543,0.3912,0.3063,-0.0160,0.0437,213.0300,50.37562072,16.28185562,0.20000000,
13:20:06:949,-0.0714,-0.2543,0.3912,0.3063,-0.0160,0.0437,213.0300,50.37562072,16.28185562,0.20000000,
13:20:06:962,-0.0714,-0.2543,0.3912,0.0293,0.0136,0.0183,213.0300,50.37562072,16.28185562,0.20000000,
13:20:06:974,-0.0169,-0.0128,-0.1710,0.0293,0.0136,0.0183,213.0300,50.37562072,16.28185562,0.20000000,
13:20:07:018,-0.0169,-0.0128,-0.1710,0.0293,0.0136,0.0183,213.0300,50.37562072,16.28185562,0.20000000,
13:20:07:030,-0.0169,-0.0128,-0.1710,-0.1814,-0.0037,0.0183,213.0300,50.37562072,16.28185562,0.20000000,
13:20:07:042,0.0118,0.1926,-0.4551,-0.1814,-0.0037,0.0183,213.0300,50.37562072,16.28185562,0.20000000,
13:20:07:045,0.0118,0.1926,-0.4551,-0.1814,-0.0037,0.0183,213.9750,50.37562072,16.28185562,0.20000000,
13:20:07:085,0.0118,0.1926,-0.4551,-0.1814,-0.0037,0.0183,213.9750,50.37562072,16.28185562,0.20000000,
13:20:07:098,0.0118,0.1926,-0.4551,0.0481,0.0316,0.0218,213.9750,50.37562072,16.28185562,0.20000000,
13:20:07:111,0.0421,-0.0321,0.2353,0.0481,0.0316,0.0218,213.9750,50.37562072,16.28185562,0.20000000,
13:20:07:153,0.0421,-0.0321,0.2353,0.0481,0.0316,0.0218,213.9750,50.37562072,16.28185562,0.20000000,
13:20:07:165,0.0421,-0.0321,0.2353,0.1145,-0.0428,0.0249,213.9750,50.37562072,16.28185562,0.20000000,
13:20:07:179,-0.0150,-0.0575,0.1319,0.1145,-0.0428,0.0249,213.9750,50.37562072,16.28185562,0.20000000,
13:20:07:221,-0.0150,-0.0575,0.1319,0.1145,-0.0428,0.0249,213.9750,50.37562072,16.28185562,0.20000000,
13:20:07:234,-0.0150,-0.0575,0.1319,0.0927,0.0212,0.0287,213.9750,50.37562072,16.28185562,0.20000000,
13:20:07:245,-0.0463,-0.0645,0.0709,0.0927,0.0212,0.0287,213.9750,50.37562072,16.28185562,0.20000000,
13:20:07:290,-0.0463,-0.0645,0.0709,0.0927,0.0212,0.0287,213.9750,50.37562072,16.28185562,0.20000000,
13:20:07:301,-0.0463,-0.0645,0.0709,0.1097,-0.0305,0.0593,213.9750,50.37562072,16.28185562,0.20000000,
13:20:07:314,-0.0720,-0.0720,-0.0138,0.1097,-0.0305,0.0593,213.9750,50.37562072,16.28185562,0.20000000,
13:20:07:357,-0.0720,-0.0720,-0.0138,0.1097,-0.0305,0.0593,213.9750,50.37562072,16.28185562,0.20000000,
13:20:07:365,-0.0720,-0.0720,-0.0138,0.1097,-0.0305,0.0593,214.9875,50.37562072,16.28185562,0.20000000,
13:20:07:368,-0.0720,-0.0720,-0.0138,0.1984,0.0967,0.0825,214.9875,50.37562072,16.28185562,0.20000000,
13:20:07:381,0.0406,-0.1461,0.2795,0.1984,0.0967,0.0825,214.9875,50.37562072,16.28185562,0.20000000,
13:20:07:425,0.0406,-0.1461,0.2795,0.1984,0.0967,0.0825,214.9875,50.37562072,16.28185562,0.20000000,
13:20:07:439,0.0406,-0.1461,0.2795,0.1626,0.1826,0.1565,214.9875,50.37562072,16.28185562,0.20000000,
13:20:07:450,0.0334,-0.1090,0.2103,0.1626,0.1826,0.1565,214.9875,50.37562072,16.28185562,0.20000000,
13:20:07:493,0.0334,-0.1090,0.2103,0.1626,0.1826,0.1565,214.9875,50.37562072,16.28185562,0.20000000,
13:20:07:504,0.0334,-0.1090,0.2103,-0.0148,0.2230,-0.0400,214.9875,50.37562072,16.28185562,0.20000000,
13:20:07:516,0.4179,0.3189,0.1250,-0.0148,0.2230,-0.0400,214.9875,50.37562072,16.28185562,0.20000000,
13:20:07:524,0.4179,0.3189,0.1250,-0.0148,0.2230,-0.0400,220.9950,50.37562072,16.28185562,0.20000000,
13:20:07:560,0.4179,0.3189,0.1250,-0.0148,0.2230,-0.0400,220.9950,50.37562072,16.28185562,0.20000000,
13:20:07:574,0.4179,0.3189,0.1250,0.1394,0.1521,-0.1987,220.9950,50.37562072,16.28185562,0.20000000,
13:20:07:584,0.5851,0.5239,0.3129,0.1394,0.1521,-0.1987,220.9950,50.37562072,16.28185562,0.20000000,
13:20:07:628,0.5851,0.5239,0.3129,0.1394,0.1521,-0.1987,220.9950,50.37562072,16.28185562,0.20000000,
13:20:07:641,0.5851,0.5239,0.3129,0.5751,0.0641,-0.4864,220.9950,50.37562072,16.28185562,0.20000000,
13:20:07:653,1.1361,0.3402,0.5494,0.5751,0.0641,-0.4864,220.9950,50.37562072,16.28185562,0.20000000,
13:20:07:685,1.1361,0.3402,0.5494,0.5751,0.0641,-0.4864,214.9875,50.37562072,16.28185562,0.20000000,
13:20:07:696,1.1361,0.3402,0.5494,0.5751,0.0641,-0.4864,214.9875,50.37562072,16.28185562,0.20000000,
13:20:07:708,1.1361,0.3402,0.5494,0.3876,0.2217,-0.4053,214.9875,50.37562072,16.28185562,0.20000000,
13:20:07:720,0.6017,0.0229,-0.1531,0.3876,0.2217,-0.4053,214.9875,50.37562072,16.28185562,0.20000000,
13:20:07:762,0.6017,0.0229,-0.1531,0.3876,0.2217,-0.4053,214.9875,50.37562072,16.28185562,0.20000000,
13:20:07:777,0.6017,0.0229,-0.1531,0.3322,0.3694,-0.2158,214.9875,50.37562072,16.28185562,0.20000000,
13:20:07:789,0.4200,-0.1936,0.0342,0.3322,0.3694,-0.2158,214.9875,50.37562072,16.28185562,0.20000000,
13:20:07:831,0.4200,-0.1936,0.0342,0.3322,0.3694,-0.2158,214.9875,50.37562072,16.28185562,0.20000000,
13:20:07:844,0.4200,-0.1936,0.0342,0.6051,0.1390,-0.0061,214.9875,50.37562072,16.28185562,0.20000000,
13:20:07:847,0.4200,-0.1936,0.0342,0.6051,0.1390,-0.0061,207.9675,50.37562072,16.28185562,0.20000000,
13:20:07:857,-0.1724,-0.6970,0.3180,0.6051,0.1390,-0.0061,207.9675,50.37562072,16.28185562,0.20000000,
13:20:07:898,-0.1724,-0.6970,0.3180,0.6051,0.1390,-0.0061,207.9675,50.37562072,16.28185562,0.20000000,
13:20:07:911,-0.1724,-0.6970,0.3180,0.6576,-0.4116,-0.0055,207.9675,50.37562072,16.28185562,0.20000000,
13:20:07:923,-0.7274,-0.9320,-0.2667,0.6576,-0.4116,-0.0055,207.9675,50.37562072,16.28185562,0.20000000,
13:20:07:966,-0.7274,-0.9320,-0.2667,0.6576,-0.4116,-0.0055,207.9675,50.37562072,16.28185562,0.20000000,
13:20:07:978,-0.7274,-0.9320,-0.2667,0.3859,-0.5250,-0.5092,207.9675,50.37559711,16.28178879,0.00000000,
13:20:07:991,-0.2577,-0.2442,-0.5014,0.3859,-0.5250,-0.5092,207.9675,50.37559711,16.28178879,0.00000000,
13:20:08:005,-0.2577,-0.2442,-0.5014,0.3859,-0.5250,-0.5092,203.9850,50.37559711,16.28178879,0.00000000,
13:20:08:034,-0.2577,-0.2442,-0.5014,0.3859,-0.5250,-0.5092,203.9850,50.37559711,16.28178879,0.00000000,
13:20:08:046,-0.2577,-0.2442,-0.5014,0.3320,-0.5101,-0.3378,203.9850,50.37559711,16.28178879,0.00000000,
13:20:08:060,-0.7251,-0.2301,-0.1750,0.3320,-0.5101,-0.3378,203.9850,50.37559711,16.28178879,0.00000000,
13:20:08:102,-0.7251,-0.2301,-0.1750,0.3320,-0.5101,-0.3378,203.9850,50.37559711,16.28178879,0.00000000,
13:20:08:115,-0.7251,-0.2301,-0.1750,0.3984,-0.1801,-0.2839,203.9850,50.37559711,16.28178879,0.00000000,
13:20:08:127,-0.4772,-0.3994,0.5700,0.3984,-0.1801,-0.2839,203.9850,50.37559711,16.28178879,0.00000000,
13:20:08:165,-0.4772,-0.3994,0.5700,0.3984,-0.1801,-0.2839,191.0250,50.37559711,16.28178879,0.00000000,
13:20:08:170,-0.4772,-0.3994,0.5700,0.3984,-0.1801,-0.2839,191.0250,50.37559711,16.28178879,0.00000000,
13:20:08:182,-0.4772,-0.3994,0.5700,0.1762,-0.0287,-0.2112,191.0250,50.37559711,16.28178879,0.00000000,
13:20:08:195,-0.2636,-0.2992,-0.1524,0.1762,-0.0287,-0.2112,191.0250,50.37559711,16.28178879,0.00000000,
13:20:08:237,-0.2636,-0.2992,-0.1524,0.1762,-0.0287,-0.2112,191.0250,50.37559711,16.28178879,0.00000000,
13:20:08:250,-0.2636,-0.2992,-0.1524,-0.1313,0.0147,-0.2329,191.0250,50.37559711,16.28178879,0.00000000,
13:20:08:263,-0.2668,-0.0229,-0.7001,-0.1313,0.0147,-0.2329,191.0250,50.37559711,16.28178879,0.00000000,
13:20:08:305,-0.2668,-0.0229,-0.7001,-0.1313,0.0147,-0.2329,191.0250,50.37559711,16.28178879,0.00000000,
13:20:08:318,-0.2668,-0.0229,-0.7001,-0.1765,0.1052,-0.1071,191.0250,50.37559711,16.28178879,0.00000000,
13:20:08:324,-0.2668,-0.0229,-0.7001,-0.1765,0.1052,-0.1071,191.9700,50.37559711,16.28178879,0.00000000,
13:20:08:331,-0.1946,-0.0027,-0.2570,-0.1765,0.1052,-0.1071,191.9700,50.37559711,16.28178879,0.00000000,
13:20:08:374,-0.1946,-0.0027,-0.2570,-0.1765,0.1052,-0.1071,191.9700,50.37559711,16.28178879,0.00000000,
13:20:08:387,-0.1946,-0.0027,-0.2570,-0.0324,0.0753,-0.0895,191.9700,50.37559711,16.28178879,0.00000000,
13:20:08:398,-0.0191,0.1190,0.1747,-0.0324,0.0753,-0.0895,191.9700,50.37559711,16.28178879,0.00000000,
13:20:08:442,-0.0191,0.1190,0.1747,-0.0324,0.0753,-0.0895,191.9700,50.37559711,16.28178879,0.00000000,
13:20:08:454,-0.0191,0.1190,0.1747,0.0470,0.0835,-0.0357,191.9700,50.37559711,16.28178879,0.00000000,
13:20:08:467,-0.0928,0.0925,0.2466,0.0470,0.0835,-0.0357,191.9700,50.37559711,16.28178879,0.00000000,
13:20:08:485,-0.0928,0.0925,0.2466,0.0470,0.0835,-0.0357,195.0075,50.37559711,16.28178879,0.00000000,
13:20:08:510,-0.0928,0.0925,0.2466,0.0470,0.0835,-0.0357,195.0075,50.37559711,16.28178879,0.00000000,
13:20:08:521,-0.0928,0.0925,0.2466,0.1280,0.0429,-0.0298,195.0075,50.37559711,16.28178879,0.00000000,
13:20:08:535,0.0401,0.0720,0.1405,0.1280,0.0429,-0.0298,195.0075,50.37559711,16.28178879,0.00000000,
13:20:08:577,0.0401,0.0720,0.1405,0.1280,0.0429,-0.0298,195.0075,50.37559711,16.28178879,0.00000000,
13:20:08:590,0.0401,0.0720,0.1405,0.0997,-0.0199,-0.0458,195.0075,50.37559711,16.28178879,0.00000000,
13:20:08:602,0.0674,0.1003,-0.1627,0.0997,-0.0199,-0.0458,195.0075,50.37559711,16.28178879,0.00000000,
13:20:08:644,0.0674,0.1003,-0.1627,0.0997,-0.0199,-0.0458,195.0075,50.37559711,16.28178879,0.00000000,
13:20:08:646,0.0674,0.1003,-0.1627,0.0997,-0.0199,-0.0458,196.0200,50.37559711,16.28178879,0.00000000,
13:20:08:657,0.0674,0.1003,-0.1627,0.0805,-0.0599,-0.0864,196.0200,50.37559711,16.28178879,0.00000000,
13:20:08:673,0.1306,0.1599,-0.1772,0.0805,-0.0599,-0.0864,196.0200,50.37559711,16.28178879,0.00000000,
13:20:08:713,0.1306,0.1599,-0.1772,0.0805,-0.0599,-0.0864,196.0200,50.37559711,16.28178879,0.00000000,
13:20:08:724,0.1306,0.1599,-0.1772,0.1057,-0.2075,-0.2065,196.0200,50.37559711,16.28178879,0.00000000,
13:20:08:740,0.3373,0.4346,-0.0603,0.1057,-0.2075,-0.2065,196.0200,50.37559711,16.28178879,0.00000000,
13:20:08:780,0.3373,0.4346,-0.0603,0.1057,-0.2075,-0.2065,196.0200,50.37559711,16.28178879,0.00000000,
13:20:08:793,0.3373,0.4346,-0.0603,0.2958,-0.5542,-0.2480,196.0200,50.37559711,16.28178879,0.00000000,
13:20:08:807,0.4437,0.6443,-0.0872,0.2958,-0.5542,-0.2480,196.0200,50.37559711,16.28178879,0.00000000,
13:20:08:847,0.4437,0.6443,-0.0872,0.2958,-0.5542,-0.2480,196.0200,50.37559711,16.28178879,0.00000000,
13:20:08:860,0.4437,0.6443,-0.0872,0.2498,-0.6680,-0.5621,196.0200,50.37559711,16.28178879,0.00000000,
13:20:08:874,0.9659,0.9386,-0.4783,0.2498,-0.6680,-0.5621,196.0200,50.37559711,16.28178879,0.00000000,
13:20:08:916,0.9659,0.9386,-0.4783,0.2498,-0.6680,-0.5621,196.0200,50.37559711,16.28178879,0.00000000,
13:20:08:927,0.9659,0.9386,-0.4783,0.0313,-0.6909,-0.7220,196.0200,50.37559711,16.28178879,0.00000000,
13:20:08:941,1.1838,0.8360,-0.7084,0.0313,-0.6909,-0.7220,196.0200,50.37559711,16.28178879,0.00000000,
13:20:08:964,1.1838,0.8360,-0.7084,0.0313,-0.6909,-0.7220,202.0275,50.37559711,16.28178879,0.00000000,
13:20:08:984,1.1838,0.8360,-0.7084,0.0313,-0.6909,-0.7220,202.0275,50.37559711,16.28178879,0.00000000,
13:20:08:995,1.1838,0.8360,-0.7084,-0.2392,-0.5059,-0.5492,202.0275,50.37560064,16.28181006,0.31000000,
13:20:09:007,0.3243,0.4996,-0.6290,-0.2392,-0.5059,-0.5492,202.0275,50.37560064,16.28181006,0.31000000,
13:20:09:051,0.3243,0.4996,-0.6290,-0.2392,-0.5059,-0.5492,202.0275,50.37560064,16.28181006,0.31000000,
13:20:09:065,0.3243,0.4996,-0.6290,-0.2705,-0.2083,-0.1003,202.0275,50.37560064,16.28181006,0.31000000,
13:20:09:075,-0.4596,0.1167,-0.4674,-0.2705,-0.2083,-0.1003,202.0275,50.37560064,16.28181006,0.31000000,
13:20:09:119,-0.4596,0.1167,-0.4674,-0.2705,-0.2083,-0.1003,202.0275,50.37560064,16.28181006,0.31000000,
13:20:09:124,-0.4596,0.1167,-0.4674,-0.2705,-0.2083,-0.1003,217.0125,50.37560064,16.28181006,0.31000000,
13:20:09:131,-0.4596,0.1167,-0.4674,-0.1533,-0.7643,0.2149,217.0125,50.37560064,16.28181006,0.31000000,
13:20:09:144,-0.5245,-0.2830,-0.4674,-0.1533,-0.7643,0.2149,217.0125,50.37560064,16.28181006,0.31000000,
13:20:09:188,-0.5245,-0.2830,-0.4674,-0.1533,-0.7643,0.2149,217.0125,50.37560064,16.28181006,0.31000000,
13:20:09:198,-0.5245,-0.2830,-0.4674,0.7483,-1.6701,0.6860,217.0125,50.37560064,16.28181006,0.31000000,
13:20:09:213,-1.6843,-1.4242,0.3596,0.7483,-1.6701,0.6860,217.0125,50.37560064,16.28181006,0.31000000,
13:20:09:255,-1.6843,-1.4242,0.3596,0.7483,-1.6701,0.6860,217.0125,50.37560064,16.28181006,0.31000000,
