
time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,I,Latitude,Longitude,Speed (m/s),
13:21:20:420,-0.1796,0.6500,1.0329,-0.9653,0.7687,-0.6094,-0.5641,1.0372,-0.1446,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:435,-0.1796,0.6500,1.0329,-0.2757,1.3820,2.1019,-0.5641,1.0372,-0.1446,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:471,-0.2727,0.7100,0.9818,-0.2757,1.3820,2.1019,-0.5641,1.0372,-0.1446,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:478,-0.2727,0.7100,0.9818,-0.2757,1.3820,2.1019,-0.0359,0.2857,0.9957,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:484,-0.2727,0.7100,0.9818,-0.2757,1.3820,2.1019,-0.0359,0.2857,0.9957,54.0000,50.37562931,16.28175891,0.00000000,
13:21:20:496,-0.2727,0.7100,0.9818,-3.0460,1.0459,1.7185,-0.0359,0.2857,0.9957,54.0000,50.37562931,16.28175891,0.00000000,
13:21:20:538,0.1900,0.6305,1.2452,-3.0460,1.0459,1.7185,-0.0359,0.2857,0.9957,54.0000,50.37562931,16.28175891,0.00000000,
13:21:20:547,0.1900,0.6305,1.2452,-3.0460,1.0459,1.7185,0.4110,0.0991,1.3720,54.0000,50.37562931,16.28175891,0.00000000,
13:21:20:564,0.1900,0.6305,1.2452,-1.6330,1.3130,2.5241,0.4110,0.0991,1.3720,54.0000,50.37562931,16.28175891,0.00000000,
13:21:20:606,-0.0020,0.5275,0.6701,-1.6330,1.3130,2.5241,0.4110,0.0991,1.3720,54.0000,50.37562931,16.28175891,0.00000000,
13:21:20:615,-0.0020,0.5275,0.6701,-1.6330,1.3130,2.5241,1.5020,1.0314,1.2782,54.0000,50.37562931,16.28175891,0.00000000,
13:21:20:632,-0.0020,0.5275,0.6701,1.4008,-1.1851,3.1758,1.5020,1.0314,1.2782,54.0000,50.37562931,16.28175891,0.00000000,
13:21:20:647,-0.0020,0.5275,0.6701,1.4008,-1.1851,3.1758,1.5020,1.0314,1.2782,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:675,0.0518,0.6495,0.5322,1.4008,-1.1851,3.1758,1.5020,1.0314,1.2782,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:683,0.0518,0.6495,0.5322,1.4008,-1.1851,3.1758,0.6955,-0.4549,1.3068,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:700,0.0518,0.6495,0.5322,-1.8594,-0.9172,-2.4021,0.6955,-0.4549,1.3068,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:743,0.1798,0.6748,0.8180,-1.8594,-0.9172,-2.4021,0.6955,-0.4549,1.3068,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:751,0.1798,0.6748,0.8180,-1.8594,-0.9172,-2.4021,0.2556,0.1206,0.3934,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:767,0.1798,0.6748,0.8180,0.2654,-0.0448,-0.6251,0.2556,0.1206,0.3934,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:810,-0.0268,0.5831,0.7671,0.2654,-0.0448,-0.6251,0.2556,0.1206,0.3934,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:819,-0.0268,0.5831,0.7671,0.2654,-0.0448,-0.6251,0.0423,0.8859,-0.0615,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:836,-0.0268,0.5831,0.7671,0.3718,-0.2209,0.7256,0.0423,0.8859,-0.0615,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:877,-0.0903,0.5237,0.6437,0.3718,-0.2209,0.7256,0.0423,0.8859,-0.0615,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:886,-0.0903,0.5237,0.6437,0.3718,-0.2209,0.7256,0.1358,0.9297,0.0577,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:904,-0.0903,0.5237,0.6437,-0.9171,-1.1536,-0.0869,0.1358,0.9297,0.0577,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:945,-0.1261,0.5557,0.5228,-0.9171,-1.1536,-0.0869,0.1358,0.9297,0.0577,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:954,-0.1261,0.5557,0.5228,-0.9171,-1.1536,-0.0869,-0.2535,0.6211,0.1486,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:971,-0.1261,0.5557,0.5228,-0.9494,-0.9953,-1.5648,-0.2535,0.6211,0.1486,52.9875,50.37562931,16.28175891,0.00000000,
13:21:21:013,-0.0809,0.6254,0.7437,-0.9494,-0.9953,-1.5648,-0.2535,0.6211,0.1486,52.9875,50.37562931,16.28175891,0.00000000,
13:21:21:021,-0.0809,0.6254,0.7437,-0.9494,-0.9953,-1.5648,-0.8746,0.0557,0.2361,52.9875,50.37562931,16.28175891,0.00000000,
13:21:21:038,-0.0809,0.6254,0.7437,-1.1119,-0.0472,-1.9648,-0.8746,0.0557,0.2361,52.9875,50.37562931,16.28175891,0.00000000,
13:21:21:086,0.0985,0.7224,1.1363,-1.1119,-0.0472,-1.9648,-0.8746,0.0557,0.2361,52.9875,50.37562931,16.28175891,0.00000000,
13:21:21:089,0.0985,0.7224,1.1363,-1.1119,-0.0472,-1.9648,-0.8971,-0.2023,0.4007,52.9875,50.37562931,16.28175891,0.00000000,
13:21:21:106,0.0985,0.7224,1.1363,-0.5344,1.1409,1.0354,-0.8971,-0.2023,0.4007,52.9875,50.37562931,16.28175891,0.00000000,
13:21:21:126,0.0985,0.7224,1.1363,-0.5344,1.1409,1.0354,-0.8971,-0.2023,0.4007,51.9750,50.37562931,16.28175891,0.00000000,
13:21:21:149,0.2670,0.5791,1.1598,-0.5344,1.1409,1.0354,-0.8971,-0.2023,0.4007,51.9750,50.37562931,16.28175891,0.00000000,
13:21:21:156,0.2670,0.5791,1.1598,-0.5344,1.1409,1.0354,-0.4664,0.6513,0.1807,51.9750,50.37562931,16.28175891,0.00000000,
13:21:21:174,0.2670,0.5791,1.1598,2.1904,1.3588,3.5047,-0.4664,0.6513,0.1807,51.9750,50.37562931,16.28175891,0.00000000,
13:21:21:217,0.0521,0.4784,0.8451,2.1904,1.3588,3.5047,-0.4664,0.6513,0.1807,51.9750,50.37562931,16.28175891,0.00000000,
13:21:21:226,0.0521,0.4784,0.8451,2.1904,1.3588,3.5047,0.3126,0.6810,0.6319,51.9750,50.37562931,16.28175891,0.00000000,
13:21:21:242,0.0521,0.4784,0.8451,1.5888,-0.4745,1.8637,0.3126,0.6810,0.6319,51.9750,50.37562931,16.28175891,0.00000000,
13:21:21:284,0.0398,0.5303,0.5302,1.5888,-0.4745,1.8637,0.3126,0.6810,0.6319,51.9750,50.37562931,16.28175891,0.00000000,
13:21:21:289,0.0398,0.5303,0.5302,1.5888,-0.4745,1.8637,0.3126,0.6810,0.6319,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:293,0.0398,0.5303,0.5302,1.5888,-0.4745,1.8637,0.4317,0.1515,0.8795,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:311,0.0398,0.5303,0.5302,-0.0775,-0.9582,-1.1830,0.4317,0.1515,0.8795,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:353,-0.0009,0.6064,0.5536,-0.0775,-0.9582,-1.1830,0.4317,0.1515,0.8795,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:362,-0.0009,0.6064,0.5536,-0.0775,-0.9582,-1.1830,-0.1970,0.1184,0.6718,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:378,-0.0009,0.6064,0.5536,-0.2289,0.1053,-2.9964,-0.1970,0.1184,0.6718,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:420,-0.0622,0.6131,0.7713,-0.2289,0.1053,-2.9964,-0.1970,0.1184,0.6718,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:429,-0.0622,0.6131,0.7713,-0.2289,0.1053,-2.9964,-0.6185,0.2781,0.5591,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:445,-0.0622,0.6131,0.7713,-0.7980,0.8525,-1.9666,-0.6185,0.2781,0.5591,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:487,-0.0667,0.5590,0.9853,-0.7980,0.8525,-1.9666,-0.6185,0.2781,0.5591,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:497,-0.0667,0.5590,0.9853,-0.7980,0.8525,-1.9666,-0.0524,0.8129,0.6892,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:513,-0.0667,0.5590,0.9853,-0.7259,0.4554,0.8490,-0.0524,0.8129,0.6892,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:556,-0.1138,0.5420,0.8517,-0.7259,0.4554,0.8490,-0.0524,0.8129,0.6892,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:564,-0.1138,0.5420,0.8517,-0.7259,0.4554,0.8490,0.3386,0.9296,0.8986,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:580,-0.1138,0.5420,0.8517,-0.7239,-0.0972,1.1687,0.3386,0.9296,0.8986,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:606,-0.1138,0.5420,0.8517,-0.7239,-0.0972,1.1687,0.3386,0.9296,0.8986,51.9750,50.37562931,16.28175891,0.00000000,
13:21:21:625,-0.1201,0.5728,0.9123,-0.7239,-0.0972,1.1687,0.3386,0.9296,0.8986,51.9750,50.37562931,16.28175891,0.00000000,
13:21:21:632,-0.1201,0.5728,0.9123,-0.7239,-0.0972,1.1687,0.0522,0.7114,1.1600,51.9750,50.37562931,16.28175891,0.00000000,
13:21:21:648,-0.1201,0.5728,0.9123,-1.1023,-0.1536,0.2696,0.0522,0.7114,1.1600,51.9750,50.37562931,16.28175891,0.00000000,
13:21:21:692,0.0840,0.4815,1.1993,-1.1023,-0.1536,0.2696,0.0522,0.7114,1.1600,51.9750,50.37562931,16.28175891,0.00000000,
13:21:21:700,0.0840,0.4815,1.1993,-1.1023,-0.1536,0.2696,-0.2370,0.8380,1.0973,51.9750,50.37562931,16.28175891,0.00000000,
13:21:21:718,0.0840,0.4815,1.1993,-0.1687,0.3091,1.6066,-0.2370,0.8380,1.0973,51.9750,50.37562931,16.28175891,0.00000000,
13:21:21:759,-0.1873,0.4186,0.8130,-0.1687,0.3091,1.6066,-0.2370,0.8380,1.0973,51.9750,50.37562931,16.28175891,0.00000000,
13:21:21:765,-0.1873,0.4186,0.8130,-0.1687,0.3091,1.6066,-0.2370,0.8380,1.0973,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:768,-0.1873,0.4186,0.8130,-0.1687,0.3091,1.6066,0.3939,1.4508,1.2854,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:785,-0.1873,0.4186,0.8130,0.6468,-1.4358,2.6757,0.3939,1.4508,1.2854,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:827,-0.0506,0.4866,0.8811,0.6468,-1.4358,2.6757,0.3939,1.4508,1.2854,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:838,-0.0506,0.4866,0.8811,0.6468,-1.4358,2.6757,-0.2338,-0.0806,1.3748,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:853,-0.0506,0.4866,0.8811,-1.9253,-0.7768,-1.3803,-0.2338,-0.0806,1.3748,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:895,0.0744,0.4295,1.0780,-1.9253,-0.7768,-1.3803,-0.2338,-0.0806,1.3748,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:904,0.0744,0.4295,1.0780,-1.9253,-0.7768,-1.3803,0.1927,1.0562,0.8732,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:920,0.0744,0.4295,1.0780,1.0900,-0.7866,1.9411,0.1927,1.0562,0.8732,51.0300,50.37562931,16.28175891,0.00000000,
13:21:21:925,0.0744,0.4295,1.0780,1.0900,-0.7866,1.9411,0.1927,1.0562,0.8732,45.9675,50.37562931,16.28175891,0.00000000,
13:21:21:966,-0.0693,0.4087,0.6257,1.0900,-0.7866,1.9411,0.1927,1.0562,0.8732,45.9675,50.37562931,16.28175891,0.00000000,
13:21:21:972,-0.0693,0.4087,0.6257,1.0900,-0.7866,1.9411,0.5234,0.7535,0.8267,45.9675,50.37562931,16.28175891,0.00000000,
13:21:21:987,-0.0693,0.4087,0.6257,0.3006,-1.3331,0.4617,0.5234,0.7535,0.8267,45.9675,50.37562931,16.28175891,0.00000000,
13:21:22:031,-0.0331,0.4540,0.5986,0.3006,-1.3331,0.4617,0.5234,0.7535,0.8267,45.9675,50.37562931,16.28175891,0.00000000,
13:21:22:038,-0.0331,0.4540,0.5986,0.3006,-1.3331,0.4617,-0.0386,0.3662,0.7769,45.9675,50.37562931,16.28175891,0.00000000,
13:21:22:056,-0.0331,0.4540,0.5986,-0.2944,-1.1484,-2.6454,-0.0386,0.3662,0.7769,45.9675,50.37562931,16.28175891,0.00000000,
13:21:22:086,-0.0331,0.4540,0.5986,-0.2944,-1.1484,-2.6454,-0.0386,0.3662,0.7769,41.9850,50.37562931,16.28175891,0.00000000,
13:21:22:099,-0.0430,0.4989,0.7309,-0.2944,-1.1484,-2.6454,-0.0386,0.3662,0.7769,41.9850,50.37562931,16.28175891,0.00000000,
13:21:22:106,-0.0430,0.4989,0.7309,-0.2944,-1.1484,-2.6454,-0.0519,0.2795,0.6814,41.9850,50.37562931,16.28175891,0.00000000,
13:21:22:125,-0.0430,0.4989,0.7309,-0.0504,-0.5942,-1.3373,-0.0519,0.2795,0.6814,41.9850,50.37562931,16.28175891,0.00000000,
13:21:22:166,-0.0303,0.5863,0.7884,-0.0504,-0.5942,-1.3373,-0.0519,0.2795,0.6814,41.9850,50.37562931,16.28175891,0.00000000,
13:21:22:175,-0.0303,0.5863,0.7884,-0.0504,-0.5942,-1.3373,-0.2553,-0.2039,0.6866,41.9850,50.37562931,16.28175891,0.00000000,
13:21:22:192,-0.0303,0.5863,0.7884,-0.6292,0.1269,-0.7386,-0.2553,-0.2039,0.6866,41.9850,50.37562931,16.28175891,0.00000000,
13:21:22:234,0.1701,0.5993,1.2708,-0.6292,0.1269,-0.7386,-0.2553,-0.2039,0.6866,41.9850,50.37562931,16.28175891,0.00000000,
13:21:22:242,0.1701,0.5993,1.2708,-0.6292,0.1269,-0.7386,-0.7414,-0.2531,0.4943,41.9850,50.37562931,16.28175891,0.00000000,
13:21:22:247,0.1701,0.5993,1.2708,-0.6292,0.1269,-0.7386,-0.7414,-0.2531,0.4943,39.0150,50.37562931,16.28175891,0.00000000,
13:21:22:260,0.1701,0.5993,1.2708,-0.0636,1.4115,0.6729,-0.7414,-0.2531,0.4943,39.0150,50.37562931,16.28175891,0.00000000,
13:21:22:302,0.0537,0.5154,1.1257,-0.0636,1.4115,0.6729,-0.7414,-0.2531,0.4943,39.0150,50.37562931,16.28175891,0.00000000,
13:21:22:312,0.0537,0.5154,1.1257,-0.0636,1.4115,0.6729,0.4850,0.5864,0.7107,39.0150,50.37562931,16.28175891,0.00000000,
13:21:22:329,0.0537,0.5154,1.1257,1.3313,-0.0012,4.7770,0.4850,0.5864,0.7107,39.0150,50.37562931,16.28175891,0.00000000,
13:21:22:369,0.1463,0.5568,0.8081,1.3313,-0.0012,4.7770,0.4850,0.5864,0.7107,39.0150,50.37562931,16.28175891,0.00000000,
13:21:22:377,0.1463,0.5568,0.8081,1.3313,-0.0012,4.7770,0.4261,-0.0455,0.9291,39.0150,50.37562931,16.28175891,0.00000000,
13:21:22:395,0.1463,0.5568,0.8081,-0.2186,-0.0822,0.7221,0.4261,-0.0455,0.9291,39.0150,50.37562931,16.28175891,0.00000000,
13:21:22:405,0.1463,0.5568,0.8081,-0.2186,-0.0822,0.7221,0.4261,-0.0455,0.9291,36.9900,50.37562931,16.28175891,0.00000000,
13:21:22:437,0.1299,0.5667,0.6997,-0.2186,-0.0822,0.7221,0.4261,-0.0455,0.9291,36.9900,50.37562931,16.28175891,0.00000000,
13:21:22:445,0.1299,0.5667,0.6997,-0.2186,-0.0822,0.7221,-0.2213,0.5249,0.5194,36.9900,50.37562931,16.28175891,0.00000000,
13:21:22:464,0.1299,0.5667,0.6997,1.0345,0.5366,-1.2044,-0.2213,0.5249,0.5194,36.9900,50.37562931,16.28175891,0.00000000,
13:21:22:505,-0.0237,0.4905,0.6633,1.0345,0.5366,-1.2044,-0.2213,0.5249,0.5194,36.9900,50.37562931,16.28175891,0.00000000,
13:21:22:513,-0.0237,0.4905,0.6633,1.0345,0.5366,-1.2044,-0.2094,0.7669,0.5567,36.9900,50.37562931,16.28175891,0.00000000,
13:21:22:529,-0.0237,0.4905,0.6633,0.2055,0.1171,-1.7369,-0.2094,0.7669,0.5567,36.9900,50.37562931,16.28175891,0.00000000,
13:21:22:566,-0.0237,0.4905,0.6633,0.2055,0.1171,-1.7369,-0.2094,0.7669,0.5567,38.0025,50.37562931,16.28175891,0.00000000,
13:21:22:573,-0.0419,0.5104,0.6585,0.2055,0.1171,-1.7369,-0.2094,0.7669,0.5567,38.0025,50.37562931,16.28175891,0.00000000,
13:21:22:581,-0.0419,0.5104,0.6585,0.2055,0.1171,-1.7369,0.1875,0.4681,0.7847,38.0025,50.37562931,16.28175891,0.00000000,
13:21:22:597,-0.0419,0.5104,0.6585,-0.8278,-0.3751,-1.7346,0.1875,0.4681,0.7847,38.0025,50.37562931,16.28175891,0.00000000,
13:21:22:641,-0.0568,0.5881,0.7827,-0.8278,-0.3751,-1.7346,0.1875,0.4681,0.7847,38.0025,50.37562931,16.28175891,0.00000000,
13:21:22:649,-0.0568,0.5881,0.7827,-0.8278,-0.3751,-1.7346,0.1107,0.4539,0.7590,38.0025,50.37562931,16.28175891,0.00000000,
13:21:22:666,-0.0568,0.5881,0.7827,-0.7091,0.1319,-1.3359,0.1107,0.4539,0.7590,38.0025,50.37562931,16.28175891,0.00000000,
13:21:22:708,0.0321,0.6381,1.1740,-0.7091,0.1319,-1.3359,0.1107,0.4539,0.7590,38.0025,50.37562931,16.28175891,0.00000000,
13:21:22:717,0.0321,0.6381,1.1740,-0.7091,0.1319,-1.3359,-0.0180,0.4082,0.7625,38.0025,50.37562931,16.28175891,0.00000000,
13:21:22:734,0.0321,0.6381,1.1740,-0.7641,0.8044,0.8290,-0.0180,0.4082,0.7625,38.0025,50.37562931,16.28175891,0.00000000,
13:21:22:776,0.1004,0.5196,1.1102,-0.7641,0.8044,0.8290,-0.0180,0.4082,0.7625,38.0025,50.37562931,16.28175891,0.00000000,
13:21:22:784,0.1004,0.5196,1.1102,-0.7641,0.8044,0.8290,0.2039,1.1107,0.5360,38.0025,50.37562931,16.28175891,0.00000000,
13:21:22:800,0.1004,0.5196,1.1102,1.1035,0.5055,3.6237,0.2039,1.1107,0.5360,38.0025,50.37562931,16.28175891,0.00000000,
13:21:22:845,-0.1326,0.4563,0.7405,1.1035,0.5055,3.6237,0.2039,1.1107,0.5360,38.0025,50.37562931,16.28175891,0.00000000,
13:21:22:852,-0.1326,0.4563,0.7405,1.1035,0.5055,3.6237,0.2097,1.0704,0.6593,38.0025,50.37562931,16.28175891,0.00000000,
13:21:22:869,-0.1326,0.4563,0.7405,0.5871,-0.8538,0.9470,0.2097,1.0704,0.6593,38.0025,50.37562931,16.28175891,0.00000000,
13:21:22:885,-0.1326,0.4563,0.7405,0.5871,-0.8538,0.9470,0.2097,1.0704,0.6593,39.0150,50.37562931,16.28175891,0.00000000,
13:21:22:912,0.0129,0.4706,0.9095,0.5871,-0.8538,0.9470,0.2097,1.0704,0.6593,39.0150,50.37562931,16.28175891,0.00000000,
13:21:22:920,0.0129,0.4706,0.9095,0.5871,-0.8538,0.9470,-0.2540,0.0286,0.8825,39.0150,50.37562931,16.28175891,0.00000000,
13:21:22:937,0.0129,0.4706,0.9095,-1.2658,-0.5947,-1.3271,-0.2540,0.0286,0.8825,39.0150,50.37562931,16.28175891,0.00000000,
13:21:22:979,0.1063,0.4517,0.9749,-1.2658,-0.5947,-1.3271,-0.2540,0.0286,0.8825,39.0150,50.37562931,16.28175891,0.00000000,
13:21:22:987,0.1063,0.4517,0.9749,-1.2658,-0.5947,-1.3271,0.1385,0.5389,0.4320,39.0150,50.37562931,16.28175891,0.00000000,
13:21:23:004,0.1063,0.4517,0.9749,1.2151,-0.7090,1.3818,0.1385,0.5389,0.4320,39.0150,50.37562931,16.28175891,0.00000000,
13:21:23:047,0.1063,0.4517,0.9749,1.2151,-0.7090,1.3818,0.1385,0.5389,0.4320,40.9725,50.37562931,16.28175891,0.00000000,
13:21:23:052,0.0261,0.4223,0.6759,1.2151,-0.7090,1.3818,0.1385,0.5389,0.4320,40.9725,50.37562931,16.28175891,0.00000000,
13:21:23:056,0.0261,0.4223,0.6759,1.2151,-0.7090,1.3818,0.3144,0.4316,0.2393,40.9725,50.37562931,16.28175891,0.00000000,
13:21:23:073,0.0261,0.4223,0.6759,0.8476,-1.0137,0.0433,0.3144,0.4316,0.2393,40.9725,50.37562931,16.28175891,0.00000000,
13:21:23:116,-0.0280,0.4631,0.5878,0.8476,-1.0137,0.0433,0.3144,0.4316,0.2393,40.9725,50.37562931,16.28175891,0.00000000,
13:21:23:124,-0.0280,0.4631,0.5878,0.8476,-1.0137,0.0433,-0.0701,0.1217,0.1277,40.9725,50.37562931,16.28175891,0.00000000,
13:21:23:141,-0.0280,0.4631,0.5878,0.2777,-0.8733,-2.2992,-0.0701,0.1217,0.1277,40.9725,50.37562931,16.28175891,0.00000000,
13:21:23:184,-0.0545,0.5135,0.6748,0.2777,-0.8733,-2.2992,-0.0701,0.1217,0.1277,40.9725,50.37562931,16.28175891,0.00000000,
13:21:23:191,-0.0545,0.5135,0.6748,0.2777,-0.8733,-2.2992,-0.1688,-0.2028,0.0637,40.9725,50.37562931,16.28175891,0.00000000,
13:21:23:205,-0.0545,0.5135,0.6748,0.2777,-0.8733,-2.2992,-0.1688,-0.2028,0.0637,41.9850,50.37562931,16.28175891,0.00000000,
13:21:23:212,-0.0545,0.5135,0.6748,-0.3672,-0.2416,-1.8886,-0.1688,-0.2028,0.0637,41.9850,50.37562931,16.28175891,0.00000000,
13:21:23:251,-0.0508,0.5404,0.7958,-0.3672,-0.2416,-1.8886,-0.1688,-0.2028,0.0637,41.9850,50.37562931,16.28175891,0.00000000,
13:21:23:261,-0.0508,0.5404,0.7958,-0.3672,-0.2416,-1.8886,-0.6263,-0.3965,-0.0046,41.9850,50.37562931,16.28175891,0.00000000,
13:21:23:277,-0.0508,0.5404,0.7958,-0.6132,0.5576,-1.3084,-0.6263,-0.3965,-0.0046,41.9850,50.37562931,16.28175891,0.00000000,
13:21:23:318,0.0378,0.5934,1.1291,-0.6132,0.5576,-1.3084,-0.6263,-0.3965,-0.0046,41.9850,50.37562931,16.28175891,0.00000000,
13:21:23:327,0.0378,0.5934,1.1291,-0.6132,0.5576,-1.3084,-0.9241,-0.5794,0.0524,41.9850,50.37562931,16.28175891,0.00000000,
13:21:23:345,0.0378,0.5934,1.1291,-0.7238,1.1935,0.4251,-0.9241,-0.5794,0.0524,41.9850,50.37562931,16.28175891,0.00000000,
13:21:23:365,0.0378,0.5934,1.1291,-0.7238,1.1935,0.4251,-0.9241,-0.5794,0.0524,44.0100,50.37562931,16.28175891,0.00000000,
13:21:23:387,0.1721,0.5049,1.3958,-0.7238,1.1935,0.4251,-0.9241,-0.5794,0.0524,44.0100,50.37562931,16.28175891,0.00000000,
13:21:23:395,0.1721,0.5049,1.3958,-0.7238,1.1935,0.4251,-0.5629,0.1226,-0.1297,44.0100,50.37562931,16.28175891,0.00000000,
13:21:23:412,0.1721,0.5049,1.3958,0.9649,1.4747,3.5696,-0.5629,0.1226,-0.1297,44.0100,50.37562931,16.28175891,0.00000000,
13:21:23:455,0.0454,0.3761,1.0978,0.9649,1.4747,3.5696,-0.5629,0.1226,-0.1297,44.0100,50.37562931,16.28175891,0.00000000,
13:21:23:465,0.0454,0.3761,1.0978,0.9649,1.4747,3.5696,0.3818,0.4255,0.2770,44.0100,50.37562931,16.28175891,0.00000000,
13:21:23:479,0.0454,0.3761,1.0978,0.9874,-0.1721,3.7874,0.3818,0.4255,0.2770,44.0100,50.37562931,16.28175891,0.00000000,
13:21:23:521,0.0662,0.3838,0.6487,0.9874,-0.1721,3.7874,0.3818,0.4255,0.2770,44.0100,50.37562931,16.28175891,0.00000000,
13:21:23:525,0.0662,0.3838,0.6487,0.9874,-0.1721,3.7874,0.3818,0.4255,0.2770,45.0225,50.37562931,16.28175891,0.00000000,
13:21:23:530,0.0662,0.3838,0.6487,0.9874,-0.1721,3.7874,0.9762,-0.0058,0.6428,45.0225,50.37562931,16.28175891,0.00000000,
13:21:23:548,0.0662,0.3838,0.6487,-0.1380,-1.4253,0.1319,0.9762,-0.0058,0.6428,45.0225,50.37562931,16.28175891,0.00000000,
13:21:23:590,0.0712,0.4518,0.4593,-0.1380,-1.4253,0.1319,0.9762,-0.0058,0.6428,45.0225,50.37562931,16.28175891,0.00000000,
13:21:23:598,0.0712,0.4518,0.4593,-0.1380,-1.4253,0.1319,0.2208,-0.1684,0.3810,45.0225,50.37562931,16.28175891,0.00000000,
13:21:23:616,0.0712,0.4518,0.4593,0.0833,-0.7224,-3.4166,0.2208,-0.1684,0.3810,45.0225,50.37562931,16.28175891,0.00000000,
13:21:23:658,-0.0249,0.4513,0.6759,0.0833,-0.7224,-3.4166,0.2208,-0.1684,0.3810,45.0225,50.37562931,16.28175891,0.00000000,
13:21:23:666,-0.0249,0.4513,0.6759,0.0833,-0.7224,-3.4166,-0.6538,0.1793,0.2656,45.0225,50.37562931,16.28175891,0.00000000,
13:21:23:684,-0.0249,0.4513,0.6759,-0.2241,0.0800,-3.4433,-0.6538,0.1793,0.2656,45.0225,50.37562931,16.28175891,0.00000000,
13:21:23:725,-0.0248,0.4565,0.9803,-0.2241,0.0800,-3.4433,-0.6538,0.1793,0.2656,45.0225,50.37562931,16.28175891,0.00000000,
13:21:23:734,-0.0248,0.4565,0.9803,-0.2241,0.0800,-3.4433,-0.4102,0.2862,0.4742,45.0225,50.37562931,16.28175891,0.00000000,
13:21:23:751,-0.0248,0.4565,0.9803,-0.8793,0.1735,-0.5114,-0.4102,0.2862,0.4742,45.0225,50.37562931,16.28175891,0.00000000,
13:21:23:793,-0.0260,0.4872,1.0397,-0.8793,0.1735,-0.5114,-0.4102,0.2862,0.4742,45.0225,50.37562931,16.28175891,0.00000000,
13:21:23:801,-0.0260,0.4872,1.0397,-0.8793,0.1735,-0.5114,0.0727,0.5296,0.6371,45.0225,50.37562931,16.28175891,0.00000000,
13:21:23:819,-0.0260,0.4872,1.0397,-0.4857,0.2481,1.5185,0.0727,0.5296,0.6371,45.0225,50.37562931,16.28175891,0.00000000,
13:21:23:846,-0.0260,0.4872,1.0397,-0.4857,0.2481,1.5185,0.0727,0.5296,0.6371,47.9925,50.37562931,16.28175891,0.00000000,
13:21:23:861,-0.0109,0.5541,1.0274,-0.4857,0.2481,1.5185,0.0727,0.5296,0.6371,47.9925,50.37562931,16.28175891,0.00000000,
13:21:23:870,-0.0109,0.5541,1.0274,-0.4857,0.2481,1.5185,0.1854,0.4704,0.8132,47.9925,50.37562931,16.28175891,0.00000000,
13:21:23:886,-0.0109,0.5541,1.0274,-0.4757,0.4696,1.4607,0.1854,0.4704,0.8132,47.9925,50.37562931,16.28175891,0.00000000,
13:21:23:929,0.1862,0.5305,1.1691,-0.4757,0.4696,1.4607,0.1854,0.4704,0.8132,47.9925,50.37562931,16.28175891,0.00000000,
13:21:23:937,0.1862,0.5305,1.1691,-0.4757,0.4696,1.4607,-0.0910,0.3073,0.6907,47.9925,50.37562931,16.28175891,0.00000000,
